Sat 4 Jul 2015 11:09:25 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk65
Run: sph,two,LPk=6.5,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   6.7500,  8.3620,  8.2520,  7.1220,  5.6220, -0.6829, -0.5558, -0.3877, -0.9689, -0.8418, -0.2952, -0.1681,  0.7446, -0.8369, -0.7078, -1.5814, -1.4524, -0.9078, -0.7787, -2.0852, -2.2142, -1.5310,  0.6737,  0.7596,  0.2927,  0.1055,  0.1008
   7.0000,  8.3620,  8.2520,  7.1220,  5.6220, -0.7069, -0.5798, -0.5173, -1.0181, -0.8911, -0.1896, -0.0625,  0.7687, -0.3755, -0.2465, -1.1442, -1.0152, -0.3157, -0.1866, -2.0612, -2.1902, -1.7178,  0.8286,  0.8087,  0.2615,  0.1055,  0.1016
   7.2500,  8.3620,  8.2520,  7.1220,  5.6220, -0.7786, -0.6515, -0.6690, -1.0756, -0.9486, -0.1096,  0.0174,  0.7534,  0.0192,  0.1483, -0.7342, -0.6052,  0.2318,  0.3608, -2.0507, -2.1798, -1.8779,  0.9660,  0.8497,  0.2324,  0.1055,  0.1020
   7.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.9014, -0.7743, -0.8380, -1.1288, -1.0017, -0.0634,  0.0637,  0.6831,  0.3128,  0.4418, -0.3703, -0.2413,  0.6951,  0.8241, -2.0543, -2.1834, -1.9909,  1.0654,  0.8800,  0.2038,  0.1055,  0.1020
   7.7500,  8.3620,  8.2520,  7.1220,  5.6220, -1.0564, -0.9294, -1.0120, -1.1652, -1.0381, -0.0444,  0.0826,  0.5641,  0.5014,  0.6305, -0.0626,  0.0664,  1.0581,  1.1871, -2.0643, -2.1934, -2.0483,  1.1207,  0.8996,  0.1757,  0.1052,  0.1015
   8.0000,  8.3620,  8.2520,  7.1220,  5.6220, -1.2152, -1.0881, -1.1738, -1.1848, -1.0578, -0.0414,  0.0856,  0.4248,  0.6119,  0.7409,  0.1871,  0.3161,  1.3305,  1.4595, -2.0722, -2.2012, -2.0598,  1.1434,  0.9120,  0.1498,  0.1047,  0.1007
   8.2500,  8.3620,  8.2520,  7.1220,  5.6220, -1.3512, -1.2241, -1.3064, -1.1936, -1.0665, -0.0448,  0.0822,  0.2974,  0.6741,  0.8031,  0.3767,  0.5057,  1.5254,  1.6544, -2.0748, -2.2038, -2.0439,  1.1487,  0.9211,  0.1269,  0.1036,  0.0994
   8.5000,  8.3620,  8.2520,  7.1220,  5.6220, -1.4484, -1.3214, -1.3994, -1.1968, -1.0697, -0.0490,  0.0780,  0.2033,  0.7093,  0.8383,  0.5060,  0.6350,  1.6537,  1.7828, -2.0732, -2.2023, -2.0191,  1.1478,  0.9289,  0.1069,  0.1016,  0.0971
c
   6.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2542, -0.1271, -0.1171, -0.4555, -0.3284, -0.1371, -0.0100,  0.6647, -1.5851, -1.4560, -2.2498, -2.1208, -1.9314, -1.8024, -2.4719, -2.6009, -1.2795,  0.3184,  0.6680,  0.4874,  0.0890,  0.0798
   6.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2568, -0.1297, -0.2242, -0.4812, -0.3541, -0.0326,  0.0944,  0.6873, -1.1241, -0.9951, -1.8114, -1.6824, -1.3629, -1.2338, -2.4594, -2.5885, -1.4634,  0.4485,  0.6962,  0.4490,  0.0877,  0.0789
   7.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2810, -0.1539, -0.3544, -0.5127, -0.3857,  0.0734,  0.2004,  0.6944, -0.6843, -0.5553, -1.3787, -1.2497, -0.7926, -0.6636, -2.4542, -2.5832, -1.6470,  0.5861,  0.7181,  0.4114,  0.0867,  0.0781
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.3411, -0.2141, -0.5075, -0.5548, -0.4277,  0.1664,  0.2934,  0.6762, -0.2930, -0.1640, -0.9692, -0.8401, -0.2480, -0.1190, -2.4618, -2.5909, -1.8206,  0.7211,  0.7348,  0.3749,  0.0857,  0.0771
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.4454, -0.3183, -0.6814, -0.6009, -0.4738,  0.2360,  0.3631,  0.6182,  0.0140,  0.1430, -0.6043, -0.4752,  0.2326,  0.3617, -2.4898, -2.6188, -1.9675,  0.8369,  0.7437,  0.3369,  0.0844,  0.0754
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5822, -0.4552, -0.8658, -0.6381, -0.5111,  0.2836,  0.4107,  0.5193,  0.2186,  0.3476, -0.3007, -0.1717,  0.6210,  0.7501, -2.5336, -2.6627, -2.0723,  0.9218,  0.7429,  0.2966,  0.0825,  0.0729
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.7258, -0.5987, -1.0414, -0.6627, -0.5356,  0.3157,  0.4427,  0.4010,  0.3394,  0.4684, -0.0616,  0.0674,  0.9167,  1.0457, -2.5764, -2.7054, -2.1314,  0.9783,  0.7370,  0.2581,  0.0795,  0.0695
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.8513, -0.7242, -1.1876, -0.6789, -0.5518,  0.3363,  0.4634,  0.2923,  0.4102,  0.5392,  0.1179,  0.2469,  1.1331,  1.2621, -2.6044, -2.7334, -2.1509,  1.0152,  0.7341,  0.2275,  0.0750,  0.0644
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.9439, -0.8168, -1.2923, -0.6916, -0.5646,  0.3484,  0.4755,  0.2127,  0.4572,  0.5862,  0.2445,  0.3735,  1.2846,  1.4136, -2.6135, -2.7425, -2.1435,  1.0401,  0.7395,  0.2077,  0.0676,  0.0561
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.0811,  0.0460, -0.1713,  0.0659,  0.1930,  0.0902,  0.2173,  0.3259, -2.0089, -1.8799, -2.3348, -2.2058, -2.3105, -2.1814, -2.9657, -3.0948, -1.1519,  0.0244,  0.3286,  0.4424,  0.0628,  0.0482
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.0825,  0.0446, -0.2672,  0.0474,  0.1745,  0.1847,  0.3118,  0.3426, -1.5665, -1.4375, -1.9091, -1.7801, -1.7718, -1.6428, -2.9606, -3.0897, -1.3318,  0.1373,  0.3497,  0.4122,  0.0608,  0.0463
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.1025,  0.0245, -0.3860,  0.0260,  0.1530,  0.2835,  0.4105,  0.3438, -1.1429, -1.0139, -1.4867, -1.3577, -1.2292, -1.1002, -2.9624, -3.0914, -1.5138,  0.2575,  0.3624,  0.3811,  0.0589,  0.0444
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.1505, -0.0235, -0.5263, -0.0038,  0.1233,  0.3758,  0.5028,  0.3256, -0.7601, -0.6311, -1.0857, -0.9566, -0.7061, -0.5771, -2.9769, -3.1059, -1.6898,  0.3796,  0.3711,  0.3504,  0.0571,  0.0423
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2343, -0.1073, -0.6867, -0.0386,  0.0885,  0.4524,  0.5795,  0.2768, -0.4539, -0.3249, -0.7307, -0.6017, -0.2398, -0.1108, -3.0190, -3.1480, -1.8418,  0.4909,  0.3738,  0.3170,  0.0549,  0.0393
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.3453, -0.2183, -0.8598, -0.0676,  0.0595,  0.5145,  0.6416,  0.1956, -0.2519, -0.1228, -0.4474, -0.3184,  0.1347,  0.2637, -3.0916, -3.2207, -1.9514,  0.5821,  0.3659,  0.2784,  0.0515,  0.0347
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.4582, -0.3312, -1.0261, -0.0897,  0.0374,  0.5679,  0.6949,  0.1056, -0.1402, -0.0111, -0.2458, -0.1168,  0.4118,  0.5408, -3.1675, -3.2966, -2.0208,  0.6576,  0.3522,  0.2386,  0.0455,  0.0276
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.5491, -0.4220, -1.1607, -0.1130,  0.0141,  0.6116,  0.7387,  0.0389, -0.0732,  0.0558, -0.1121,  0.0169,  0.6125,  0.7415, -3.2108, -3.3399, -2.0640,  0.7246,  0.3485,  0.2086,  0.0344,  0.0156
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.6067, -0.4796, -1.2502, -0.1415, -0.0144,  0.6435,  0.7705,  0.0099, -0.0087,  0.1203, -0.0186,  0.1105,  0.7664,  0.8955, -3.2061, -3.3351, -2.0923,  0.7850,  0.3696,  0.1981,  0.0151, -0.0051
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.0491,  0.0780, -0.2855,  0.4395,  0.5666,  0.2364,  0.3635, -0.0087, -2.2625, -2.1335, -2.2538, -2.1248, -2.4569, -2.3279,    -inf,    -inf, -1.0191, -0.2031, -0.0054,  0.3447,  0.0415,  0.0227
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.0535,  0.0736, -0.3773,  0.4265,  0.5536,  0.3238,  0.4508, -0.0005, -1.8391, -1.7100, -1.8385, -1.7095, -1.9413, -1.8122, -3.3697, -3.4988, -1.1897, -0.1027,  0.0079,  0.3195,  0.0389,  0.0198
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.0794,  0.0476, -0.4941,  0.4140,  0.5411,  0.4146,  0.5417, -0.0141, -1.4403, -1.3113, -1.4262, -1.2971, -1.4256, -1.2965, -3.3881, -3.5171, -1.3583,  0.0006,  0.0072,  0.2904,  0.0363,  0.0167
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.1338, -0.0068, -0.6340,  0.3979,  0.5250,  0.5001,  0.6272, -0.0522, -1.0898, -0.9608, -1.0376, -0.9085, -0.9354, -0.8063, -3.4283, -3.5573, -1.5139,  0.1022, -0.0017,  0.2584,  0.0336,  0.0131
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.2215, -0.0944, -0.7954,  0.3816,  0.5086,  0.5739,  0.7009, -0.1230, -0.8271, -0.6980, -0.7041, -0.5751, -0.5118, -0.3828, -3.5101, -3.6391, -1.6371,  0.1923, -0.0205,  0.2200,  0.0302,  0.0082
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.3284, -0.2013, -0.9689,  0.3691,  0.4962,  0.6405,  0.7676, -0.2164, -0.6772, -0.5482, -0.4609, -0.3318, -0.1895, -0.0604, -3.6269, -3.7560, -1.7218,  0.2714, -0.0503,  0.1740,  0.0252,  0.0014
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.4234, -0.2963, -1.1280,  0.3507,  0.4778,  0.7046,  0.8317, -0.2918, -0.6088, -0.4798, -0.3170, -0.1880,  0.0369,  0.1659, -3.7173, -3.8464, -1.7860,  0.3539, -0.0747,  0.1303,  0.0159, -0.0090
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.4830, -0.3559, -1.2429,  0.3156,  0.4427,  0.7600,  0.8870, -0.3155, -0.5490, -0.4199, -0.2334, -0.1044,  0.2109,  0.3400, -3.7212, -3.8502, -1.8435,  0.4443, -0.0636,  0.1077, -0.0016, -0.0277
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.5031, -0.3760, -1.3041,  0.2665,  0.3935,  0.8010,  0.9281, -0.2868, -0.4404, -0.3114, -0.1536, -0.0246,  0.3809,  0.5100, -3.6455, -3.7745, -1.8951,  0.5346,  0.0021,  0.1197, -0.0312, -0.0593
