Sat 4 Jul 2015 10:44:19 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk50
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   6.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.6827, -0.5557, -0.2719, -0.9223, -0.7952, -0.4108, -0.2838,  0.7007, -1.3431, -1.2140, -2.0438, -1.9147, -1.5323, -1.4033, -2.1283, -2.2573, -1.3443,  0.5114,  0.7059,  0.3317,  0.1594,  0.1605
   6.7500,  8.3620,  8.2520,  7.1220,  5.6220, -0.6773, -0.5502, -0.3775, -0.9631, -0.8361, -0.2998, -0.1728,  0.7458, -0.8535, -0.7244, -1.5992, -1.4702, -0.9360, -0.8069, -2.0949, -2.2239, -1.5373,  0.6633,  0.7602,  0.2964,  0.1591,  0.1605
   7.0000,  8.3620,  8.2520,  7.1220,  5.6220, -0.7005, -0.5734, -0.5032, -1.0109, -0.8839, -0.1972, -0.0702,  0.7692, -0.3975, -0.2685, -1.1668, -1.0377, -0.3531, -0.2241, -2.0713, -2.2004, -1.7177,  0.8137,  0.8073,  0.2639,  0.1588,  0.1605
   7.2500,  8.3620,  8.2520,  7.1220,  5.6220, -0.7680, -0.6409, -0.6455, -1.0648, -0.9378, -0.1225,  0.0046,  0.7547, -0.0132,  0.1158, -0.7679, -0.6388,  0.1745,  0.3035, -2.0619, -2.1909, -1.8654,  0.9424,  0.8445,  0.2340,  0.1587,  0.1605
   7.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.8756, -0.7485, -0.7928, -1.1106, -0.9836, -0.0828,  0.0443,  0.6923,  0.2634,  0.3924, -0.4289, -0.2998,  0.5990,  0.7280, -2.0670, -2.1961, -1.9580,  1.0278,  0.8688,  0.2057,  0.1586,  0.1605
   7.7500,  8.3620,  8.2520,  7.1220,  5.6220, -0.9932, -0.8661, -0.9244, -1.1366, -1.0096, -0.0687,  0.0583,  0.6004,  0.4305,  0.5595, -0.1699, -0.0409,  0.8980,  1.0270, -2.0785, -2.2075, -1.9923,  1.0679,  0.8815,  0.1806,  0.1585,  0.1605
   8.0000,  8.3620,  8.2520,  7.1220,  5.6220, -1.0885, -0.9615, -1.0223, -1.1463, -1.0193, -0.0663,  0.0608,  0.5147,  0.5192,  0.6483,  0.0045,  0.1335,  1.0846,  1.2136, -2.0877, -2.2167, -1.9903,  1.0801,  0.8877,  0.1608,  0.1585,  0.1604
   8.2500,  8.3620,  8.2520,  7.1220,  5.6220, -1.1494, -1.0223, -1.0827, -1.1487, -1.0217, -0.0667,  0.0604,  0.4562,  0.5633,  0.6923,  0.1071,  0.2361,  1.1891,  1.3181, -2.0924, -2.2214, -1.9777,  1.0821,  0.8912,  0.1470,  0.1584,  0.1604
   8.5000,  8.3620,  8.2520,  7.1220,  5.6220, -1.1822, -1.0552, -1.1148, -1.1493, -1.0222, -0.0674,  0.0596,  0.4239,  0.5848,  0.7139,  0.1609,  0.2900,  1.2428,  1.3718, -2.0939, -2.2229, -1.9669,  1.0818,  0.8937,  0.1379,  0.1584,  0.1604
c
   6.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2918, -0.1647, -0.1448, -0.4333, -0.3062, -0.1470, -0.0200,  0.6079, -1.6511, -1.5221, -2.2590, -2.1300, -1.9728, -1.8437, -2.5272, -2.6562, -1.2925,  0.2863,  0.6112,  0.4583,  0.1609,  0.1601
   6.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2911, -0.1641, -0.2459, -0.4606, -0.3335, -0.0452,  0.0818,  0.6353, -1.1889, -1.0598, -1.8242, -1.6951, -1.4088, -1.2798, -2.5115, -2.6405, -1.4734,  0.4153,  0.6440,  0.4228,  0.1607,  0.1600
   7.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.3123, -0.1852, -0.3697, -0.4930, -0.3659,  0.0574,  0.1845,  0.6462, -0.7496, -0.6205, -1.3958, -1.2668, -0.8454, -0.7163, -2.5038, -2.6328, -1.6519,  0.5504,  0.6691,  0.3869,  0.1605,  0.1600
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.3687, -0.2417, -0.5141, -0.5340, -0.4070,  0.1454,  0.2724,  0.6307, -0.3638, -0.2347, -0.9945, -0.8654, -0.3151, -0.1860, -2.5117, -2.6407, -1.8155,  0.6794,  0.6862,  0.3509,  0.1604,  0.1599
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.4654, -0.3383, -0.6723, -0.5754, -0.4483,  0.2069,  0.3340,  0.5757, -0.0715,  0.0576, -0.6472, -0.5181,  0.1351,  0.2642, -2.5445, -2.6735, -1.9425,  0.7823,  0.6907,  0.3127,  0.1604,  0.1599
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5829, -0.4558, -0.8264, -0.6037, -0.4766,  0.2436,  0.3706,  0.4872,  0.1090,  0.2380, -0.3782, -0.2492,  0.4690,  0.5981, -2.5961, -2.7251, -2.0162,  0.8472,  0.6813,  0.2724,  0.1603,  0.1598
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.6889, -0.5618, -0.9527, -0.6177, -0.4907,  0.2638,  0.3908,  0.3961,  0.2019,  0.3309, -0.1942, -0.0652,  0.6873,  0.8163, -2.6455, -2.7745, -2.0433,  0.8815,  0.6657,  0.2361,  0.1602,  0.1597
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.7637, -0.6366, -1.0381, -0.6248, -0.4977,  0.2744,  0.4015,  0.3290,  0.2466,  0.3756, -0.0824,  0.0466,  0.8168,  0.9459, -2.6782, -2.8072, -2.0446,  0.8992,  0.6539,  0.2099,  0.1601,  0.1595
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.8079, -0.6808, -1.0875, -0.6300, -0.5029,  0.2797,  0.4067,  0.2904,  0.2703,  0.3994, -0.0200,  0.1090,  0.8896,  1.0187, -2.6938, -2.8229, -2.0372,  0.9097,  0.6493,  0.1942,  0.1599,  0.1593
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2750, -0.1479, -0.3453,  0.1714,  0.2985,  0.0703,  0.1973,  0.0349, -2.2596, -2.1306, -2.2945, -2.1654, -2.3956, -2.2666,    -inf,    -inf, -1.1461, -0.1012,  0.0378,  0.2795,  0.1615,  0.1588
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.2629, -0.1359, -0.4220,  0.1466,  0.2737,  0.1591,  0.2861,  0.0705, -1.8083, -1.6792, -1.8788, -1.7497, -1.8663, -1.7373, -3.1778, -3.3068, -1.3209,  0.0125,  0.0782,  0.2653,  0.1614,  0.1587
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2744, -0.1473, -0.5270,  0.1208,  0.2479,  0.2526,  0.3796,  0.0841, -1.3792, -1.2501, -1.4633, -1.3343, -1.3315, -1.2025, -3.1725, -3.3015, -1.4969,  0.1318,  0.1038,  0.2445,  0.1613,  0.1586
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.3192, -0.1921, -0.6580,  0.0908,  0.2179,  0.3389,  0.4659,  0.0691, -1.0010, -0.8720, -1.0702, -0.9411, -0.8221, -0.6931, -3.1917, -3.3207, -1.6626,  0.2481,  0.1162,  0.2179,  0.1612,  0.1585
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.4057, -0.2787, -0.8124,  0.0640,  0.1910,  0.4066,  0.5337,  0.0098, -0.7232, -0.5942, -0.7330, -0.6040, -0.3904, -0.2613, -3.2616, -3.3906, -1.7924,  0.3427,  0.1063,  0.1806,  0.1611,  0.1583
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.5214, -0.3944, -0.9777,  0.0509,  0.1779,  0.4563,  0.5834, -0.0916, -0.5840, -0.4549, -0.4924, -0.3633, -0.0869,  0.0421, -3.3822, -3.5112, -1.8652,  0.4054,  0.0647,  0.1278,  0.1609,  0.1580
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.6316, -0.5045, -1.1266,  0.0433,  0.1704,  0.4950,  0.6221, -0.1923, -0.5621, -0.4331, -0.3698, -0.2408,  0.0819,  0.2110, -3.4907, -3.6197, -1.8958,  0.4517,  0.0048,  0.0663,  0.1605,  0.1575
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.7089, -0.5819, -1.2335,  0.0275,  0.1545,  0.5246,  0.6517, -0.2518, -0.5866, -0.4576, -0.3348, -0.2058,  0.1623,  0.2914, -3.5252, -3.6543, -1.9146,  0.4972, -0.0416,  0.0136,  0.1598,  0.1568
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.7510, -0.6240, -1.2958,  0.0039,  0.1310,  0.5447,  0.6718, -0.2690, -0.5981, -0.4690, -0.3291, -0.2000,  0.2117,  0.3408, -3.5053, -3.6343, -1.9331,  0.5408, -0.0566, -0.0173,  0.1585,  0.1554
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.5816, -0.4546, -0.7885,  0.7401,  0.8672,  0.2068,  0.3339, -0.8220, -2.9098, -2.7808, -2.0878, -1.9588, -2.6211, -2.4921,    -inf,    -inf, -0.9157, -0.5333, -0.8173, -0.1145,  0.1592,  0.1563
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.5501, -0.4231, -0.8343,  0.7159,  0.8429,  0.2841,  0.4112, -0.7699, -2.4632, -2.3341, -1.6933, -1.5643, -2.1250, -1.9960,    -inf,    -inf, -1.0783, -0.4317, -0.7582, -0.0952,  0.1591,  0.1562
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.5624, -0.4354, -0.9275,  0.7012,  0.8283,  0.3651,  0.4922, -0.7694, -2.0643, -1.9353, -1.2949, -1.1658, -1.6310, -1.5020,    -inf,    -inf, -1.2308, -0.3361, -0.7408, -0.1009,  0.1589,  0.1560
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.6283, -0.5012, -1.0665,  0.7003,  0.8273,  0.4382,  0.5653, -0.8347, -1.7580, -1.6290, -0.9233, -0.7943, -1.1853, -1.0563,    -inf,    -inf, -1.3525, -0.2620, -0.7700, -0.1329,  0.1587,  0.1556
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.7534, -0.6264, -1.2479,  0.7212,  0.8483,  0.4945,  0.6216, -0.9798, -1.6245, -1.4954, -0.6446, -0.5156, -0.8713, -0.7423,    -inf,    -inf, -1.4077, -0.2267, -0.8642, -0.2015,  0.1583,  0.1550
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.8956, -0.7685, -1.4411,  0.7339,  0.8610,  0.5456,  0.6726, -1.1319, -1.6847, -1.5557, -0.5528, -0.4238, -0.7411, -0.6121,    -inf,    -inf, -1.4211, -0.1883, -0.9930, -0.3016,  0.1577,  0.1544
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.9796, -0.8525, -1.5842,  0.6959,  0.8230,  0.6047,  0.7318, -1.1742, -1.7940, -1.6650, -0.6198, -0.4908, -0.7111, -0.5820,    -inf,    -inf, -1.4720, -0.0913, -1.0526, -0.3861,  0.1567,  0.1532
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.9871, -0.8601, -1.6458,  0.6260,  0.7531,  0.6587,  0.7857, -1.1086, -1.7993, -1.6702, -0.6907, -0.5616, -0.6580, -0.5290,    -inf,    -inf, -1.5531,  0.0326, -1.0033, -0.4127,  0.1545,  0.1505
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.9480, -0.8209, -1.6447,  0.5486,  0.6757,  0.6968,  0.8238, -0.9907, -1.7044, -1.5754, -0.7137, -0.5847, -0.5656, -0.4366,    -inf,    -inf, -1.6310,  0.1481, -0.8903, -0.3879,  0.1499,  0.1451
