Thu Dec 10 14:16:36 CLST 2015
MAPPINGS V HII Region Grid: QZ pp_GCZO_Pk50_kinf
Run: pp,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:00:42.547189
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
7.7500,8.3600,8.2500,6.7422,5.2422,5.0000,-1.1290,-1.0020,-1.1236,-1.1329,-1.0058,-0.0054,0.1216,0.4594,0.6697,0.7986,0.2112,0.3402,1.3404,1.4695,-2.0286,-2.1577,-1.8160,1.1292,0.9621,0.0744,0.1582,0.1605
7.8333,8.3600,8.2500,6.7422,5.2422,5.0000,-1.1966,-1.0696,-1.1861,-1.1386,-1.0115,-0.0101,0.1169,0.3969,0.7025,0.8315,0.3058,0.4348,1.4360,1.5651,-2.0279,-2.1569,-1.8134,1.1302,0.9681,0.0622,0.1582,0.1605
7.9167,8.3600,8.2500,6.7422,5.2422,5.0000,-1.2643,-1.1373,-1.2489,-1.1438,-1.0167,-0.0152,0.1118,0.3339,0.7319,0.8611,0.3975,0.5266,1.5280,1.6570,-2.0261,-2.1551,-1.8093,1.1304,0.9739,0.0496,0.1582,0.1606
8.0000,8.3600,8.2500,6.7422,5.2422,5.0000,-1.3318,-1.2048,-1.3115,-1.1482,-1.0211,-0.0209,0.1061,0.2705,0.7558,0.8849,0.4859,0.6151,1.6147,1.7437,-2.0236,-2.1526,-1.8023,1.1291,0.9793,0.0366,0.1581,0.1606
8.0833,8.3600,8.2500,6.7422,5.2422,5.0000,-1.3993,-1.2722,-1.3735,-1.1521,-1.0249,-0.0272,0.0998,0.2061,0.7756,0.9047,0.5711,0.7003,1.6973,1.8262,-2.0206,-2.1496,-1.7934,1.1268,0.9844,0.0228,0.1580,0.1605
8.1667,8.3600,8.2500,6.7422,5.2422,5.0000,-1.4667,-1.3397,-1.4351,-1.1558,-1.0286,-0.0337,0.0934,0.1413,0.7936,0.9227,0.6532,0.7824,1.7770,1.9059,-2.0172,-2.1463,-1.7841,1.1244,0.9895,0.0075,0.1579,0.1605
8.2500,8.3600,8.2500,6.7422,5.2422,5.0000,-1.5340,-1.4070,-1.4959,-1.1591,-1.0320,-0.0398,0.0873,0.0774,0.8090,0.9380,0.7319,0.8611,1.8528,1.9818,-2.0135,-2.1426,-1.7741,1.1221,0.9944,-0.0087,0.1578,0.1605
8.3333,8.3600,8.2500,6.7422,5.2422,5.0000,-1.5992,-1.4722,-1.5549,-1.1622,-1.0351,-0.0455,0.0816,0.0156,0.8223,0.9513,0.8069,0.9360,1.9249,2.0540,-2.0095,-2.1386,-1.7636,1.1201,0.9992,-0.0262,0.1578,0.1604
8.4167,8.3600,8.2500,6.7422,5.2422,5.0000,-1.6616,-1.5345,-1.6116,-1.1652,-1.0381,-0.0510,0.0762,-0.0439,0.8341,0.9631,0.8782,1.0073,1.9939,2.1229,-2.0053,-2.1344,-1.7529,1.1180,1.0040,-0.0452,0.1577,0.1604
8.5000,8.3600,8.2500,6.7422,5.2422,5.0000,-1.7223,-1.5953,-1.6666,-1.1680,-1.0409,-0.0561,0.0710,-0.1018,0.8439,0.9729,0.9459,1.0749,2.0592,2.1883,-2.0009,-2.1299,-1.7418,1.1161,1.0086,-0.0654,0.1576,0.1603
6.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4955,-0.3684,-0.2460,-0.8166,-0.6895,-0.2494,-0.1224,0.7826,-0.9889,-0.8598,-1.7715,-1.6424,-1.2043,-1.0753,nan,nan,-1.2680,0.5672,0.7924,0.3627,0.1596,0.1605
6.5833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4935,-0.3663,-0.2815,-0.8285,-0.7014,-0.2118,-0.0847,0.7963,-0.8264,-0.6973,-1.6226,-1.4936,-1.0058,-0.8767,nan,nan,-1.3288,0.6168,0.8092,0.3485,0.1595,0.1605
6.6667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4954,-0.3683,-0.3198,-0.8408,-0.7137,-0.1754,-0.0483,0.8063,-0.6688,-0.5397,-1.4750,-1.3460,-0.8094,-0.6803,nan,nan,-1.3876,0.6656,0.8250,0.3343,0.1594,0.1605
6.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5006,-0.3735,-0.3608,-0.8537,-0.7266,-0.1398,-0.0127,0.8135,-0.5149,-0.3858,-1.3284,-1.1994,-0.6145,-0.4854,nan,nan,-1.4451,0.7139,0.8401,0.3202,0.1593,0.1605
6.8333,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5095,-0.3824,-0.4044,-0.8671,-0.7400,-0.1054,0.0218,0.8173,-0.3659,-0.2368,-1.1832,-1.0542,-0.4219,-0.2928,nan,nan,-1.5007,0.7613,0.8543,0.3061,0.1592,0.1605
6.9167,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5233,-0.3962,-0.4508,-0.8805,-0.7534,-0.0727,0.0544,0.8164,-0.2236,-0.0945,-1.0400,-0.9109,-0.2327,-0.1036,nan,nan,-1.5536,0.8073,0.8674,0.2921,0.1591,0.1605
7.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5419,-0.4149,-0.5002,-0.8939,-0.7668,-0.0418,0.0853,0.8114,-0.0871,0.0420,-0.8985,-0.7694,-0.0464,0.0827,nan,nan,-1.6042,0.8521,0.8796,0.2781,0.1591,0.1605
7.0833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5667,-0.4397,-0.5522,-0.9073,-0.7802,-0.0144,0.1127,0.8003,0.0393,0.1684,-0.7610,-0.6319,0.1323,0.2614,nan,nan,-1.6503,0.8933,0.8906,0.2639,0.1591,0.1605
7.1667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5988,-0.4718,-0.6067,-0.9207,-0.7936,0.0079,0.1350,0.7812,0.1521,0.2812,-0.6292,-0.5001,0.2997,0.4288,nan,nan,-1.6899,0.9289,0.9002,0.2495,0.1590,0.1604
7.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6383,-0.5113,-0.6643,-0.9341,-0.8070,0.0260,0.1531,0.7546,0.2526,0.3817,-0.5020,-0.3730,0.4581,0.5871,-2.1400,-2.2690,-1.7240,0.9601,0.9081,0.2350,0.1590,0.1604
7.3333,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6834,-0.5563,-0.7240,-0.9464,-0.8193,0.0406,0.1677,0.7216,0.3417,0.4708,-0.3799,-0.2509,0.6070,0.7360,-2.1443,-2.2733,-1.7525,0.9869,0.9147,0.2202,0.1590,0.1604
7.4167,8.4850,8.3750,6.9700,5.4700,5.0000,-0.7332,-0.6061,-0.7848,-0.9568,-0.8297,0.0515,0.1786,0.6823,0.4184,0.5474,-0.2639,-0.1348,0.7445,0.8735,-2.1519,-2.2810,-1.7745,1.0083,0.9203,0.2053,0.1589,0.1604
7.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.7891,-0.6620,-0.8474,-0.9659,-0.8388,0.0583,0.1854,0.6355,0.4816,0.6106,-0.1539,-0.0248,0.8704,0.9994,-2.1571,-2.2862,-1.7897,1.0242,0.9243,0.1905,0.1589,0.1604
7.5833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8488,-0.7218,-0.9112,-0.9741,-0.8470,0.0623,0.1894,0.5840,0.5352,0.6642,-0.0488,0.0803,0.9876,1.1167,-2.1614,-2.2905,-1.8000,1.0363,0.9274,0.1758,0.1589,0.1604
7.6667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.9103,-0.7833,-0.9750,-0.9813,-0.8542,0.0646,0.1916,0.5300,0.5821,0.7111,0.0521,0.1811,1.0979,1.2270,-2.1676,-2.2967,-1.8064,1.0458,0.9303,0.1612,0.1588,0.1604
7.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.9747,-0.8477,-1.0388,-0.9875,-0.8604,0.0641,0.1911,0.4715,0.6196,0.7486,0.1481,0.2771,1.1996,1.3287,-2.1721,-2.3012,-1.8077,1.0515,0.9328,0.1466,0.1588,0.1604
7.8333,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0413,-0.9143,-1.1025,-0.9930,-0.8659,0.0619,0.1888,0.4100,0.6507,0.7797,0.2401,0.3691,1.2949,1.4240,-2.1744,-2.3035,-1.8056,1.0548,0.9350,0.1321,0.1588,0.1604
7.9167,8.4850,8.3750,6.9700,5.4700,5.0000,-1.1083,-0.9813,-1.1662,-0.9982,-0.8711,0.0590,0.1860,0.3484,0.6786,0.8077,0.3290,0.4581,1.3863,1.5153,-2.1765,-2.3055,-1.8019,1.0572,0.9372,0.1178,0.1587,0.1604
8.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.1749,-1.0479,-1.2298,-1.0029,-0.8758,0.0549,0.1819,0.2868,0.7012,0.8303,0.4144,0.5435,1.4722,1.6012,-2.1779,-2.3069,-1.7952,1.0578,0.9395,0.1034,0.1587,0.1604
8.0833,8.4850,8.3750,6.9700,5.4700,5.0000,-1.2412,-1.1142,-1.2923,-1.0072,-0.8801,0.0499,0.1769,0.2251,0.7199,0.8490,0.4963,0.6255,1.5536,1.6826,-2.1778,-2.3069,-1.7865,1.0571,0.9420,0.0886,0.1586,0.1604
8.1667,8.4850,8.3750,6.9700,5.4700,5.0000,-1.3072,-1.1802,-1.3532,-1.0115,-0.8844,0.0449,0.1720,0.1633,0.7370,0.8660,0.5750,0.7041,1.6317,1.7607,-2.1764,-2.3055,-1.7774,1.0564,0.9447,0.0732,0.1585,0.1603
8.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-1.3727,-1.2457,-1.4127,-1.0156,-0.8885,0.0399,0.1670,0.1017,0.7517,0.8807,0.6500,0.7791,1.7056,1.8346,-2.1746,-2.3037,-1.7675,1.0555,0.9475,0.0574,0.1584,0.1603
8.3333,8.4850,8.3750,6.9700,5.4700,5.0000,-1.4354,-1.3084,-1.4699,-1.0196,-0.8925,0.0349,0.1620,0.0427,0.7644,0.8934,0.7210,0.8500,1.7753,1.9043,-2.1724,-2.3015,-1.7572,1.0545,0.9506,0.0409,0.1583,0.1602
8.4167,8.4850,8.3750,6.9700,5.4700,5.0000,-1.4944,-1.3674,-1.5242,-1.0235,-0.8964,0.0300,0.1571,-0.0124,0.7759,0.9049,0.7879,0.9169,1.8412,1.9703,-2.1692,-2.2982,-1.7466,1.0534,0.9541,0.0234,0.1582,0.1602
8.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.5512,-1.4242,-1.5762,-1.0273,-0.9002,0.0250,0.1521,-0.0654,0.7855,0.9145,0.8509,0.9799,1.9031,2.0322,-2.1653,-2.2943,-1.7356,1.0523,0.9578,0.0053,0.1581,0.1601
6.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4408,-0.3137,-0.2086,-0.7615,-0.6344,-0.2320,-0.1050,0.7823,-1.0165,-0.8874,-1.7997,-1.6706,-1.2710,-1.1420,nan,nan,-1.2679,0.5286,0.7915,0.3980,0.1598,0.1605
6.5833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4392,-0.3121,-0.2440,-0.7725,-0.6454,-0.1950,-0.0680,0.7946,-0.8558,-0.7267,-1.6512,-1.5222,-1.0746,-0.9455,nan,nan,-1.3280,0.5766,0.8068,0.3836,0.1597,0.1605
6.6667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4415,-0.3144,-0.2822,-0.7839,-0.6568,-0.1590,-0.0319,0.8034,-0.6999,-0.5708,-1.5039,-1.3749,-0.8801,-0.7510,nan,nan,-1.3863,0.6239,0.8211,0.3691,0.1596,0.1605
6.7500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4469,-0.3198,-0.3232,-0.7957,-0.6686,-0.1236,0.0035,0.8095,-0.5476,-0.4185,-1.3576,-1.2286,-0.6869,-0.5578,nan,nan,-1.4433,0.6708,0.8345,0.3547,0.1595,0.1604
6.8333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4559,-0.3288,-0.3669,-0.8079,-0.6808,-0.0892,0.0379,0.8121,-0.4000,-0.2709,-1.2127,-1.0837,-0.4958,-0.3667,nan,nan,-1.4985,0.7170,0.8470,0.3402,0.1594,0.1604
6.9167,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4696,-0.3426,-0.4134,-0.8202,-0.6931,-0.0563,0.0708,0.8103,-0.2588,-0.1297,-1.0697,-0.9406,-0.3077,-0.1786,nan,nan,-1.5512,0.7620,0.8583,0.3256,0.1594,0.1605
7.0000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4880,-0.3610,-0.4631,-0.8325,-0.7054,-0.0248,0.1023,0.8045,-0.1233,0.0057,-0.9283,-0.7993,-0.1223,0.0068,nan,nan,-1.6017,0.8060,0.8686,0.3110,0.1593,0.1605
7.0833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5123,-0.3853,-0.5155,-0.8448,-0.7178,0.0034,0.1305,0.7928,0.0023,0.1314,-0.7909,-0.6619,0.0558,0.1849,nan,nan,-1.6479,0.8468,0.8778,0.2961,0.1593,0.1604
7.1667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5439,-0.4169,-0.5704,-0.8572,-0.7302,0.0267,0.1538,0.7733,0.1145,0.2436,-0.6593,-0.5302,0.2231,0.3522,nan,nan,-1.6878,0.8824,0.8855,0.2809,0.1592,0.1604
7.2500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5828,-0.4558,-0.6286,-0.8696,-0.7425,0.0463,0.1734,0.7465,0.2148,0.3439,-0.5323,-0.4032,0.3817,0.5107,-2.1976,-2.3266,-1.7224,0.9140,0.8915,0.2654,0.1592,0.1603
7.3333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.6271,-0.5001,-0.6891,-0.8809,-0.7539,0.0625,0.1896,0.7135,0.3036,0.4327,-0.4104,-0.2813,0.5310,0.6600,-2.2041,-2.3331,-1.7516,0.9413,0.8962,0.2495,0.1592,0.1603
7.4167,8.5350,8.4250,7.0700,5.5700,5.0000,-0.6763,-0.5492,-0.7507,-0.8907,-0.7636,0.0749,0.2020,0.6743,0.3800,0.5090,-0.2948,-0.1657,0.6688,0.7978,-2.2141,-2.3432,-1.7742,0.9635,0.8999,0.2335,0.1592,0.1604
7.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.7315,-0.6044,-0.8139,-0.8992,-0.7721,0.0832,0.2103,0.6277,0.4429,0.5719,-0.1853,-0.0563,0.7952,0.9242,-2.2214,-2.3505,-1.7901,0.9805,0.9019,0.2176,0.1592,0.1604
7.5833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.7906,-0.6635,-0.8783,-0.9069,-0.7798,0.0886,0.2157,0.5765,0.4961,0.6251,-0.0809,0.0481,0.9129,1.0419,-2.2278,-2.3569,-1.8011,0.9938,0.9030,0.2017,0.1591,0.1603
7.6667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.8513,-0.7243,-0.9430,-0.9138,-0.7867,0.0921,0.2191,0.5230,0.5426,0.6716,0.0190,0.1480,1.0235,1.1525,-2.2365,-2.3656,-1.8080,1.0044,0.9041,0.1859,0.1591,0.1603
7.7500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.9149,-0.7879,-1.0074,-0.9197,-0.7926,0.0927,0.2198,0.4653,0.5797,0.7087,0.1140,0.2430,1.1253,1.2544,-2.2430,-2.3722,-1.8099,1.0114,0.9050,0.1704,0.1591,0.1603
7.8333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.9807,-0.8537,-1.0715,-0.9250,-0.7979,0.0916,0.2186,0.4048,0.6104,0.7394,0.2048,0.3338,1.2208,1.3499,-2.2472,-2.3763,-1.8082,1.0160,0.9058,0.1552,0.1590,0.1603
7.9167,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0469,-0.9199,-1.1355,-0.9302,-0.8031,0.0897,0.2167,0.3442,0.6380,0.7670,0.2924,0.4214,1.3121,1.4412,-2.2511,-2.3801,-1.8049,1.0197,0.9066,0.1402,0.1590,0.1603
8.0000,8.5350,8.4250,7.0700,5.5700,5.0000,-1.1127,-0.9857,-1.1992,-0.9349,-0.8079,0.0864,0.2134,0.2837,0.6603,0.7893,0.3764,0.5054,1.3979,1.5269,-2.2541,-2.3831,-1.7984,1.0214,0.9075,0.1252,0.1590,0.1603
8.0833,8.5350,8.4250,7.0700,5.5700,5.0000,-1.1779,-1.0509,-1.2616,-0.9395,-0.8124,0.0820,0.2090,0.2234,0.6787,0.8077,0.4568,0.5859,1.4790,1.6080,-2.2552,-2.3842,-1.7897,1.0218,0.9087,0.1101,0.1589,0.1603
8.1667,8.5350,8.4250,7.0700,5.5700,5.0000,-1.2428,-1.1158,-1.3219,-0.9440,-0.8169,0.0776,0.2046,0.1632,0.6957,0.8247,0.5338,0.6629,1.5565,1.6856,-2.2548,-2.3839,-1.7805,1.0220,0.9106,0.0948,0.1588,0.1602
8.2500,8.5350,8.4250,7.0700,5.5700,5.0000,-1.3070,-1.1800,-1.3806,-0.9484,-0.8214,0.0732,0.2002,0.1033,0.7102,0.8392,0.6070,0.7361,1.6297,1.7587,-2.2539,-2.3830,-1.7705,1.0219,0.9127,0.0795,0.1587,0.1602
8.3333,8.5350,8.4250,7.0700,5.5700,5.0000,-1.3681,-1.2411,-1.4367,-0.9528,-0.8258,0.0687,0.1958,0.0463,0.7230,0.8520,0.6761,0.8052,1.6984,1.8274,-2.2522,-2.3813,-1.7600,1.0216,0.9153,0.0636,0.1586,0.1601
8.4167,8.5350,8.4250,7.0700,5.5700,5.0000,-1.4251,-1.2981,-1.4895,-0.9572,-0.8301,0.0643,0.1914,-0.0066,0.7345,0.8635,0.7411,0.8701,1.7632,1.8922,-2.2493,-2.3783,-1.7491,1.0211,0.9184,0.0470,0.1584,0.1601
8.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-1.4797,-1.3526,-1.5397,-0.9615,-0.8345,0.0598,0.1869,-0.0573,0.7442,0.8732,0.8019,0.9309,1.8236,1.9527,-2.2455,-2.3745,-1.7378,1.0205,0.9219,0.0300,0.1583,0.1599
6.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3938,-0.2667,-0.1784,-0.6991,-0.5720,-0.2161,-0.0891,0.7671,-1.0640,-0.9349,-1.8316,-1.7026,-1.3488,-1.2197,nan,nan,-1.2685,0.4829,0.7757,0.4261,0.1600,0.1604
6.5833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3926,-0.2655,-0.2134,-0.7093,-0.5821,-0.1798,-0.0527,0.7783,-0.9050,-0.7759,-1.6837,-1.5547,-1.1545,-1.0254,nan,nan,-1.3278,0.5294,0.7896,0.4117,0.1599,0.1604
6.6667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3951,-0.2681,-0.2513,-0.7197,-0.5926,-0.1443,-0.0172,0.7860,-0.7506,-0.6215,-1.5369,-1.4079,-0.9618,-0.8328,nan,nan,-1.3854,0.5753,0.8024,0.3972,0.1598,0.1604
6.7500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4005,-0.2735,-0.2920,-0.7305,-0.6034,-0.1092,0.0179,0.7911,-0.5997,-0.4706,-1.3910,-1.2620,-0.7702,-0.6412,nan,nan,-1.4420,0.6209,0.8144,0.3825,0.1598,0.1604
6.8333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4094,-0.2824,-0.3355,-0.7416,-0.6145,-0.0748,0.0523,0.7929,-0.4533,-0.3242,-1.2465,-1.1175,-0.5805,-0.4515,nan,nan,-1.4969,0.6660,0.8252,0.3678,0.1597,0.1604
6.9167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4229,-0.2958,-0.3820,-0.7528,-0.6257,-0.0417,0.0854,0.7904,-0.3130,-0.1840,-1.1037,-0.9747,-0.3935,-0.2645,nan,nan,-1.5495,0.7102,0.8350,0.3528,0.1596,0.1604
7.0000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4407,-0.3137,-0.4317,-0.7640,-0.6370,-0.0096,0.1175,0.7840,-0.1782,-0.0491,-0.9625,-0.8334,-0.2088,-0.0797,nan,nan,-1.6002,0.7537,0.8437,0.3377,0.1595,0.1604
7.0833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4643,-0.3373,-0.4841,-0.7753,-0.6483,0.0194,0.1465,0.7720,-0.0529,0.0762,-0.8252,-0.6962,-0.0311,0.0980,nan,nan,-1.6469,0.7942,0.8512,0.3223,0.1595,0.1604
7.1667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4950,-0.3680,-0.5393,-0.7867,-0.6597,0.0439,0.1711,0.7526,0.0592,0.1883,-0.6937,-0.5646,0.1362,0.2653,nan,nan,-1.6875,0.8299,0.8573,0.3065,0.1595,0.1603
7.2500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.5327,-0.4057,-0.5979,-0.7981,-0.6710,0.0651,0.1922,0.7260,0.1595,0.2886,-0.5667,-0.4377,0.2953,0.4244,-2.2648,-2.3938,-1.7234,0.8620,0.8616,0.2901,0.1594,0.1603
7.3333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.5759,-0.4489,-0.6589,-0.8085,-0.6815,0.0832,0.2103,0.6933,0.2486,0.3777,-0.4450,-0.3159,0.4452,0.5743,-2.2734,-2.4025,-1.7539,0.8902,0.8646,0.2733,0.1594,0.1603
7.4167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.6240,-0.4969,-0.7211,-0.8176,-0.6905,0.0976,0.2246,0.6546,0.3251,0.4541,-0.3298,-0.2008,0.5836,0.7126,-2.2860,-2.4150,-1.7778,0.9134,0.8665,0.2564,0.1594,0.1603
7.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.6780,-0.5509,-0.7849,-0.8255,-0.6984,0.1079,0.2350,0.6086,0.3879,0.5169,-0.2210,-0.0920,0.7106,0.8396,-2.2954,-2.4245,-1.7951,0.9316,0.8667,0.2395,0.1594,0.1603
7.5833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.7360,-0.6089,-0.8500,-0.8327,-0.7056,0.1154,0.2424,0.5580,0.4410,0.5700,-0.1174,0.0116,0.8288,0.9578,-2.3043,-2.4334,-1.8075,0.9463,0.8659,0.2227,0.1594,0.1603
7.6667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.7956,-0.6686,-0.9153,-0.8391,-0.7120,0.1207,0.2478,0.5051,0.4872,0.6162,-0.0186,0.1104,0.9397,1.0687,-2.3158,-2.4449,-1.8157,0.9583,0.8650,0.2058,0.1594,0.1602
7.7500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.8579,-0.7309,-0.9803,-0.8447,-0.7176,0.1231,0.2501,0.4486,0.5238,0.6529,0.0749,0.2039,1.0418,1.1708,-2.3247,-2.4538,-1.8186,0.9668,0.8642,0.1891,0.1593,0.1602
7.8333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9222,-0.7952,-1.0449,-0.8497,-0.7226,0.1235,0.2506,0.3895,0.5540,0.6831,0.1642,0.2932,1.1372,1.2663,-2.3310,-2.4601,-1.8181,0.9731,0.8634,0.1729,0.1593,0.1602
7.9167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9871,-0.8601,-1.1091,-0.8546,-0.7276,0.1231,0.2501,0.3300,0.5812,0.7102,0.2500,0.3791,1.2284,1.3574,-2.3373,-2.4663,-1.8156,0.9783,0.8626,0.1572,0.1593,0.1602
8.0000,8.5850,8.4750,7.1700,5.6700,5.0000,-1.0514,-0.9244,-1.1730,-0.8594,-0.7324,0.1209,0.2480,0.2709,0.6030,0.7320,0.3320,0.4611,1.3137,1.4428,-2.3422,-2.4712,-1.8097,0.9816,0.8618,0.1419,0.1592,0.1602
8.0833,8.5850,8.4750,7.1700,5.6700,5.0000,-1.1150,-0.9881,-1.2352,-0.8641,-0.7371,0.1176,0.2446,0.2123,0.6210,0.7500,0.4104,0.5394,1.3943,1.5233,-2.3449,-2.4739,-1.8014,0.9836,0.8616,0.1267,0.1592,0.1601
8.1667,8.5850,8.4750,7.1700,5.6700,5.0000,-1.1781,-1.0511,-1.2950,-0.8688,-0.7418,0.1142,0.2412,0.1539,0.6377,0.7667,0.4853,0.6143,1.4711,1.6001,-2.3459,-2.4750,-1.7925,0.9854,0.8624,0.1115,0.1591,0.1601
8.2500,8.5850,8.4750,7.1700,5.6700,5.0000,-1.2402,-1.1132,-1.3527,-0.8735,-0.7465,0.1107,0.2377,0.0963,0.6521,0.7811,0.5562,0.6852,1.5433,1.6723,-2.3461,-2.4752,-1.7825,0.9866,0.8637,0.0963,0.1590,0.1601
8.3333,8.5850,8.4750,7.1700,5.6700,5.0000,-1.2991,-1.1721,-1.4075,-0.8783,-0.7512,0.1071,0.2341,0.0417,0.6647,0.7937,0.6229,0.7520,1.6109,1.7399,-2.3452,-2.4742,-1.7717,0.9874,0.8656,0.0809,0.1589,0.1600
8.4167,8.5850,8.4750,7.1700,5.6700,5.0000,-1.3540,-1.2269,-1.4586,-0.8831,-0.7560,0.1035,0.2305,-0.0088,0.6762,0.8052,0.6854,0.8145,1.6743,1.8033,-2.3427,-2.4718,-1.7606,0.9881,0.8681,0.0654,0.1587,0.1599
8.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-1.4063,-1.2792,-1.5067,-0.8879,-0.7609,0.0998,0.2269,-0.0567,0.6861,0.8151,0.7438,0.8728,1.7332,1.8623,-2.3391,-2.4681,-1.7487,0.9885,0.8714,0.0499,0.1586,0.1597
6.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3515,-0.2244,-0.1529,-0.6317,-0.5046,-0.1986,-0.0716,0.7427,-1.1225,-0.9934,-1.8652,-1.7362,-1.4322,-1.3031,nan,nan,-1.2689,0.4331,0.7506,0.4498,0.1602,0.1604
6.5833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3505,-0.2235,-0.1874,-0.6411,-0.5140,-0.1630,-0.0360,0.7528,-0.9651,-0.8360,-1.7179,-1.5889,-1.2399,-1.1109,nan,nan,-1.3274,0.4781,0.7632,0.4355,0.1601,0.1604
6.6667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3531,-0.2261,-0.2249,-0.6507,-0.5235,-0.1280,-0.0009,0.7597,-0.8121,-0.6830,-1.5716,-1.4426,-1.0490,-0.9200,nan,nan,-1.3845,0.5228,0.7748,0.4210,0.1601,0.1603
6.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3584,-0.2314,-0.2652,-0.6605,-0.5334,-0.0932,0.0339,0.7640,-0.6623,-0.5332,-1.4262,-1.2972,-0.8590,-0.7300,nan,nan,-1.4406,0.5673,0.7854,0.4063,0.1600,0.1603
6.8333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3670,-0.2400,-0.3084,-0.6706,-0.5435,-0.0589,0.0682,0.7652,-0.5169,-0.3878,-1.2820,-1.1530,-0.6706,-0.5416,nan,nan,-1.4953,0.6114,0.7949,0.3914,0.1599,0.1603
