Thu Dec 10 14:16:36 CLST 2015
MAPPINGS V HII Region Grid: QZ pp_GCZO_Pk50_kinf
Run: pp,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:00:42.547189
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
8.1667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.8997,-0.7726,-1.2780,-0.4075,-0.2803,0.3778,0.5048,-0.0184,0.1451,0.2742,0.1648,0.2938,0.9500,1.0790,-2.9505,-3.0796,-2.0495,0.7851,0.4538,0.1140,0.1602,0.1589
8.2500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.9480,-0.8209,-1.3341,-0.4120,-0.2849,0.3861,0.5132,-0.0618,0.1545,0.2836,0.2164,0.3454,1.0145,1.1435,-2.9616,-3.0907,-2.0542,0.7981,0.4454,0.0977,0.1600,0.1587
8.3333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.9929,-0.8657,-1.3854,-0.4172,-0.2901,0.3926,0.5197,-0.1011,0.1635,0.2926,0.2638,0.3928,1.0736,1.2026,-2.9687,-3.0978,-2.0553,0.8099,0.4394,0.0829,0.1597,0.1585
8.4167,8.8350,8.7250,7.6700,6.1700,5.0000,-1.0335,-0.9063,-1.4306,-0.4233,-0.2962,0.3972,0.5243,-0.1354,0.1724,0.3015,0.3075,0.4365,1.1280,1.2570,-2.9727,-3.1018,-2.0527,0.8205,0.4362,0.0702,0.1594,0.1582
8.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-1.0709,-0.9438,-1.4709,-0.4300,-0.3030,0.4000,0.5271,-0.1660,0.1810,0.3101,0.3471,0.4761,1.1771,1.3061,-2.9735,-3.1025,-2.0467,0.8300,0.4352,0.0593,0.1591,0.1578
6.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2905,-0.1634,-0.1989,-0.1837,-0.0566,-0.0933,0.0338,0.3657,-1.7197,-1.5907,-2.0848,-1.9558,-1.9927,-1.8638,nan,nan,-1.2343,0.0922,0.3705,0.4179,0.1615,0.1596
6.5833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2866,-0.1595,-0.2276,-0.1914,-0.0643,-0.0606,0.0665,0.3770,-1.5662,-1.4372,-1.9425,-1.8135,-1.8099,-1.6809,nan,nan,-1.2938,0.1327,0.3832,0.4087,0.1614,0.1596
6.6667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2853,-0.1581,-0.2595,-0.1989,-0.0718,-0.0274,0.0997,0.3856,-1.4157,-1.2866,-1.8006,-1.6716,-1.6269,-1.4978,nan,nan,-1.3532,0.1737,0.3947,0.3990,0.1613,0.1596
6.7500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2860,-0.1589,-0.2943,-0.2064,-0.0793,0.0063,0.1334,0.3922,-1.2672,-1.1382,-1.6589,-1.5299,-1.4441,-1.3150,nan,nan,-1.4126,0.2149,0.4049,0.3889,0.1613,0.1595
6.8333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2892,-0.1621,-0.3323,-0.2136,-0.0865,0.0408,0.1679,0.3960,-1.1220,-0.9930,-1.5178,-1.3888,-1.2614,-1.1323,nan,nan,-1.4717,0.2568,0.4137,0.3782,0.1612,0.1595
6.9167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2958,-0.1687,-0.3736,-0.2209,-0.0938,0.0760,0.2031,0.3966,-0.9811,-0.8520,-1.3773,-1.2483,-1.0785,-0.9494,nan,nan,-1.5306,0.2993,0.4211,0.3668,0.1612,0.1595
7.0000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3051,-0.1780,-0.4181,-0.2281,-0.1010,0.1109,0.2379,0.3945,-0.8433,-0.7143,-1.2374,-1.1084,-0.8959,-0.7669,nan,nan,-1.5892,0.3416,0.4275,0.3550,0.1612,0.1594
7.0833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3185,-0.1914,-0.4658,-0.2353,-0.1082,0.1445,0.2715,0.3884,-0.7133,-0.5843,-1.1012,-0.9722,-0.7182,-0.5892,nan,nan,-1.6461,0.3826,0.4323,0.3426,0.1612,0.1594
7.1667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3377,-0.2106,-0.5172,-0.2425,-0.1154,0.1768,0.3039,0.3764,-0.5945,-0.4655,-0.9704,-0.8414,-0.5481,-0.4191,nan,nan,-1.7001,0.4222,0.4352,0.3290,0.1611,0.1595
7.2500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3624,-0.2353,-0.5726,-0.2496,-0.1224,0.2079,0.3349,0.3588,-0.4846,-0.3556,-0.8430,-0.7141,-0.3827,-0.2537,-2.8362,-2.9652,-1.7524,0.4604,0.4363,0.3146,0.1611,0.1594
7.3333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3919,-0.2648,-0.6312,-0.2562,-0.1290,0.2369,0.3639,0.3361,-0.3859,-0.2569,-0.7217,-0.5927,-0.2257,-0.0967,-2.8569,-2.9859,-1.8013,0.4961,0.4352,0.2991,0.1611,0.1594
7.4167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.4267,-0.2996,-0.6926,-0.2616,-0.1345,0.2632,0.3902,0.3069,-0.3027,-0.1737,-0.6092,-0.4801,-0.0814,0.0476,-2.8824,-3.0114,-1.8452,0.5279,0.4311,0.2819,0.1610,0.1593
7.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.4684,-0.3413,-0.7580,-0.2655,-0.1384,0.2872,0.4142,0.2696,-0.2347,-0.1057,-0.5040,-0.3749,0.0521,0.1811,-2.9050,-3.0340,-1.8848,0.5560,0.4235,0.2627,0.1610,0.1592
7.5833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.5146,-0.3875,-0.8264,-0.2684,-0.1413,0.3094,0.4365,0.2268,-0.1785,-0.0496,-0.4065,-0.2774,0.1756,0.3046,-2.9331,-3.0621,-1.9202,0.5818,0.4132,0.2420,0.1610,0.1592
7.6667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.5620,-0.4349,-0.8951,-0.2710,-0.1439,0.3304,0.4575,0.1824,-0.1334,-0.0045,-0.3181,-0.1889,0.2880,0.4170,-2.9692,-3.0983,-1.9511,0.6058,0.4012,0.2208,0.1609,0.1591
7.7500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.6108,-0.4837,-0.9635,-0.2735,-0.1464,0.3500,0.4771,0.1367,-0.1024,0.0266,-0.2389,-0.1098,0.3889,0.5179,-2.9976,-3.1267,-1.9777,0.6276,0.3877,0.1993,0.1609,0.1591
7.8333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.6610,-0.5339,-1.0316,-0.2758,-0.1487,0.3684,0.4955,0.0894,-0.0801,0.0489,-0.1670,-0.0380,0.4810,0.6100,-3.0238,-3.1529,-2.0007,0.6481,0.3727,0.1774,0.1608,0.1590
7.9167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7118,-0.5848,-1.0995,-0.2780,-0.1509,0.3861,0.5131,0.0413,-0.0617,0.0674,-0.1016,0.0274,0.5664,0.6954,-3.0555,-3.1846,-2.0210,0.6682,0.3570,0.1553,0.1607,0.1589
8.0000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7618,-0.6348,-1.1670,-0.2804,-0.1533,0.4029,0.5299,-0.0057,-0.0503,0.0788,-0.0441,0.0849,0.6435,0.7725,-3.0801,-3.2092,-2.0381,0.6877,0.3420,0.1334,0.1606,0.1587
8.0833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.8096,-0.6826,-1.2310,-0.2837,-0.1566,0.4185,0.5456,-0.0497,-0.0437,0.0854,0.0073,0.1363,0.7141,0.8430,-3.0978,-3.2269,-2.0524,0.7066,0.3285,0.1129,0.1605,0.1586
8.1667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.8549,-0.7278,-1.2894,-0.2882,-0.1611,0.4327,0.5598,-0.0899,-0.0371,0.0920,0.0549,0.1839,0.7800,0.9090,-3.1146,-3.2438,-2.0638,0.7250,0.3165,0.0943,0.1602,0.1584
8.2500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.8978,-0.7707,-1.3438,-0.2935,-0.1664,0.4454,0.5725,-0.1272,-0.0303,0.0988,0.0976,0.2267,0.8401,0.9691,-3.1269,-3.2560,-2.0721,0.7426,0.3060,0.0771,0.1600,0.1582
8.3333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.9370,-0.8099,-1.3930,-0.2995,-0.1724,0.4558,0.5830,-0.1603,-0.0235,0.1056,0.1364,0.2655,0.8949,1.0239,-3.1337,-3.2628,-2.0769,0.7588,0.2984,0.0619,0.1596,0.1578
8.4167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.9716,-0.8445,-1.4353,-0.3063,-0.1793,0.4636,0.5907,-0.1882,-0.0166,0.1125,0.1721,0.3011,0.9450,1.0740,-3.1365,-3.2656,-2.0781,0.7732,0.2943,0.0493,0.1592,0.1574
8.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-1.0028,-0.8757,-1.4722,-0.3141,-0.1870,0.4692,0.5963,-0.2120,-0.0097,0.1194,0.2037,0.3327,0.9899,1.1189,-3.1350,-3.2641,-2.0760,0.7864,0.2927,0.0388,0.1588,0.1570
6.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3356,-0.2085,-0.2605,-0.0537,0.0734,-0.0759,0.0511,0.1943,-1.9820,-1.8530,-2.1760,-2.0469,-2.1974,-2.0684,nan,nan,-1.2029,-0.0214,0.1982,0.3607,0.1616,0.1593
6.5833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3305,-0.2035,-0.2868,-0.0609,0.0662,-0.0446,0.0824,0.2062,-1.8298,-1.7008,-2.0357,-1.9066,-2.0182,-1.8892,nan,nan,-1.2617,0.0173,0.2114,0.3536,0.1615,0.1592
6.6667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3279,-0.2008,-0.3162,-0.0680,0.0591,-0.0126,0.1145,0.2156,-1.6802,-1.5512,-1.8954,-1.7663,-1.8385,-1.7094,nan,nan,-1.3207,0.0565,0.2231,0.3458,0.1614,0.1592
6.7500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3271,-0.2000,-0.3487,-0.0748,0.0523,0.0205,0.1476,0.2230,-1.5325,-1.4034,-1.7553,-1.6263,-1.6588,-1.5298,nan,nan,-1.3795,0.0964,0.2334,0.3375,0.1614,0.1592
6.8333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3287,-0.2016,-0.3843,-0.0813,0.0457,0.0547,0.1818,0.2278,-1.3875,-1.2585,-1.6154,-1.4864,-1.4786,-1.3495,nan,nan,-1.4384,0.1372,0.2422,0.3285,0.1613,0.1591
6.9167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3332,-0.2061,-0.4232,-0.0878,0.0392,0.0895,0.2166,0.2296,-1.2462,-1.1172,-1.4757,-1.3467,-1.2975,-1.1684,nan,nan,-1.4974,0.1785,0.2496,0.3188,0.1613,0.1591
7.0000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3401,-0.2130,-0.4652,-0.0943,0.0328,0.1240,0.2510,0.2291,-1.1076,-0.9785,-1.3364,-1.2074,-1.1169,-0.9878,nan,nan,-1.5564,0.2196,0.2559,0.3088,0.1613,0.1591
7.0833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3506,-0.2235,-0.5103,-0.1007,0.0264,0.1578,0.2849,0.2250,-0.9758,-0.8468,-1.2005,-1.0715,-0.9405,-0.8115,nan,nan,-1.6137,0.2600,0.2608,0.2980,0.1613,0.1591
7.1667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3661,-0.2390,-0.5589,-0.1071,0.0200,0.1912,0.3182,0.2159,-0.8541,-0.7251,-1.0697,-0.9407,-0.7700,-0.6410,nan,nan,-1.6687,0.2997,0.2640,0.2864,0.1613,0.1591
7.2500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3862,-0.2591,-0.6112,-0.1134,0.0137,0.2238,0.3509,0.2021,-0.7398,-0.6109,-0.9418,-0.8128,-0.6032,-0.4742,-2.9996,-3.1286,-1.7222,0.3387,0.2658,0.2740,0.1612,0.1591
7.3333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4106,-0.2835,-0.6663,-0.1193,0.0078,0.2548,0.3818,0.1838,-0.6364,-0.5074,-0.8199,-0.6910,-0.4446,-0.3155,-3.0206,-3.1496,-1.7723,0.3756,0.2654,0.2605,0.1612,0.1590
7.4167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4402,-0.3131,-0.7245,-0.1242,0.0028,0.2833,0.4103,0.1595,-0.5484,-0.4194,-0.7073,-0.5782,-0.2984,-0.1694,-3.0454,-3.1744,-1.8171,0.4091,0.2620,0.2454,0.1611,0.1589
7.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4764,-0.3493,-0.7875,-0.1276,-0.0006,0.3099,0.4369,0.1269,-0.4748,-0.3458,-0.6016,-0.4725,-0.1623,-0.0333,-3.0685,-3.1975,-1.8571,0.4392,0.2553,0.2283,0.1611,0.1588
7.5833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.5171,-0.3899,-0.8536,-0.1299,-0.0029,0.3352,0.4622,0.0888,-0.4135,-0.2845,-0.5043,-0.3752,-0.0366,0.0924,-3.1002,-3.2292,-1.8929,0.4671,0.2456,0.2096,0.1610,0.1588
7.6667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.5590,-0.4319,-0.9199,-0.1321,-0.0050,0.3594,0.4865,0.0494,-0.3654,-0.2364,-0.4180,-0.2889,0.0764,0.2055,-3.1413,-3.2704,-1.9242,0.4938,0.2338,0.1898,0.1610,0.1587
7.7500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6021,-0.4749,-0.9862,-0.1342,-0.0072,0.3828,0.5098,0.0092,-0.3332,-0.2043,-0.3424,-0.2133,0.1768,0.3058,-3.1722,-3.3013,-1.9511,0.5191,0.2196,0.1691,0.1609,0.1586
7.8333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6464,-0.5193,-1.0526,-0.1366,-0.0095,0.4054,0.5324,-0.0322,-0.3115,-0.1824,-0.2758,-0.1467,0.2673,0.3963,-3.2023,-3.3314,-1.9748,0.5436,0.2035,0.1475,0.1608,0.1585
7.9167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6914,-0.5644,-1.1191,-0.1389,-0.0119,0.4273,0.5544,-0.0742,-0.2949,-0.1658,-0.2181,-0.0890,0.3494,0.4784,-3.2411,-3.3701,-1.9965,0.5680,0.1865,0.1253,0.1607,0.1584
8.0000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7355,-0.6085,-1.1855,-0.1415,-0.0143,0.4487,0.5758,-0.1153,-0.2869,-0.1578,-0.1713,-0.0423,0.4211,0.5501,-3.2692,-3.3983,-2.0159,0.5924,0.1703,0.1036,0.1606,0.1582
8.0833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7770,-0.6500,-1.2479,-0.1454,-0.0182,0.4691,0.5961,-0.1523,-0.2849,-0.1558,-0.1325,-0.0035,0.4850,0.6140,-3.2875,-3.4166,-2.0334,0.6167,0.1554,0.0830,0.1603,0.1580
8.1667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.8152,-0.6882,-1.3041,-0.1513,-0.0242,0.4878,0.6148,-0.1840,-0.2834,-0.1543,-0.0980,0.0311,0.5439,0.6729,-3.3053,-3.4344,-2.0489,0.6410,0.1419,0.0636,0.1601,0.1577
8.2500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.8508,-0.7237,-1.3561,-0.1582,-0.0311,0.5050,0.6321,-0.2121,-0.2809,-0.1519,-0.0685,0.0606,0.5965,0.7255,-3.3170,-3.4461,-2.0622,0.6650,0.1298,0.0454,0.1597,0.1574
8.3333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.8828,-0.7557,-1.4024,-0.1658,-0.0387,0.5196,0.6467,-0.2360,-0.2775,-0.1484,-0.0427,0.0864,0.6440,0.7730,-3.3212,-3.4503,-2.0725,0.6873,0.1212,0.0297,0.1593,0.1570
8.4167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.9103,-0.7832,-1.4413,-0.1743,-0.0472,0.5309,0.6580,-0.2549,-0.2739,-0.1449,-0.0193,0.1097,0.6873,0.8163,-3.3199,-3.4490,-2.0798,0.7070,0.1170,0.0171,0.1587,0.1564
8.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.9341,-0.8071,-1.4742,-0.1838,-0.0567,0.5399,0.6670,-0.2692,-0.2698,-0.1407,0.0001,0.1291,0.7253,0.8543,-3.3129,-3.4419,-2.0845,0.7253,0.1157,0.0068,0.1581,0.1557
6.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4014,-0.2743,-0.3414,0.0910,0.2181,-0.0600,0.0670,-0.0118,-2.2951,-2.1660,-2.2833,-2.1542,-2.4343,-2.3053,nan,nan,-1.1632,-0.1511,-0.0088,0.2851,0.1616,0.1588
6.5833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3950,-0.2679,-0.3647,0.0842,0.2113,-0.0305,0.0966,0.0009,-2.1445,-2.0154,-2.1452,-2.0161,-2.2594,-2.1305,nan,nan,-1.2211,-0.1147,0.0049,0.2803,0.1615,0.1588
6.6667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3907,-0.2637,-0.3913,0.0776,0.2047,0.0001,0.1273,0.0113,-1.9959,-1.8669,-2.0068,-1.8778,-2.0835,-1.9545,nan,nan,-1.2793,-0.0775,0.0171,0.2749,0.1615,0.1587
6.7500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3882,-0.2612,-0.4209,0.0715,0.1986,0.0326,0.1597,0.0197,-1.8488,-1.7198,-1.8686,-1.7396,-1.9074,-1.7784,nan,nan,-1.3374,-0.0389,0.0276,0.2687,0.1614,0.1587
6.8333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3879,-0.2609,-0.4537,0.0657,0.1928,0.0664,0.1934,0.0256,-1.7041,-1.5751,-1.7302,-1.6012,-1.7300,-1.6010,nan,nan,-1.3958,0.0007,0.0364,0.2618,0.1614,0.1587
6.9167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3901,-0.2630,-0.4897,0.0601,0.1871,0.1003,0.2273,0.0289,-1.5624,-1.4333,-1.5914,-1.4624,-1.5512,-1.4221,nan,nan,-1.4546,0.0403,0.0439,0.2542,0.1613,0.1587
7.0000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3943,-0.2672,-0.5286,0.0544,0.1814,0.1343,0.2613,0.0302,-1.4227,-1.2936,-1.4529,-1.3238,-1.3730,-1.2439,nan,nan,-1.5132,0.0799,0.0503,0.2462,0.1613,0.1587
7.0833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4014,-0.2743,-0.5705,0.0488,0.1758,0.1683,0.2954,0.0286,-1.2889,-1.1598,-1.3175,-1.1885,-1.1982,-1.0692,nan,nan,-1.5704,0.1195,0.0555,0.2376,0.1613,0.1587
7.1667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4125,-0.2854,-0.6155,0.0432,0.1703,0.2025,0.3296,0.0230,-1.1637,-1.0346,-1.1865,-1.0575,-1.0274,-0.8983,nan,nan,-1.6257,0.1592,0.0594,0.2284,0.1613,0.1586
7.2500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4273,-0.3002,-0.6638,0.0377,0.1648,0.2365,0.3636,0.0137,-1.0442,-0.9152,-1.0579,-0.9289,-0.8591,-0.7301,-3.1858,-3.3148,-1.6796,0.1988,0.0621,0.2186,0.1613,0.1586
7.3333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4457,-0.3186,-0.7148,0.0326,0.1597,0.2693,0.3964,0.0008,-0.9350,-0.8060,-0.9354,-0.8064,-0.6987,-0.5698,-3.2065,-3.3355,-1.7301,0.2371,0.0629,0.2078,0.1612,0.1585
7.4167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4689,-0.3418,-0.7690,0.0284,0.1554,0.3003,0.4273,-0.0176,-0.8410,-0.7119,-0.8223,-0.6933,-0.5505,-0.4215,-3.2297,-3.3587,-1.7747,0.2726,0.0607,0.1953,0.1612,0.1585
7.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4985,-0.3714,-0.8280,0.0251,0.1521,0.3296,0.4566,-0.0444,-0.7602,-0.6311,-0.7157,-0.5867,-0.4112,-0.2822,-3.2527,-3.3817,-1.8138,0.3045,0.0556,0.1812,0.1611,0.1584
7.5833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.5326,-0.4054,-0.8904,0.0230,0.1499,0.3579,0.4849,-0.0767,-0.6923,-0.5632,-0.6184,-0.4894,-0.2829,-0.1538,-3.2882,-3.4172,-1.8483,0.3343,0.0475,0.1655,0.1610,0.1583
7.6667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.5678,-0.4407,-0.9536,0.0214,0.1484,0.3858,0.5128,-0.1098,-0.6401,-0.5111,-0.5344,-0.4054,-0.1691,-0.0400,-3.3344,-3.4635,-1.8787,0.3640,0.0364,0.1479,0.1610,0.1582
7.7500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6040,-0.4769,-1.0171,0.0197,0.1467,0.4132,0.5402,-0.1433,-0.6061,-0.4771,-0.4628,-0.3338,-0.0693,0.0598,-3.3677,-3.4968,-1.9043,0.3935,0.0221,0.1284,0.1609,0.1581
7.8333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6413,-0.5143,-1.0812,0.0175,0.1445,0.4403,0.5673,-0.1775,-0.5844,-0.4554,-0.4021,-0.2731,0.0193,0.1484,-3.4019,-3.5310,-1.9271,0.4230,0.0052,0.1073,0.1608,0.1580
7.9167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6793,-0.5523,-1.1459,0.0149,0.1420,0.4671,0.5941,-0.2121,-0.5699,-0.4408,-0.3534,-0.2243,0.0973,0.2263,-3.4485,-3.5776,-1.9492,0.4524,-0.0127,0.0856,0.1606,0.1578
8.0000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7164,-0.5894,-1.2101,0.0117,0.1388,0.4936,0.6207,-0.2460,-0.5658,-0.4367,-0.3198,-0.1907,0.1622,0.2912,-3.4805,-3.6095,-1.9701,0.4819,-0.0299,0.0643,0.1604,0.1576
8.0833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7503,-0.6232,-1.2699,0.0065,0.1336,0.5191,0.6462,-0.2746,-0.5695,-0.4404,-0.2966,-0.1675,0.2176,0.3466,-3.4987,-3.6277,-1.9903,0.5126,-0.0458,0.0436,0.1601,0.1573
8.1667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7802,-0.6531,-1.3235,-0.0011,0.1260,0.5430,0.6701,-0.2959,-0.5742,-0.4451,-0.2778,-0.1487,0.2678,0.3968,-3.5168,-3.6459,-2.0098,0.5444,-0.0606,0.0235,0.1598,0.1570
8.2500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.8071,-0.6800,-1.3725,-0.0100,0.1171,0.5654,0.6925,-0.3128,-0.5769,-0.4479,-0.2642,-0.1351,0.3113,0.4403,-3.5272,-3.6563,-2.0283,0.5754,-0.0741,0.0042,0.1593,0.1565
8.3333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.8305,-0.7034,-1.4152,-0.0196,0.1075,0.5849,0.7119,-0.3258,-0.5778,-0.4488,-0.2539,-0.1249,0.3498,0.4788,-3.5275,-3.6566,-2.0449,0.6040,-0.0835,-0.0123,0.1587,0.1559
8.4167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.8494,-0.7223,-1.4498,-0.0302,0.0969,0.6005,0.7275,-0.3338,-0.5783,-0.4493,-0.2456,-0.1165,0.3847,0.5137,-3.5204,-3.6495,-2.0596,0.6304,-0.0875,-0.0249,0.1580,0.1551
8.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.8646,-0.7376,-1.4780,-0.0419,0.0852,0.6134,0.7404,-0.3369,-0.5777,-0.4487,-0.2408,-0.1118,0.4145,0.5435,-3.5058,-3.6349,-2.0728,0.6553,-0.0882,-0.0352,0.1572,0.1542
