Sat 4 Jul 2015 12:10:01 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk75
Run: sph,two,LPk=7.5,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   6.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2040, -0.0769, -0.2949, -0.4173, -0.2902,  0.0909,  0.2179,  0.6736, -1.0384, -0.9094, -1.7120, -1.5830, -1.2039, -1.0749, -2.3858, -2.5148, -1.3836,  0.5081,  0.6848,  0.4320, -0.1484, -0.1859
   7.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2272, -0.1001, -0.4275, -0.4499, -0.3229,  0.2003,  0.3274,  0.6827, -0.5944, -0.4653, -1.2771, -1.1480, -0.6268, -0.4978, -2.3769, -2.5059, -1.5703,  0.6503,  0.7125,  0.4100, -0.1507, -0.1871
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2852, -0.1582, -0.5817, -0.4948, -0.3678,  0.2964,  0.4235,  0.6694, -0.1948, -0.0658, -0.8642, -0.7352, -0.0729,  0.0561, -2.3767, -2.5058, -1.7488,  0.7913,  0.7427,  0.3906, -0.1526, -0.1885
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.3865, -0.2594, -0.7559, -0.5459, -0.4188,  0.3694,  0.4965,  0.6191,  0.1267,  0.2557, -0.4925, -0.3634,  0.4228,  0.5518, -2.3914, -2.5204, -1.9035,  0.9153,  0.7754,  0.3705, -0.1549, -0.1908
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5217, -0.3947, -0.9428, -0.5892, -0.4621,  0.4211,  0.5482,  0.5275,  0.3517,  0.4808, -0.1758, -0.0468,  0.8345,  0.9635, -2.4181, -2.5471, -2.0189,  1.0103,  0.8058,  0.3478, -0.1581, -0.1943
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.6697, -0.5427, -1.1284, -0.6189, -0.4919,  0.4586,  0.5857,  0.4096,  0.4946,  0.6236,  0.0850,  0.2140,  1.1625,  1.2916, -2.4444, -2.5735, -2.0887,  1.0776,  0.8307,  0.3246, -0.1629, -0.1995
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.8094, -0.6823, -1.2966, -0.6373, -0.5103,  0.4872,  0.6143,  0.2886,  0.5842,  0.7132,  0.2956,  0.4246,  1.4202,  1.5492, -2.4600, -2.5891, -2.1132,  1.1246,  0.8519,  0.3047, -0.1704, -0.2079
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.9238, -0.7967, -1.4342, -0.6470, -0.5200,  0.5104,  0.6375,  0.1839,  0.6445,  0.7735,  0.4606,  0.5896,  1.6180,  1.7470, -2.4613, -2.5903, -2.0961,  1.1574,  0.8730,  0.2907, -0.1828, -0.2224
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210,  0.0232,  0.1503, -0.2049,  0.1132,  0.2403,  0.2281,  0.3551,  0.3783, -1.8545, -1.7255, -2.2328, -2.1038, -2.1179, -1.9889, -2.8240, -2.9530, -1.0585,  0.1149,  0.3817,  0.4501, -0.1861, -0.2303
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210,  0.0215,  0.1486, -0.3073,  0.0949,  0.2220,  0.3289,  0.4559,  0.3946, -1.4064, -1.2774, -1.8010, -1.6720, -1.5670, -1.4380, -2.8136, -2.9427, -1.2429,  0.2340,  0.4037,  0.4320, -0.1896, -0.2329
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210,  0.0047,  0.1318, -0.4287,  0.0708,  0.1978,  0.4334,  0.5604,  0.4017, -0.9719, -0.8429, -1.3736, -1.2445, -1.0110, -0.8819, -2.8038, -2.9328, -1.4319,  0.3626,  0.4257,  0.4191, -0.1924, -0.2349
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.0357,  0.0914, -0.5666,  0.0334,  0.1605,  0.5310,  0.6580,  0.3985, -0.5676, -0.4386, -0.9661, -0.8371, -0.4686, -0.3395, -2.7949, -2.9240, -1.6198,  0.4976,  0.4575,  0.4110, -0.1947, -0.2365
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.1071,  0.0199, -0.7198, -0.0151,  0.1119,  0.6127,  0.7397,  0.3755, -0.2231, -0.0941, -0.5986, -0.4695,  0.0292,  0.1583, -2.7973, -2.9263, -1.7905,  0.6278,  0.5023,  0.4050, -0.1970, -0.2384
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.2047, -0.0777, -0.8844, -0.0615,  0.0656,  0.6797,  0.8067,  0.3243,  0.0337,  0.1627, -0.2906, -0.1616,  0.4506,  0.5796, -2.8185, -2.9475, -1.9239,  0.7412,  0.5520,  0.3971, -0.2001, -0.2419
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.3100, -0.1829, -1.0486, -0.0970,  0.0300,  0.7386,  0.8657,  0.2546,  0.2059,  0.3350, -0.0487,  0.0804,  0.7870,  0.9160, -2.8467, -2.9758, -2.0126,  0.8357,  0.5977,  0.3877, -0.2059, -0.2482
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.4042, -0.2771, -1.1967, -0.1228,  0.0043,  0.7925,  0.9195,  0.1861,  0.3217,  0.4508,  0.1356,  0.2646,  1.0508,  1.1799, -2.8631, -2.9921, -2.0596,  0.9152,  0.6393,  0.3814, -0.2166, -0.2593
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.4754, -0.3484, -1.3189, -0.1399, -0.0128,  0.8435,  0.9706,  0.1317,  0.4088,  0.5378,  0.2771,  0.4061,  1.2604,  1.3895, -2.8562, -2.9852, -2.0702,  0.9833,  0.6816,  0.3829, -0.2338, -0.2776
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970,  0.1080,  0.2351, -0.2786,  0.4638,  0.5909,  0.3866,  0.5137,  0.1179, -2.0355, -1.9064, -2.1534, -2.0243, -2.2305, -2.1015, -3.1482, -3.2772, -0.9233, -0.0772,  0.1220,  0.3961, -0.2090, -0.2573
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970,  0.1053,  0.2323, -0.3774,  0.4491,  0.5761,  0.4827,  0.6097,  0.1295, -1.5989, -1.4698, -1.7284, -1.5994, -1.6948, -1.5657, -3.1403, -3.2693, -1.1034,  0.0336,  0.1403,  0.3844, -0.2126, -0.2603
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970,  0.0885,  0.2155, -0.4934,  0.4290,  0.5561,  0.5819,  0.7089,  0.1325, -1.1747, -1.0456, -1.3072, -1.1782, -1.1544, -1.0254, -3.1303, -3.2593, -1.2870,  0.1528,  0.1604,  0.3782, -0.2154, -0.2625
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970,  0.0525,  0.1796, -0.6229,  0.3957,  0.5228,  0.6754,  0.8025,  0.1298, -0.7758, -0.6467, -0.9055, -0.7765, -0.6258, -0.4968, -3.1159, -3.2450, -1.4677,  0.2797,  0.1969,  0.3780, -0.2175, -0.2642
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.0080,  0.1190, -0.7647,  0.3501,  0.4772,  0.7567,  0.8837,  0.1146, -0.4294, -0.3004, -0.5441, -0.4150, -0.1375, -0.0085, -3.1096, -3.2386, -1.6307,  0.4066,  0.2559,  0.3812, -0.2196, -0.2659
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.0886,  0.0385, -0.9163,  0.3051,  0.4322,  0.8277,  0.9548,  0.0789, -0.1659, -0.0369, -0.2449, -0.1158,  0.2777,  0.4068, -3.1241, -3.2531, -1.7594,  0.5226,  0.3259,  0.3837, -0.2228, -0.2692
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.1719, -0.0449, -1.0656,  0.2686,  0.3957,  0.8936,  1.0207,  0.0319,  0.0159,  0.1449, -0.0160,  0.1130,  0.6090,  0.7380, -3.1468, -3.2758, -1.8472,  0.6250,  0.3931,  0.3857, -0.2292, -0.2757
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.2413, -0.1143, -1.1970,  0.2387,  0.3658,  0.9557,  1.0828, -0.0079,  0.1456,  0.2746,  0.1535,  0.2825,  0.8705,  0.9995, -3.1524, -3.2814, -1.8966,  0.7170,  0.4570,  0.3920, -0.2407, -0.2873
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.2877, -0.1606, -1.3041,  0.2165,  0.3436,  1.0164,  1.1434, -0.0327,  0.2523,  0.3813,  0.2850,  0.4140,  1.0849,  1.2139, -3.1264, -3.2555, -1.9099,  0.7999,  0.5229,  0.4072, -0.2581, -0.3055
