Thu Dec 10 14:37:50 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk50_kinf
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:24:10.518025
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
8.2500,8.3600,8.2500,6.7422,5.2422,5.0000,-1.2089,-1.0818,-1.1765,-1.1197,-0.9927,-0.0323,0.0947,0.3673,0.7109,0.8399,0.3436,0.4726,1.4322,1.5611,-2.0306,-2.1596,-1.7241,1.0896,0.9663,0.0487,0.1583,0.1604
8.3333,8.3600,8.2500,6.7422,5.2422,5.0000,-1.2232,-1.0961,-1.1895,-1.1200,-0.9929,-0.0337,0.0934,0.3533,0.7175,0.8465,0.3642,0.4932,1.4517,1.5806,-2.0301,-2.1590,-1.7188,1.0888,0.9678,0.0437,0.1583,0.1604
8.4167,8.3600,8.2500,6.7422,5.2422,5.0000,-1.2346,-1.1075,-1.1999,-1.1202,-0.9931,-0.0347,0.0924,0.3421,0.7229,0.8519,0.3808,0.5098,1.4674,1.5963,-2.0295,-2.1584,-1.7149,1.0880,0.9691,0.0392,0.1583,0.1604
8.5000,8.3600,8.2500,6.7422,5.2422,5.0000,-1.2426,-1.1155,-1.2072,-1.1203,-0.9932,-0.0355,0.0916,0.3342,0.7264,0.8556,0.3924,0.5214,1.4781,1.6072,-2.0288,-2.1578,-1.7118,1.0874,0.9701,0.0352,0.1583,0.1605
6.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4956,-0.3685,-0.2452,-0.8164,-0.6893,-0.2504,-0.1233,0.7823,-0.9908,-0.8617,-1.7730,-1.6440,-1.2071,-1.0780,nan,nan,-1.2662,0.5660,0.7920,0.3631,0.1596,0.1605
6.5833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4936,-0.3665,-0.2805,-0.8283,-0.7012,-0.2130,-0.0859,0.7959,-0.8288,-0.6997,-1.6246,-1.4956,-1.0093,-0.8803,nan,nan,-1.3265,0.6153,0.8087,0.3490,0.1595,0.1605
6.6667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4955,-0.3684,-0.3182,-0.8405,-0.7134,-0.1771,-0.0500,0.8059,-0.6720,-0.5429,-1.4777,-1.3487,-0.8143,-0.6853,nan,nan,-1.3845,0.6635,0.8244,0.3350,0.1594,0.1605
6.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5006,-0.3735,-0.3585,-0.8531,-0.7260,-0.1421,-0.0150,0.8130,-0.5191,-0.3901,-1.3321,-1.2031,-0.6211,-0.4921,nan,nan,-1.4410,0.7110,0.8393,0.3211,0.1593,0.1605
6.8333,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5092,-0.3821,-0.4009,-0.8660,-0.7389,-0.1084,0.0187,0.8168,-0.3714,-0.2424,-1.1883,-1.0592,-0.4308,-0.3018,nan,nan,-1.4952,0.7574,0.8533,0.3074,0.1592,0.1605
6.9167,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5223,-0.3952,-0.4456,-0.8792,-0.7521,-0.0768,0.0503,0.8162,-0.2307,-0.1017,-1.0468,-0.9178,-0.2447,-0.1158,nan,nan,-1.5463,0.8020,0.8662,0.2937,0.1591,0.1605
7.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5407,-0.4136,-0.4936,-0.8923,-0.7652,-0.0471,0.0800,0.8111,-0.0962,0.0328,-0.9074,-0.7783,-0.0621,0.0669,nan,nan,-1.5947,0.8452,0.8781,0.2800,0.1591,0.1605
7.0833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5641,-0.4370,-0.5441,-0.9051,-0.7780,-0.0211,0.1060,0.8008,0.0278,0.1568,-0.7730,-0.6439,0.1116,0.2406,nan,nan,-1.6381,0.8845,0.8887,0.2664,0.1591,0.1605
7.1667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5935,-0.4664,-0.5952,-0.9178,-0.7907,-0.0003,0.1268,0.7836,0.1377,0.2667,-0.6456,-0.5165,0.2721,0.4012,nan,nan,-1.6743,0.9178,0.8979,0.2527,0.1590,0.1604
7.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6309,-0.5038,-0.6468,-0.9301,-0.8030,0.0159,0.1430,0.7581,0.2348,0.3638,-0.5233,-0.3943,0.4227,0.5517,-2.1401,-2.2691,-1.7041,0.9460,0.9053,0.2391,0.1590,0.1604
7.3333,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6734,-0.5463,-0.6990,-0.9410,-0.8139,0.0286,0.1557,0.7265,0.3200,0.4491,-0.4080,-0.2790,0.5616,0.6906,-2.1443,-2.2733,-1.7280,0.9695,0.9114,0.2256,0.1590,0.1604
7.4167,8.4850,8.3750,6.9700,5.4700,5.0000,-0.7169,-0.5898,-0.7517,-0.9498,-0.8227,0.0379,0.1650,0.6920,0.3924,0.5215,-0.3020,-0.1730,0.6857,0.8147,-2.1517,-2.2808,-1.7450,0.9877,0.9164,0.2123,0.1589,0.1604
7.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.7610,-0.6339,-0.8040,-0.9569,-0.8298,0.0430,0.1701,0.6547,0.4508,0.5799,-0.2038,-0.0748,0.7961,0.9251,-2.1570,-2.2861,-1.7543,0.9999,0.9199,0.1992,0.1589,0.1604
7.5833,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8061,-0.6790,-0.8537,-0.9629,-0.8358,0.0456,0.1727,0.6145,0.4993,0.6284,-0.1137,0.0154,0.8949,1.0239,-2.1613,-2.2904,-1.7586,1.0084,0.9225,0.1866,0.1589,0.1604
7.6667,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8517,-0.7246,-0.8999,-0.9677,-0.8406,0.0472,0.1743,0.5732,0.5407,0.6698,-0.0327,0.0964,0.9824,1.1115,-2.1675,-2.2965,-1.7601,1.0149,0.9248,0.1750,0.1589,0.1604
7.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8966,-0.7695,-0.9436,-0.9711,-0.8440,0.0470,0.1741,0.5334,0.5724,0.7014,0.0390,0.1681,1.0571,1.1862,-2.1724,-2.3014,-1.7569,1.0181,0.9265,0.1640,0.1589,0.1604
7.8333,8.4850,8.3750,6.9700,5.4700,5.0000,-0.9376,-0.8105,-0.9836,-0.9737,-0.8465,0.0457,0.1727,0.4964,0.5974,0.7264,0.1026,0.2317,1.1218,1.2509,-2.1755,-2.3045,-1.7508,1.0193,0.9278,0.1537,0.1589,0.1604
7.9167,8.4850,8.3750,6.9700,5.4700,5.0000,-0.9735,-0.8464,-1.0182,-0.9759,-0.8487,0.0443,0.1713,0.4622,0.6192,0.7482,0.1582,0.2873,1.1785,1.3076,-2.1782,-2.3072,-1.7446,1.0202,0.9290,0.1444,0.1588,0.1604
8.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0053,-0.8782,-1.0482,-0.9774,-0.8503,0.0429,0.1699,0.4310,0.6355,0.7645,0.2045,0.3335,1.2247,1.3538,-2.1808,-2.3098,-1.7382,1.0203,0.9301,0.1359,0.1588,0.1604
8.0833,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0330,-0.9059,-1.0740,-0.9785,-0.8514,0.0415,0.1685,0.4043,0.6478,0.7768,0.2431,0.3721,1.2626,1.3917,-2.1825,-2.3115,-1.7316,1.0198,0.9311,0.1281,0.1588,0.1604
8.1667,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0560,-0.9289,-1.0957,-0.9795,-0.8525,0.0400,0.1670,0.3824,0.6587,0.7877,0.2761,0.4051,1.2954,1.4244,-2.1831,-2.3121,-1.7250,1.0193,0.9321,0.1211,0.1588,0.1603
8.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0751,-0.9480,-1.1136,-0.9803,-0.8533,0.0386,0.1656,0.3642,0.6673,0.7963,0.3031,0.4321,1.3220,1.4510,-2.1837,-2.3127,-1.7186,1.0189,0.9330,0.1148,0.1588,0.1603
8.3333,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0910,-0.9639,-1.1284,-0.9810,-0.8539,0.0374,0.1644,0.3489,0.6740,0.8031,0.3251,0.4541,1.3435,1.4725,-2.1842,-2.3132,-1.7131,1.0185,0.9339,0.1092,0.1588,0.1603
8.4167,8.4850,8.3750,6.9700,5.4700,5.0000,-1.1037,-0.9766,-1.1402,-0.9815,-0.8545,0.0365,0.1636,0.3368,0.6796,0.8087,0.3429,0.4719,1.3610,1.4899,-2.1841,-2.3131,-1.7088,1.0181,0.9348,0.1042,0.1587,0.1603
8.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.1129,-0.9858,-1.1487,-0.9820,-0.8549,0.0358,0.1629,0.3281,0.6835,0.8126,0.3555,0.4845,1.3733,1.5023,-2.1837,-2.3127,-1.7052,1.0178,0.9357,0.1000,0.1587,0.1603
6.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4409,-0.3138,-0.2079,-0.7613,-0.6342,-0.2329,-0.1058,0.7820,-1.0183,-0.8893,-1.8012,-1.6721,-1.2737,-1.1446,nan,nan,-1.2663,0.5274,0.7912,0.3983,0.1598,0.1605
6.5833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4393,-0.3122,-0.2430,-0.7723,-0.6452,-0.1962,-0.0691,0.7943,-0.8581,-0.7291,-1.6531,-1.5241,-1.0780,-0.9489,nan,nan,-1.3259,0.5751,0.8063,0.3841,0.1597,0.1605
6.6667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4416,-0.3145,-0.2807,-0.7836,-0.6565,-0.1607,-0.0336,0.8030,-0.7029,-0.5739,-1.5066,-1.3776,-0.8847,-0.7557,nan,nan,-1.3833,0.6218,0.8205,0.3698,0.1596,0.1605
6.7500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4469,-0.3198,-0.3210,-0.7951,-0.6681,-0.1258,0.0013,0.8090,-0.5516,-0.4226,-1.3612,-1.2322,-0.6932,-0.5642,nan,nan,-1.4394,0.6680,0.8338,0.3555,0.1595,0.1604
6.8333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4556,-0.3285,-0.3635,-0.8070,-0.6800,-0.0921,0.0350,0.8117,-0.4052,-0.2762,-1.2176,-1.0885,-0.5043,-0.3753,nan,nan,-1.4932,0.7133,0.8461,0.3413,0.1595,0.1604
6.9167,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4687,-0.3416,-0.4084,-0.8191,-0.6920,-0.0602,0.0669,0.8101,-0.2656,-0.1366,-1.0763,-0.9472,-0.3192,-0.1902,nan,nan,-1.5442,0.7570,0.8572,0.3271,0.1594,0.1605
7.0000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.4868,-0.3597,-0.4567,-0.8311,-0.7040,-0.0299,0.0972,0.8043,-0.1320,-0.0030,-0.9368,-0.8078,-0.1372,-0.0082,nan,nan,-1.5927,0.7996,0.8673,0.3128,0.1594,0.1605
7.0833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5099,-0.3828,-0.5076,-0.8430,-0.7158,-0.0030,0.1240,0.7933,-0.0085,0.1205,-0.8023,-0.6733,0.0362,0.1652,nan,nan,-1.6363,0.8385,0.8762,0.2985,0.1593,0.1604
7.1667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5390,-0.4119,-0.5594,-0.8546,-0.7275,0.0188,0.1459,0.7757,0.1009,0.2299,-0.6748,-0.5458,0.1970,0.3260,nan,nan,-1.6728,0.8719,0.8836,0.2839,0.1593,0.1604
7.2500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.5758,-0.4488,-0.6117,-0.8661,-0.7390,0.0364,0.1635,0.7499,0.1980,0.3270,-0.5524,-0.4234,0.3481,0.4771,-2.1975,-2.3265,-1.7033,0.9006,0.8892,0.2695,0.1593,0.1603
7.3333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.6179,-0.4908,-0.6649,-0.8763,-0.7492,0.0506,0.1777,0.7183,0.2832,0.4122,-0.4369,-0.3080,0.4879,0.6169,-2.2038,-2.3328,-1.7279,0.9248,0.8936,0.2551,0.1592,0.1603
7.4167,8.5350,8.4250,7.0700,5.5700,5.0000,-0.6611,-0.5340,-0.7188,-0.8845,-0.7574,0.0613,0.1884,0.6836,0.3556,0.4846,-0.3307,-0.2017,0.6130,0.7420,-2.2136,-2.3426,-1.7458,0.9438,0.8968,0.2407,0.1592,0.1603
7.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.7052,-0.5781,-0.7720,-0.8913,-0.7642,0.0677,0.1948,0.6460,0.4139,0.5430,-0.2323,-0.1033,0.7247,0.8537,-2.2208,-2.3499,-1.7559,0.9570,0.8987,0.2264,0.1592,0.1603
7.5833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.7505,-0.6234,-0.8228,-0.8970,-0.7699,0.0713,0.1984,0.6055,0.4624,0.5915,-0.1419,-0.0129,0.8248,0.9539,-2.2270,-2.3561,-1.7610,0.9666,0.8997,0.2128,0.1592,0.1603
7.6667,8.5350,8.4250,7.0700,5.5700,5.0000,-0.7965,-0.6694,-0.8703,-0.9017,-0.7746,0.0738,0.2009,0.5640,0.5039,0.6329,-0.0606,0.0684,0.9137,1.0428,-2.2353,-2.3643,-1.7631,0.9741,0.9005,0.2001,0.1592,0.1603
7.7500,8.5350,8.4250,7.0700,5.5700,5.0000,-0.8415,-0.7145,-0.9155,-0.9051,-0.7780,0.0743,0.2014,0.5238,0.5355,0.6646,0.0115,0.1406,0.9898,1.1190,-2.2420,-2.3710,-1.7604,0.9783,0.9010,0.1881,0.1592,0.1603
7.8333,8.5350,8.4250,7.0700,5.5700,5.0000,-0.8829,-0.7558,-0.9568,-0.9077,-0.7806,0.0735,0.2005,0.4864,0.5606,0.6896,0.0756,0.2047,1.0561,1.1852,-2.2465,-2.3755,-1.7546,0.9805,0.9013,0.1770,0.1591,0.1603
7.9167,8.5350,8.4250,7.0700,5.5700,5.0000,-0.9195,-0.7924,-0.9927,-0.9100,-0.7829,0.0725,0.1995,0.4517,0.5825,0.7115,0.1319,0.2610,1.1143,1.2434,-2.2506,-2.3796,-1.7486,0.9822,0.9015,0.1670,0.1591,0.1603
8.0000,8.5350,8.4250,7.0700,5.5700,5.0000,-0.9522,-0.8251,-1.0239,-0.9118,-0.7847,0.0714,0.1984,0.4199,0.5989,0.7279,0.1790,0.3080,1.1620,1.2911,-2.2543,-2.3833,-1.7422,0.9829,0.9018,0.1580,0.1591,0.1603
8.0833,8.5350,8.4250,7.0700,5.5700,5.0000,-0.9808,-0.8537,-1.0508,-0.9131,-0.7860,0.0699,0.1969,0.3925,0.6113,0.7403,0.2184,0.3474,1.2014,1.3304,-2.2569,-2.3859,-1.7355,0.9829,0.9023,0.1498,0.1590,0.1603
8.1667,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0045,-0.8774,-1.0736,-0.9142,-0.7872,0.0685,0.1955,0.3701,0.6223,0.7514,0.2522,0.3812,1.2355,1.3645,-2.2581,-2.3871,-1.7287,0.9830,0.9028,0.1424,0.1590,0.1603
8.2500,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0243,-0.8972,-1.0924,-0.9152,-0.7882,0.0672,0.1942,0.3514,0.6311,0.7601,0.2798,0.4088,1.2633,1.3923,-2.2591,-2.3882,-1.7222,0.9829,0.9034,0.1358,0.1590,0.1602
8.3333,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0409,-0.9138,-1.1080,-0.9161,-0.7891,0.0663,0.1933,0.3357,0.6380,0.7670,0.3025,0.4315,1.2858,1.4149,-2.2600,-2.3891,-1.7165,0.9828,0.9040,0.1300,0.1590,0.1602
8.4167,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0541,-0.9270,-1.1205,-0.9169,-0.7899,0.0657,0.1928,0.3232,0.6438,0.7728,0.3209,0.4498,1.3043,1.4333,-2.2601,-2.3891,-1.7119,0.9827,0.9048,0.1249,0.1590,0.1602
8.5000,8.5350,8.4250,7.0700,5.5700,5.0000,-1.0637,-0.9366,-1.1294,-0.9175,-0.7905,0.0655,0.1926,0.3142,0.6478,0.7769,0.3340,0.4630,1.3175,1.4465,-2.2597,-2.3887,-1.7079,0.9826,0.9057,0.1206,0.1589,0.1602
6.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3939,-0.2668,-0.1777,-0.6989,-0.5718,-0.2169,-0.0898,0.7669,-1.0657,-0.9367,-1.8331,-1.7040,-1.3513,-1.2223,nan,nan,-1.2670,0.4818,0.7754,0.4265,0.1600,0.1604
6.5833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3927,-0.2657,-0.2124,-0.7090,-0.5819,-0.1809,-0.0538,0.7780,-0.9072,-0.7782,-1.6856,-1.5565,-1.1577,-1.0286,nan,nan,-1.3257,0.5280,0.7892,0.4122,0.1599,0.1604
6.6667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.3952,-0.2681,-0.2498,-0.7193,-0.5923,-0.1459,-0.0187,0.7856,-0.7535,-0.6245,-1.5395,-1.4104,-0.9662,-0.8372,nan,nan,-1.3826,0.5733,0.8019,0.3978,0.1598,0.1604
6.7500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4005,-0.2735,-0.2900,-0.7299,-0.6029,-0.1113,0.0158,0.7907,-0.6035,-0.4745,-1.3945,-1.2654,-0.7762,-0.6472,nan,nan,-1.4382,0.6183,0.8137,0.3833,0.1598,0.1604
6.8333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4091,-0.2821,-0.3324,-0.7408,-0.6138,-0.0776,0.0495,0.7925,-0.4582,-0.3292,-1.2511,-1.1220,-0.5886,-0.4596,nan,nan,-1.4918,0.6626,0.8244,0.3688,0.1597,0.1604
6.9167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4221,-0.2950,-0.3773,-0.7518,-0.6248,-0.0453,0.0817,0.7902,-0.3194,-0.1905,-1.1099,-0.9809,-0.4043,-0.2754,nan,nan,-1.5428,0.7056,0.8341,0.3542,0.1597,0.1604
7.0000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4397,-0.3126,-0.4257,-0.7628,-0.6357,-0.0144,0.1127,0.7839,-0.1863,-0.0573,-0.9705,-0.8415,-0.2229,-0.0939,nan,nan,-1.5916,0.7476,0.8426,0.3395,0.1596,0.1604
7.0833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4621,-0.3350,-0.4767,-0.7737,-0.6466,0.0134,0.1404,0.7726,-0.0631,0.0658,-0.8360,-0.7070,-0.0496,0.0794,nan,nan,-1.6358,0.7864,0.8499,0.3245,0.1596,0.1604
7.1667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.4904,-0.3633,-0.5288,-0.7844,-0.6573,0.0364,0.1634,0.7548,0.0464,0.1753,-0.7084,-0.5794,0.1115,0.2405,nan,nan,-1.6733,0.8200,0.8557,0.3093,0.1596,0.1603
7.2500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.5263,-0.3993,-0.5818,-0.7950,-0.6679,0.0555,0.1826,0.7292,0.1437,0.2727,-0.5857,-0.4567,0.2636,0.3926,-2.2645,-2.3936,-1.7051,0.8494,0.8598,0.2941,0.1595,0.1603
7.3333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.5675,-0.4405,-0.6359,-0.8045,-0.6774,0.0716,0.1986,0.6978,0.2295,0.3585,-0.4700,-0.3410,0.4045,0.5335,-2.2729,-2.4019,-1.7311,0.8745,0.8625,0.2789,0.1595,0.1603
7.4167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.6101,-0.4830,-0.6908,-0.8123,-0.6851,0.0840,0.2110,0.6633,0.3021,0.4312,-0.3636,-0.2346,0.5308,0.6598,-2.2851,-2.4141,-1.7503,0.8944,0.8643,0.2636,0.1595,0.1603
7.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.6539,-0.5268,-0.7450,-0.8187,-0.6915,0.0921,0.2192,0.6257,0.3608,0.4899,-0.2650,-0.1360,0.6439,0.7729,-2.2943,-2.4234,-1.7619,0.9089,0.8645,0.2483,0.1594,0.1603
7.5833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.6992,-0.5721,-0.7968,-0.8241,-0.6970,0.0975,0.2246,0.5851,0.4095,0.5386,-0.1745,-0.0454,0.7455,0.8746,-2.3027,-2.4317,-1.7684,0.9199,0.8638,0.2337,0.1594,0.1603
7.6667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.7452,-0.6181,-0.8458,-0.8285,-0.7015,0.1014,0.2285,0.5435,0.4510,0.5801,-0.0930,0.0361,0.8358,0.9648,-2.3135,-2.4425,-1.7718,0.9286,0.8631,0.2200,0.1594,0.1602
7.7500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.7902,-0.6631,-0.8925,-0.8318,-0.7048,0.1030,0.2300,0.5032,0.4826,0.6117,-0.0206,0.1085,0.9133,1.0424,-2.3222,-2.4512,-1.7700,0.9339,0.8623,0.2070,0.1594,0.1602
7.8333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.8317,-0.7046,-0.9354,-0.8345,-0.7074,0.1030,0.2300,0.4655,0.5077,0.6367,0.0438,0.1729,0.9810,1.1101,-2.3284,-2.4574,-1.7650,0.9372,0.8614,0.1949,0.1594,0.1602
7.9167,8.5850,8.4750,7.1700,5.6700,5.0000,-0.8689,-0.7418,-0.9727,-0.8369,-0.7098,0.1028,0.2298,0.4304,0.5295,0.6585,0.1004,0.2295,1.0406,1.1697,-2.3344,-2.4634,-1.7596,0.9400,0.8606,0.1842,0.1594,0.1602
8.0000,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9025,-0.7754,-1.0053,-0.8387,-0.7116,0.1021,0.2291,0.3980,0.5459,0.6749,0.1480,0.2770,1.0897,1.2187,-2.3397,-2.4687,-1.7536,0.9416,0.8597,0.1745,0.1593,0.1602
8.0833,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9318,-0.8047,-1.0336,-0.8402,-0.7131,0.1009,0.2280,0.3701,0.5584,0.6874,0.1879,0.3170,1.1304,1.2594,-2.3433,-2.4723,-1.7468,0.9424,0.8593,0.1658,0.1593,0.1602
8.1667,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9563,-0.8292,-1.0575,-0.8416,-0.7146,0.0996,0.2267,0.3472,0.5694,0.6985,0.2223,0.3513,1.1658,1.2948,-2.3453,-2.4744,-1.7399,0.9432,0.8592,0.1580,0.1593,0.1602
8.2500,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9768,-0.8497,-1.0774,-0.8428,-0.7158,0.0986,0.2257,0.3280,0.5782,0.7073,0.2506,0.3796,1.1947,1.3238,-2.3471,-2.4762,-1.7335,0.9438,0.8594,0.1511,0.1593,0.1601
8.3333,8.5850,8.4750,7.1700,5.6700,5.0000,-0.9940,-0.8669,-1.0939,-0.8439,-0.7169,0.0982,0.2252,0.3119,0.5852,0.7143,0.2738,0.4028,1.2184,1.3475,-2.3485,-2.4776,-1.7279,0.9442,0.8598,0.1451,0.1592,0.1601
8.4167,8.5850,8.4750,7.1700,5.6700,5.0000,-1.0078,-0.8807,-1.1072,-0.8449,-0.7179,0.0981,0.2251,0.2991,0.5912,0.7202,0.2927,0.4217,1.2378,1.3669,-2.3488,-2.4778,-1.7229,0.9446,0.8604,0.1398,0.1592,0.1601
8.5000,8.5850,8.4750,7.1700,5.6700,5.0000,-1.0179,-0.8908,-1.1168,-0.8458,-0.7187,0.0983,0.2254,0.2899,0.5954,0.7245,0.3064,0.4354,1.2519,1.3809,-2.3484,-2.4774,-1.7186,0.9449,0.8612,0.1354,0.1592,0.1601
6.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3516,-0.2245,-0.1522,-0.6315,-0.5044,-0.1994,-0.0723,0.7425,-1.1241,-0.9951,-1.8666,-1.7375,-1.4345,-1.3055,nan,nan,-1.2675,0.4321,0.7503,0.4501,0.1602,0.1604
6.5833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3507,-0.2236,-0.1865,-0.6408,-0.5138,-0.1641,-0.0370,0.7525,-0.9672,-0.8382,-1.7197,-1.5906,-1.2429,-1.1139,nan,nan,-1.3255,0.4768,0.7628,0.4359,0.1601,0.1604
6.6667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3532,-0.2261,-0.2235,-0.6503,-0.5233,-0.1295,-0.0024,0.7593,-0.8149,-0.6859,-1.5741,-1.4450,-1.0531,-0.9241,nan,nan,-1.3818,0.5210,0.7743,0.4215,0.1600,0.1603
6.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3584,-0.2314,-0.2633,-0.6600,-0.5330,-0.0952,0.0319,0.7636,-0.6659,-0.5369,-1.4295,-1.3004,-0.8646,-0.7356,nan,nan,-1.4370,0.5649,0.7848,0.4070,0.1600,0.1603
6.8333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3668,-0.2397,-0.3055,-0.6700,-0.5429,-0.0616,0.0655,0.7648,-0.5216,-0.3926,-1.2864,-1.1573,-0.6781,-0.5491,nan,nan,-1.4905,0.6082,0.7942,0.3924,0.1600,0.1603
6.9167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3793,-0.2522,-0.3503,-0.6800,-0.5529,-0.0291,0.0980,0.7621,-0.3834,-0.2544,-1.1454,-1.0163,-0.4947,-0.3657,nan,nan,-1.5415,0.6507,0.8025,0.3775,0.1599,0.1603
7.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3961,-0.2690,-0.3985,-0.6900,-0.5629,0.0025,0.1295,0.7555,-0.2505,-0.1215,-1.0060,-0.8770,-0.3136,-0.1846,nan,nan,-1.5907,0.6924,0.8096,0.3624,0.1599,0.1603
7.0833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4176,-0.2905,-0.4495,-0.6999,-0.5728,0.0311,0.1581,0.7442,-0.1273,0.0017,-0.8714,-0.7424,-0.1403,-0.0113,nan,nan,-1.6356,0.7311,0.8156,0.3470,0.1599,0.1603
7.1667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4450,-0.3180,-0.5019,-0.7098,-0.5827,0.0552,0.1822,0.7266,-0.0174,0.1115,-0.7437,-0.6147,0.0214,0.1504,nan,nan,-1.6743,0.7651,0.8200,0.3313,0.1598,0.1602
7.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4798,-0.3528,-0.5555,-0.7196,-0.5925,0.0757,0.2027,0.7014,0.0806,0.2096,-0.6208,-0.4918,0.1745,0.3035,-2.3371,-2.4662,-1.7077,0.7953,0.8227,0.3155,0.1598,0.1602
7.3333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.5198,-0.3928,-0.6106,-0.7284,-0.6013,0.0931,0.2201,0.6705,0.1670,0.2961,-0.5048,-0.3758,0.3167,0.4457,-2.3477,-2.4768,-1.7356,0.8215,0.8240,0.2994,0.1598,0.1602
