Thu Dec 10 14:37:50 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk50_kinf
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:24:10.518025
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
7.4167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.5617,-0.4346,-0.6666,-0.7356,-0.6085,0.1069,0.2339,0.6362,0.2402,0.3693,-0.3982,-0.2692,0.4443,0.5733,-2.3624,-2.4915,-1.7565,0.8426,0.8242,0.2832,0.1597,0.1602
7.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6050,-0.4779,-0.7218,-0.7416,-0.6145,0.1168,0.2438,0.5987,0.2992,0.4283,-0.2995,-0.1705,0.5589,0.6879,-2.3739,-2.5029,-1.7701,0.8584,0.8228,0.2670,0.1597,0.1602
7.5833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6501,-0.5230,-0.7749,-0.7467,-0.6196,0.1242,0.2512,0.5581,0.3481,0.4772,-0.2088,-0.0798,0.6621,0.7911,-2.3846,-2.5136,-1.7786,0.8708,0.8204,0.2514,0.1597,0.1602
7.6667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6961,-0.5690,-0.8256,-0.7508,-0.6238,0.1300,0.2570,0.5163,0.3896,0.5187,-0.1272,0.0018,0.7537,0.8828,-2.3984,-2.5274,-1.7836,0.8808,0.8180,0.2366,0.1597,0.1601
7.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.7409,-0.6139,-0.8744,-0.7540,-0.6270,0.1335,0.2605,0.4759,0.4211,0.5502,-0.0548,0.0743,0.8327,0.9618,-2.4095,-2.5385,-1.7832,0.8875,0.8157,0.2223,0.1597,0.1601
7.8333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.7825,-0.6555,-0.9192,-0.7566,-0.6296,0.1355,0.2625,0.4380,0.4460,0.5750,0.0097,0.1389,0.9018,1.0308,-2.4177,-2.5467,-1.7794,0.8921,0.8134,0.2091,0.1597,0.1601
7.9167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8204,-0.6933,-0.9583,-0.7590,-0.6319,0.1371,0.2641,0.4023,0.4677,0.5967,0.0667,0.1958,0.9628,1.0918,-2.4257,-2.5547,-1.7750,0.8960,0.8112,0.1975,0.1596,0.1601
8.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8549,-0.7278,-0.9927,-0.7609,-0.6338,0.1378,0.2648,0.3693,0.4840,0.6130,0.1146,0.2437,1.0133,1.1423,-2.4329,-2.5619,-1.7696,0.8986,0.8091,0.1871,0.1596,0.1601
8.0833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8851,-0.7580,-1.0228,-0.7625,-0.6354,0.1379,0.2650,0.3407,0.4964,0.6255,0.1551,0.2842,1.0554,1.1844,-2.4380,-2.5670,-1.7632,0.9004,0.8076,0.1778,0.1596,0.1601
8.1667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9104,-0.7833,-1.0483,-0.7640,-0.6370,0.1380,0.2651,0.3172,0.5075,0.6366,0.1901,0.3191,1.0921,1.2211,-2.4412,-2.5703,-1.7566,0.9020,0.8068,0.1695,0.1595,0.1600
8.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9317,-0.8046,-1.0696,-0.7654,-0.6384,0.1379,0.2650,0.2974,0.5164,0.6455,0.2190,0.3480,1.1223,1.2514,-2.4440,-2.5731,-1.7505,0.9033,0.8064,0.1623,0.1595,0.1600
8.3333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9498,-0.8227,-1.0874,-0.7667,-0.6397,0.1377,0.2648,0.2807,0.5236,0.6527,0.2428,0.3718,1.1472,1.2763,-2.4463,-2.5754,-1.7451,0.9044,0.8063,0.1560,0.1595,0.1600
8.4167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9643,-0.8372,-1.1018,-0.7679,-0.6409,0.1374,0.2646,0.2674,0.5298,0.6588,0.2623,0.3913,1.1677,1.2967,-2.4472,-2.5763,-1.7402,0.9054,0.8066,0.1506,0.1594,0.1599
8.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9752,-0.8481,-1.1123,-0.7690,-0.6420,0.1371,0.2642,0.2577,0.5343,0.6633,0.2766,0.4056,1.1828,1.3118,-2.4473,-2.5763,-1.7358,0.9062,0.8073,0.1461,0.1594,0.1599
6.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3070,-0.1800,-0.1335,-0.5325,-0.4054,-0.1712,-0.0441,0.6895,-1.2235,-1.0946,-1.9134,-1.7843,-1.5536,-1.4247,nan,nan,-1.2656,0.3594,0.6965,0.4690,0.1606,0.1603
6.5833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3060,-0.1790,-0.1669,-0.5410,-0.4140,-0.1365,-0.0094,0.6990,-1.0682,-0.9392,-1.7674,-1.6383,-1.3645,-1.2355,nan,nan,-1.3230,0.4026,0.7081,0.4554,0.1605,0.1602
6.6667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3081,-0.1811,-0.2031,-0.5497,-0.4227,-0.1023,0.0248,0.7053,-0.9171,-0.7881,-1.6226,-1.4934,-1.1768,-1.0478,nan,nan,-1.3791,0.4456,0.7187,0.4415,0.1604,0.1602
6.7500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3128,-0.1858,-0.2421,-0.5585,-0.4315,-0.0682,0.0589,0.7092,-0.7691,-0.6401,-1.4786,-1.3495,-0.9901,-0.8611,nan,nan,-1.4345,0.4883,0.7281,0.4274,0.1604,0.1602
6.8333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3205,-0.1934,-0.2837,-0.5674,-0.4404,-0.0345,0.0926,0.7103,-0.6254,-0.4964,-1.3359,-1.2069,-0.8050,-0.6760,nan,nan,-1.4886,0.5308,0.7365,0.4130,0.1603,0.1602
6.9167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3320,-0.2049,-0.3280,-0.5764,-0.4493,-0.0015,0.1255,0.7075,-0.4875,-0.3585,-1.1952,-1.0661,-0.6223,-0.4933,nan,nan,-1.5409,0.5727,0.7436,0.3983,0.1603,0.1602
7.0000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3474,-0.2203,-0.3758,-0.5853,-0.4583,0.0309,0.1579,0.7013,-0.3544,-0.2254,-1.0559,-0.9269,-0.4415,-0.3125,nan,nan,-1.5918,0.6143,0.7495,0.3833,0.1603,0.1602
7.0833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3674,-0.2403,-0.4263,-0.5943,-0.4672,0.0607,0.1877,0.6905,-0.2306,-0.1016,-0.9212,-0.7923,-0.2680,-0.1390,nan,nan,-1.6392,0.6532,0.7543,0.3679,0.1602,0.1601
7.1667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3931,-0.2661,-0.4787,-0.6032,-0.4761,0.0865,0.2134,0.6735,-0.1199,0.0091,-0.7933,-0.6643,-0.1055,0.0236,nan,nan,-1.6810,0.6878,0.7575,0.3521,0.1602,0.1601
7.2500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.4261,-0.2991,-0.5330,-0.6120,-0.4849,0.1089,0.2359,0.6494,-0.0205,0.1085,-0.6701,-0.5411,0.0493,0.1783,-2.4435,-2.5726,-1.7185,0.7193,0.7588,0.3358,0.1602,0.1601
7.3333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.4642,-0.3372,-0.5892,-0.6200,-0.4929,0.1282,0.2552,0.6196,0.0674,0.1964,-0.5538,-0.4247,0.1934,0.3224,-2.4571,-2.5861,-1.7507,0.7471,0.7586,0.3189,0.1601,0.1601
7.4167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.5046,-0.3775,-0.6464,-0.6266,-0.4994,0.1440,0.2710,0.5862,0.1415,0.2705,-0.4469,-0.3179,0.3229,0.4519,-2.4752,-2.6042,-1.7761,0.7698,0.7570,0.3017,0.1601,0.1601
7.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.5471,-0.4200,-0.7029,-0.6319,-0.5048,0.1564,0.2834,0.5489,0.2010,0.3301,-0.3481,-0.2191,0.4395,0.5685,-2.4896,-2.6186,-1.7945,0.7876,0.7536,0.2847,0.1601,0.1601
7.5833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.5918,-0.4647,-0.7576,-0.6364,-0.5094,0.1665,0.2935,0.5083,0.2502,0.3793,-0.2574,-0.1284,0.5448,0.6738,-2.5039,-2.6329,-1.8080,0.8020,0.7490,0.2680,0.1601,0.1600
7.6667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.6375,-0.5105,-0.8108,-0.6402,-0.5132,0.1751,0.3021,0.4666,0.2916,0.4207,-0.1759,-0.0469,0.6382,0.7673,-2.5222,-2.6512,-1.8173,0.8140,0.7442,0.2517,0.1601,0.1600
7.7500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.6819,-0.5549,-0.8624,-0.6430,-0.5160,0.1816,0.3085,0.4261,0.3225,0.4516,-0.1038,0.0253,0.7188,0.8479,-2.5370,-2.6660,-1.8210,0.8226,0.7396,0.2357,0.1600,0.1599
7.8333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.7235,-0.5965,-0.9100,-0.6454,-0.5184,0.1864,0.3134,0.3879,0.3467,0.4757,-0.0395,0.0896,0.7895,0.9186,-2.5483,-2.6773,-1.8212,0.8290,0.7351,0.2209,0.1600,0.1599
7.9167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.7620,-0.6350,-0.9517,-0.6477,-0.5206,0.1906,0.3176,0.3517,0.3678,0.4968,0.0172,0.1464,0.8521,0.9811,-2.5599,-2.6889,-1.8203,0.8347,0.7306,0.2079,0.1600,0.1599
8.0000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.7976,-0.6705,-0.9888,-0.6496,-0.5225,0.1937,0.3207,0.3178,0.3834,0.5124,0.0651,0.1942,0.9041,1.0331,-2.5702,-2.6992,-1.8172,0.8389,0.7264,0.1962,0.1599,0.1599
8.0833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.8288,-0.7017,-1.0215,-0.6513,-0.5242,0.1960,0.3231,0.2883,0.3953,0.5243,0.1057,0.2348,0.9478,1.0768,-2.5777,-2.7067,-1.8125,0.8422,0.7230,0.1857,0.1599,0.1599
8.1667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.8550,-0.7279,-1.0493,-0.6529,-0.5259,0.1979,0.3250,0.2641,0.4060,0.5351,0.1410,0.2700,0.9860,1.1151,-2.5830,-2.7121,-1.8078,0.8451,0.7208,0.1766,0.1598,0.1598
8.2500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.8774,-0.7503,-1.0727,-0.6545,-0.5275,0.1989,0.3261,0.2436,0.4147,0.5438,0.1703,0.2993,1.0177,1.1468,-2.5877,-2.7168,-1.8033,0.8476,0.7193,0.1688,0.1598,0.1598
8.3333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.8965,-0.7694,-1.0924,-0.6561,-0.5291,0.1992,0.3263,0.2261,0.4218,0.5509,0.1945,0.3235,1.0440,1.1731,-2.5916,-2.7206,-1.7990,0.8498,0.7183,0.1620,0.1597,0.1597
8.4167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.9121,-0.7850,-1.1085,-0.6576,-0.5306,0.1987,0.3258,0.2122,0.4281,0.5571,0.2145,0.3435,1.0659,1.1950,-2.5937,-2.7227,-1.7946,0.8517,0.7179,0.1562,0.1597,0.1597
8.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.9240,-0.7969,-1.1205,-0.6591,-0.5321,0.1975,0.3246,0.2020,0.4329,0.5619,0.2293,0.3583,1.0823,1.2114,-2.5946,-2.7236,-1.7904,0.8533,0.7182,0.1516,0.1597,0.1596
6.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2817,-0.1547,-0.1380,-0.4201,-0.2930,-0.1409,-0.0138,0.6047,-1.3593,-1.2303,-1.9648,-1.8358,-1.6880,-1.5591,nan,nan,-1.2598,0.2764,0.6110,0.4684,0.1610,0.1601
6.5833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2800,-0.1529,-0.1701,-0.4282,-0.3011,-0.1067,0.0203,0.6145,-1.2049,-1.0759,-1.8200,-1.6909,-1.5012,-1.3722,nan,nan,-1.3173,0.3186,0.6226,0.4560,0.1609,0.1601
6.6667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2812,-0.1542,-0.2051,-0.4364,-0.3093,-0.0727,0.0544,0.6212,-1.0544,-0.9254,-1.6761,-1.5470,-1.3153,-1.1863,nan,nan,-1.3742,0.3607,0.6331,0.4432,0.1608,0.1600
6.7500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2848,-0.1577,-0.2429,-0.4445,-0.3175,-0.0387,0.0884,0.6257,-0.9066,-0.7776,-1.5330,-1.4039,-1.1301,-1.0011,nan,nan,-1.4307,0.4027,0.6425,0.4302,0.1607,0.1600
6.8333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2911,-0.1641,-0.2834,-0.4527,-0.3257,-0.0048,0.1223,0.6274,-0.7630,-0.6340,-1.3909,-1.2619,-0.9462,-0.8172,nan,nan,-1.4865,0.4446,0.6506,0.4167,0.1607,0.1600
6.9167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3012,-0.1741,-0.3268,-0.4610,-0.3339,0.0288,0.1559,0.6254,-0.6247,-0.4956,-1.2505,-1.1215,-0.7641,-0.6351,nan,nan,-1.5412,0.4864,0.6575,0.4029,0.1607,0.1600
7.0000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3148,-0.1877,-0.3736,-0.4692,-0.3422,0.0623,0.1893,0.6202,-0.4907,-0.3617,-1.1114,-0.9824,-0.5834,-0.4544,nan,nan,-1.5952,0.5279,0.6632,0.3887,0.1606,0.1600
7.0833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3326,-0.2056,-0.4231,-0.4774,-0.3504,0.0935,0.2205,0.6107,-0.3656,-0.2366,-0.9767,-0.8478,-0.4094,-0.2804,nan,nan,-1.6462,0.5673,0.6675,0.3741,0.1606,0.1599
7.1667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3563,-0.2293,-0.4748,-0.4855,-0.3585,0.1211,0.2481,0.5952,-0.2533,-0.1243,-0.8487,-0.7196,-0.2457,-0.1167,nan,nan,-1.6926,0.6029,0.6702,0.3590,0.1606,0.1599
7.2500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3867,-0.2597,-0.5293,-0.4936,-0.3665,0.1460,0.2730,0.5729,-0.1517,-0.0227,-0.7250,-0.5960,-0.0891,0.0399,-2.5656,-2.6947,-1.7356,0.6359,0.6709,0.3427,0.1605,0.1599
7.3333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.4223,-0.2952,-0.5862,-0.5009,-0.3738,0.1681,0.2951,0.5449,-0.0617,0.0673,-0.6083,-0.4792,0.0571,0.1862,-2.5819,-2.7109,-1.7738,0.6654,0.6700,0.3255,0.1605,0.1598
7.4167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.4607,-0.3336,-0.6439,-0.5068,-0.3797,0.1867,0.3138,0.5129,0.0139,0.1429,-0.5012,-0.3722,0.1887,0.3177,-2.6031,-2.7321,-1.8052,0.6900,0.6673,0.3082,0.1605,0.1599
7.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.5018,-0.3747,-0.7010,-0.5115,-0.3845,0.2021,0.3292,0.4764,0.0745,0.2036,-0.4023,-0.2733,0.3076,0.4366,-2.6203,-2.7494,-1.8303,0.7099,0.6619,0.2909,0.1604,0.1599
7.5833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.5456,-0.4185,-0.7570,-0.5155,-0.3884,0.2151,0.3422,0.4363,0.1243,0.2533,-0.3118,-0.1828,0.4149,0.5439,-2.6386,-2.7676,-1.8504,0.7266,0.6550,0.2734,0.1604,0.1598
7.6667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.5904,-0.4634,-0.8120,-0.5187,-0.3917,0.2264,0.3534,0.3950,0.1656,0.2946,-0.2309,-0.1018,0.5100,0.6390,-2.6621,-2.7911,-1.8658,0.7407,0.6480,0.2559,0.1604,0.1597
7.7500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.6340,-0.5071,-0.8661,-0.5211,-0.3941,0.2353,0.3623,0.3549,0.1956,0.3247,-0.1596,-0.0306,0.5919,0.7209,-2.6810,-2.8100,-1.8755,0.7515,0.6410,0.2384,0.1604,0.1597
7.8333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.6751,-0.5481,-0.9161,-0.5231,-0.3960,0.2425,0.3695,0.3168,0.2184,0.3474,-0.0965,0.0326,0.6637,0.7927,-2.6961,-2.8251,-1.8815,0.7601,0.6339,0.2221,0.1604,0.1597
7.9167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.7138,-0.5868,-0.9601,-0.5251,-0.3980,0.2487,0.3758,0.2803,0.2381,0.3671,-0.0408,0.0883,0.7272,0.8563,-2.7124,-2.8415,-1.8856,0.7679,0.6269,0.2076,0.1603,0.1597
8.0000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.7500,-0.6229,-0.9997,-0.5269,-0.3998,0.2534,0.3805,0.2459,0.2523,0.3813,0.0059,0.1350,0.7801,0.9091,-2.7265,-2.8555,-1.8864,0.7741,0.6198,0.1943,0.1603,0.1596
8.0833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.7817,-0.6546,-1.0348,-0.5288,-0.4017,0.2569,0.3840,0.2160,0.2627,0.3917,0.0453,0.1744,0.8246,0.9536,-2.7368,-2.8658,-1.8851,0.7792,0.6140,0.1823,0.1602,0.1596
8.1667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8085,-0.6813,-1.0647,-0.5306,-0.4035,0.2597,0.3869,0.1915,0.2722,0.4013,0.0798,0.2088,0.8637,0.9928,-2.7448,-2.8739,-1.8834,0.7840,0.6099,0.1721,0.1601,0.1595
8.2500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8314,-0.7043,-1.0900,-0.5324,-0.4054,0.2617,0.3888,0.1707,0.2800,0.4091,0.1084,0.2374,0.8964,1.0255,-2.7517,-2.8808,-1.8808,0.7881,0.6069,0.1634,0.1601,0.1594
8.3333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8511,-0.7240,-1.1115,-0.5343,-0.4073,0.2629,0.3900,0.1531,0.2865,0.4156,0.1322,0.2612,0.9238,1.0528,-2.7571,-2.8861,-1.8777,0.7917,0.6045,0.1558,0.1600,0.1594
8.4167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8673,-0.7402,-1.1290,-0.5363,-0.4093,0.2635,0.3906,0.1390,0.2924,0.4214,0.1520,0.2809,0.9468,1.0758,-2.7602,-2.8892,-1.8743,0.7949,0.6033,0.1495,0.1599,0.1593
8.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8798,-0.7527,-1.1423,-0.5383,-0.4113,0.2634,0.3905,0.1287,0.2970,0.4261,0.1668,0.2958,0.9644,1.0935,-2.7616,-2.8906,-1.8704,0.7977,0.6031,0.1446,0.1599,0.1592
6.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2738,-0.1468,-0.1613,-0.2942,-0.1671,-0.1125,0.0145,0.4898,-1.5325,-1.4035,-2.0223,-1.8933,-1.8407,-1.7117,nan,nan,-1.2504,0.1816,0.4953,0.4508,0.1613,0.1599
6.5833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2709,-0.1439,-0.1916,-0.3021,-0.1750,-0.0791,0.0480,0.5004,-1.3785,-1.2496,-1.8789,-1.7499,-1.6559,-1.5269,nan,nan,-1.3092,0.2230,0.5076,0.4401,0.1612,0.1599
6.6667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2708,-0.1437,-0.2250,-0.3099,-0.1828,-0.0454,0.0817,0.5083,-1.2281,-1.0991,-1.7362,-1.6072,-1.4718,-1.3428,nan,nan,-1.3675,0.2646,0.5186,0.4290,0.1611,0.1598
6.7500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2728,-0.1457,-0.2612,-0.3177,-0.1906,-0.0117,0.1154,0.5139,-1.0802,-0.9512,-1.5940,-1.4650,-1.2880,-1.1590,nan,nan,-1.4256,0.3061,0.5285,0.4175,0.1611,0.1598
6.8333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2775,-0.1503,-0.3002,-0.3254,-0.1983,0.0223,0.1494,0.5168,-0.9360,-0.8070,-1.4528,-1.3238,-1.1050,-0.9761,nan,nan,-1.4832,0.3478,0.5370,0.4055,0.1611,0.1598
6.9167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2855,-0.1584,-0.3423,-0.3331,-0.2060,0.0567,0.1837,0.5162,-0.7967,-0.6677,-1.3128,-1.1838,-0.9233,-0.7943,nan,nan,-1.5400,0.3897,0.5442,0.3930,0.1610,0.1597
7.0000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2968,-0.1697,-0.3876,-0.3407,-0.2137,0.0908,0.2178,0.5127,-0.6613,-0.5322,-1.1739,-1.0449,-0.7424,-0.6134,nan,nan,-1.5963,0.4315,0.5502,0.3801,0.1610,0.1597
7.0833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3121,-0.1851,-0.4355,-0.3483,-0.2213,0.1230,0.2500,0.5051,-0.5343,-0.4052,-1.0393,-0.9102,-0.5678,-0.4387,nan,nan,-1.6500,0.4714,0.5548,0.3667,0.1610,0.1597
7.1667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3331,-0.2060,-0.4859,-0.3558,-0.2288,0.1525,0.2795,0.4916,-0.4196,-0.2906,-0.9110,-0.7819,-0.4026,-0.2736,nan,nan,-1.6997,0.5083,0.5574,0.3525,0.1609,0.1596
7.2500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3604,-0.2333,-0.5402,-0.3632,-0.2361,0.1799,0.3069,0.4718,-0.3150,-0.1860,-0.7869,-0.6578,-0.2438,-0.1147,-2.7048,-2.8338,-1.7466,0.5431,0.5581,0.3373,0.1609,0.1596
7.3333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3927,-0.2656,-0.5973,-0.3699,-0.2428,0.2047,0.3318,0.4465,-0.2221,-0.0931,-0.6697,-0.5406,-0.0951,0.0340,-2.7236,-2.8526,-1.7892,0.5746,0.5569,0.3210,0.1609,0.1596
7.4167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.4284,-0.3013,-0.6548,-0.3752,-0.2481,0.2261,0.3532,0.4166,-0.1444,-0.0154,-0.5624,-0.4334,0.0389,0.1679,-2.7476,-2.8766,-1.8253,0.6014,0.5534,0.3038,0.1608,0.1596
7.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.4676,-0.3405,-0.7120,-0.3792,-0.2522,0.2444,0.3715,0.3814,-0.0821,0.0469,-0.4635,-0.3345,0.1602,0.2892,-2.7676,-2.8967,-1.8556,0.6237,0.5466,0.2862,0.1608,0.1596
7.5833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.5099,-0.3828,-0.7688,-0.3824,-0.2553,0.2604,0.3874,0.3421,-0.0313,0.0977,-0.3732,-0.2443,0.2698,0.3987,-2.7903,-2.9193,-1.8809,0.6429,0.5377,0.2680,0.1608,0.1595
7.6667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.5534,-0.4263,-0.8253,-0.3850,-0.2579,0.2743,0.4013,0.3017,0.0100,0.1390,-0.2932,-0.1642,0.3664,0.4954,-2.8197,-2.9487,-1.9011,0.6594,0.5283,0.2493,0.1607,0.1595
7.7500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.5956,-0.4686,-0.8814,-0.3870,-0.2599,0.2858,0.4128,0.2624,0.0389,0.1679,-0.2235,-0.0945,0.4493,0.5783,-2.8431,-2.9721,-1.9154,0.6727,0.5187,0.2310,0.1607,0.1594
7.8333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.6357,-0.5087,-0.9336,-0.3886,-0.2615,0.2956,0.4226,0.2248,0.0599,0.1889,-0.1622,-0.0331,0.5218,0.6508,-2.8626,-2.9916,-1.9257,0.6840,0.5087,0.2136,0.1607,0.1594
7.9167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.6741,-0.5471,-0.9796,-0.3901,-0.2630,0.3042,0.4312,0.1884,0.0778,0.2068,-0.1084,0.0207,0.5859,0.7150,-2.8846,-3.0136,-1.9336,0.6942,0.4985,0.1973,0.1606,0.1594
8.0000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7104,-0.5833,-1.0215,-0.3918,-0.2647,0.3111,0.4382,0.1538,0.0899,0.2189,-0.0639,0.0652,0.6390,0.7681,-2.9031,-3.0321,-1.9376,0.7029,0.4886,0.1820,0.1606,0.1593
8.0833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7424,-0.6152,-1.0589,-0.3937,-0.2666,0.3167,0.4438,0.1238,0.0982,0.2272,-0.0266,0.1025,0.6838,0.8128,-2.9165,-3.0455,-1.9390,0.7104,0.4802,0.1684,0.1605,0.1592
8.1667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7692,-0.6421,-1.0907,-0.3957,-0.2687,0.3216,0.4487,0.0995,0.1058,0.2348,0.0061,0.1352,0.7235,0.8525,-2.9276,-3.0566,-1.9396,0.7173,0.4738,0.1569,0.1604,0.1591
8.2500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7923,-0.6652,-1.1178,-0.3979,-0.2709,0.3255,0.4526,0.0789,0.1122,0.2412,0.0333,0.1623,0.7568,0.8858,-2.9369,-3.0659,-1.9388,0.7235,0.4686,0.1470,0.1603,0.1590
8.3333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.8123,-0.6852,-1.1409,-0.4003,-0.2733,0.3286,0.4557,0.0614,0.1177,0.2467,0.0559,0.1849,0.7849,0.9139,-2.9437,-3.0727,-1.9370,0.7289,0.4647,0.1385,0.1602,0.1589
8.4167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.8287,-0.7016,-1.1598,-0.4028,-0.2758,0.3310,0.4581,0.0477,0.1228,0.2519,0.0750,0.2039,0.8089,0.9379,-2.9476,-3.0766,-1.9346,0.7339,0.4624,0.1316,0.1601,0.1588
8.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.8415,-0.7144,-1.1742,-0.4055,-0.2785,0.3327,0.4598,0.0377,0.1271,0.2562,0.0894,0.2184,0.8276,0.9567,-2.9491,-3.0781,-1.9313,0.7382,0.4616,0.1263,0.1600,0.1587
6.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2906,-0.1636,-0.1986,-0.1836,-0.0565,-0.0937,0.0333,0.3654,-1.7209,-1.5919,-2.0857,-1.9567,-1.9943,-1.8652,nan,nan,-1.2332,0.0916,0.3702,0.4179,0.1615,0.1596
