Sat 4 Jul 2015 11:00:33 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk60
Run: sph,two,LPk=6.0,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   6.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.0975, -0.9704, -0.5093, -1.1534, -1.0264, -0.5882, -0.4611,  0.5190, -1.3606, -1.2316, -1.8797, -1.7506, -1.3144, -1.1854, -2.0184, -2.1474, -1.3288,  0.5652,  0.5267,  0.1003,  0.1437,  0.1431
   6.7500,  8.0610,  7.9510,  6.8210,  5.3210, -1.0878, -0.9608, -0.6128, -1.2045, -1.0774, -0.4750, -0.3479,  0.5784, -0.8525, -0.7235, -1.4309, -1.3019, -0.7014, -0.5724, -1.9687, -2.0977, -1.5302,  0.7295,  0.5995,  0.0698,  0.1434,  0.1437
   7.0000,  8.0610,  7.9510,  6.8210,  5.3210, -1.1102, -0.9831, -0.7344, -1.2648, -1.1377, -0.3758, -0.2487,  0.6148, -0.3788, -0.2498, -0.9936, -0.8646, -0.1046,  0.0244, -1.9250, -2.0540, -1.7177,  0.8890,  0.6704,  0.0456,  0.1432,  0.1442
   7.2500,  8.0610,  7.9510,  6.8210,  5.3210, -1.1824, -1.0553, -0.8722, -1.3305, -1.2034, -0.3102, -0.1832,  0.6065,  0.0193,  0.1483, -0.5872, -0.4582,  0.4330,  0.5621, -1.8905, -2.0195, -1.8699,  1.0203,  0.7363,  0.0277,  0.1432,  0.1448
   7.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.3019, -1.1748, -1.0198, -1.3846, -1.2575, -0.2821, -0.1550,  0.5393,  0.3086,  0.4376, -0.2308, -0.1017,  0.8717,  1.0007, -1.8655, -1.9946, -1.9652,  1.1024,  0.7925,  0.0143,  0.1433,  0.1452
   7.7500,  8.0610,  7.9510,  6.8210,  5.3210, -1.4442, -1.3171, -1.1649, -1.4162, -1.2891, -0.2793, -0.1522,  0.4272,  0.4917,  0.6208,  0.0645,  0.1936,  1.2014,  1.3305, -1.8472, -1.9763, -2.0014,  1.1369,  0.8357,  0.0028,  0.1433,  0.1454
   8.0000,  8.0610,  7.9510,  6.8210,  5.3210, -1.5771, -1.4501, -1.2906, -1.4288, -1.3018, -0.2866, -0.1595,  0.3057,  0.5970,  0.7261,  0.2913,  0.4203,  1.4336,  1.5626, -1.8332, -1.9622, -1.9963,  1.1423,  0.8659, -0.0093,  0.1432,  0.1454
   8.2500,  8.0610,  7.9510,  6.8210,  5.3210, -1.6765, -1.5494, -1.3826, -1.4312, -1.3041, -0.2939, -0.1668,  0.2080,  0.6538,  0.7828,  0.4458,  0.5748,  1.5831,  1.7121, -1.8227, -1.9518, -1.9747,  1.1373,  0.8853, -0.0231,  0.1431,  0.1453
   8.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.7372, -1.6101, -1.4388, -1.4302, -1.3032, -0.2984, -0.1713,  0.1459,  0.6830,  0.8120,  0.5371,  0.6661,  1.6690,  1.7980, -1.8157, -1.9447, -1.9543,  1.1319,  0.8968, -0.0370,  0.1428,  0.1450
c
   6.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.6913, -0.5643, -0.2731, -0.9339, -0.8069, -0.4182, -0.2911,  0.7029, -1.3354, -1.2064, -2.0383, -1.9092, -1.5225, -1.3935, -2.1230, -2.2521, -1.3428,  0.5157,  0.7082,  0.3312,  0.1422,  0.1411
   6.7500,  8.3620,  8.2520,  7.1220,  5.6220, -0.6861, -0.5590, -0.3801, -0.9752, -0.8481, -0.3060, -0.1790,  0.7481, -0.8439, -0.7149, -1.5920, -1.4630, -0.9229, -0.7938, -2.0898, -2.2188, -1.5381,  0.6691,  0.7628,  0.2960,  0.1418,  0.1413
   7.0000,  8.3620,  8.2520,  7.1220,  5.6220, -0.7101, -0.5830, -0.5091, -1.0239, -0.8968, -0.2010, -0.0740,  0.7717, -0.3839, -0.2549, -1.1556, -1.0266, -0.3327, -0.2037, -2.0663, -2.1953, -1.7234,  0.8229,  0.8107,  0.2634,  0.1417,  0.1416
   7.2500,  8.3620,  8.2520,  7.1220,  5.6220, -0.7814, -0.6543, -0.6593, -1.0804, -0.9533, -0.1220,  0.0051,  0.7559,  0.0082,  0.1373, -0.7477, -0.6186,  0.2107,  0.3397, -2.0567, -2.1858, -1.8808,  0.9584,  0.8495,  0.2328,  0.1416,  0.1417
   7.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.9017, -0.7747, -0.8246, -1.1317, -1.0046, -0.0771,  0.0500,  0.6862,  0.2975,  0.4265, -0.3887, -0.2597,  0.6659,  0.7949, -2.0618, -2.1908, -1.9891,  1.0546,  0.8765,  0.2028,  0.1414,  0.1417
   7.7500,  8.3620,  8.2520,  7.1220,  5.6220, -1.0492, -0.9221, -0.9900, -1.1655, -1.0384, -0.0593,  0.0678,  0.5722,  0.4803,  0.6094, -0.0919,  0.0372,  1.0144,  1.1434, -2.0733, -2.2023, -2.0405,  1.1062,  0.8922,  0.1739,  0.1413,  0.1415
   8.0000,  8.3620,  8.2520,  7.1220,  5.6220, -1.1919, -1.0648, -1.1355, -1.1823, -1.0552, -0.0564,  0.0707,  0.4462,  0.5845,  0.7136,  0.1383,  0.2673,  1.2642,  1.3932, -2.0825, -2.2115, -2.0470,  1.1259,  0.9012,  0.1485,  0.1411,  0.1412
   8.2500,  8.3620,  8.2520,  7.1220,  5.6220, -1.3042, -1.1772, -1.2454, -1.1889, -1.0618, -0.0588,  0.0683,  0.3404,  0.6410,  0.7701,  0.3006,  0.4296,  1.4307,  1.5597, -2.0865, -2.2155, -2.0309,  1.1301,  0.9074,  0.1274,  0.1407,  0.1408
   8.5000,  8.3620,  8.2520,  7.1220,  5.6220, -1.3773, -1.2503, -1.3156, -1.1913, -1.0642, -0.0618,  0.0653,  0.2696,  0.6715,  0.8005,  0.4018,  0.5308,  1.5313,  1.6603, -2.0865, -2.2155, -2.0108,  1.1295,  0.9126,  0.1107,  0.1401,  0.1401
c
   6.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2725, -0.1454, -0.1207, -0.4584, -0.3313, -0.1518, -0.0247,  0.6503, -1.6093, -1.4803, -2.2596, -2.1306, -1.9530, -1.8240, -2.4918, -2.6208, -1.2900,  0.3066,  0.6535,  0.4812,  0.1367,  0.1331
   6.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2746, -0.1475, -0.2262, -0.4844, -0.3573, -0.0484,  0.0786,  0.6737, -1.1486, -1.0196, -1.8223, -1.6933, -1.3863, -1.2573, -2.4791, -2.6081, -1.4728,  0.4360,  0.6824,  0.4427,  0.1361,  0.1328
   7.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2986, -0.1715, -0.3550, -0.5159, -0.3889,  0.0564,  0.1835,  0.6810, -0.7098, -0.5808, -1.3907, -1.2617, -0.8184, -0.6893, -2.4744, -2.6034, -1.6547,  0.5724,  0.7041,  0.4042,  0.1356,  0.1325
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.3589, -0.2319, -0.5070, -0.5571, -0.4301,  0.1481,  0.2752,  0.6617, -0.3215, -0.1924, -0.9832, -0.8542, -0.2780, -0.1489, -2.4843, -2.6134, -1.8254,  0.7052,  0.7186,  0.3658,  0.1352,  0.1320
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.4635, -0.3365, -0.6794, -0.6011, -0.4740,  0.2158,  0.3429,  0.6015, -0.0214,  0.1077, -0.6228, -0.4938,  0.1941,  0.3231, -2.5174, -2.6464, -1.9667,  0.8169,  0.7223,  0.3250,  0.1347,  0.1313
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5989, -0.4718, -0.8596, -0.6350, -0.5079,  0.2607,  0.3878,  0.5007,  0.1722,  0.3012, -0.3285, -0.1995,  0.5672,  0.6963, -2.5685, -2.6975, -2.0624,  0.8957,  0.7133,  0.2810,  0.1339,  0.1302
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.7363, -0.6092, -1.0259, -0.6558, -0.5287,  0.2896,  0.4167,  0.3850,  0.2801,  0.4091, -0.1049,  0.0241,  0.8404,  0.9695, -2.6185, -2.7475, -2.1113,  0.9454,  0.6982,  0.2390,  0.1327,  0.1288
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.8501, -0.7230, -1.1572, -0.6690, -0.5420,  0.3071,  0.4342,  0.2851,  0.3387,  0.4677,  0.0536,  0.1826,  1.0297,  1.1588, -2.6523, -2.7813, -2.1244,  0.9762,  0.6870,  0.2059,  0.1309,  0.1268
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.9290, -0.8019, -1.2453, -0.6796, -0.5525,  0.3164,  0.4434,  0.2172,  0.3752,  0.5043,  0.1581,  0.2871,  1.1540,  1.2831, -2.6667, -2.7958, -2.1163,  0.9960,  0.6851,  0.1845,  0.1282,  0.1237
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.1378, -0.0108, -0.2082,  0.0810,  0.2081,  0.0704,  0.1975,  0.2563, -2.0799, -1.9508, -2.3362, -2.2072, -2.3468, -2.2178, -3.0293, -3.1583, -1.1595, -0.0106,  0.2590,  0.4050,  0.1259,  0.1190
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.1374, -0.0104, -0.3002,  0.0618,  0.1889,  0.1628,  0.2898,  0.2754, -1.6381, -1.5090, -1.9134, -1.7844, -1.8125, -1.6834, -3.0244, -3.1535, -1.3369,  0.1010,  0.2824,  0.3766,  0.1251,  0.1182
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.1576, -0.0306, -0.4170,  0.0409,  0.1679,  0.2594,  0.3865,  0.2759, -1.2176, -1.0885, -1.4934, -1.3644, -1.2749, -1.1459, -3.0294, -3.1584, -1.5151,  0.2186,  0.2942,  0.3450,  0.1243,  0.1173
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.2083, -0.0812, -0.5578,  0.0138,  0.1408,  0.3495,  0.4765,  0.2524, -0.8437, -0.7146, -1.0960, -0.9670, -0.7603, -0.6313, -3.0534, -3.1825, -1.6851,  0.3357,  0.2969,  0.3109,  0.1234,  0.1162
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2979, -0.1709, -0.7213, -0.0147,  0.1123,  0.4234,  0.5504,  0.1917, -0.5573, -0.4283, -0.7491, -0.6200, -0.3110, -0.1819, -3.1155, -3.2445, -1.8264,  0.4381,  0.2851,  0.2704,  0.1223,  0.1146
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.4165, -0.2895, -0.8991, -0.0347,  0.0923,  0.4826,  0.6097,  0.0942, -0.3901, -0.2611, -0.4843, -0.3553,  0.0330,  0.1620, -3.2170, -3.3460, -1.9207,  0.5173,  0.2529,  0.2195,  0.1206,  0.1121
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.5345, -0.4075, -1.0679, -0.0492,  0.0778,  0.5334,  0.6604, -0.0078, -0.3236, -0.1946, -0.3158, -0.1868,  0.2668,  0.3958, -3.3166, -3.4456, -1.9753,  0.5826,  0.2098,  0.1641,  0.1175,  0.1084
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.6249, -0.4978, -1.1991, -0.0690,  0.0580,  0.5742,  0.7013, -0.0770, -0.2999, -0.1709, -0.2230, -0.0939,  0.4203,  0.5493, -3.3664, -3.4954, -2.0102,  0.6433,  0.1796,  0.1192,  0.1117,  0.1020
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.6783, -0.5512, -1.2804, -0.0963,  0.0308,  0.6021,  0.7292, -0.1025, -0.2659, -0.1368, -0.1634, -0.0344,  0.5350,  0.6641, -3.3599, -3.4889, -2.0368,  0.6984,  0.1817,  0.0976,  0.1013,  0.0906
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.1642, -0.0371, -0.3776,  0.4889,  0.6159,  0.2134,  0.3405, -0.1691, -2.4061, -2.2771, -2.2370, -2.1080, -2.5125, -2.3834,    -inf,    -inf, -1.0118, -0.2755, -0.1658,  0.2563,  0.1146,  0.1053
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.1660, -0.0389, -0.4633,  0.4758,  0.6029,  0.2973,  0.4243, -0.1587, -1.9860, -1.8570, -1.8273, -1.6983, -2.0059, -1.8768,    -inf,    -inf, -1.1770, -0.1786, -0.1501,  0.2351,  0.1134,  0.1038
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.1951, -0.0680, -0.5795,  0.4667,  0.5938,  0.3844,  0.5115, -0.1790, -1.5992, -1.4702, -1.4203, -1.2912, -1.5026, -1.3735, -3.5393, -3.6684, -1.3367, -0.0823, -0.1573,  0.2044,  0.1121,  0.1021
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.2599, -0.1328, -0.7254,  0.4599,  0.5870,  0.4655,  0.5925, -0.2366, -1.2778, -1.1488, -1.0412, -0.9122, -1.0356, -0.9066, -3.6122, -3.7412, -1.4766,  0.0055, -0.1865,  0.1636,  0.1105,  0.0998
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.3662, -0.2391, -0.9004,  0.4601,  0.5872,  0.5343,  0.6613, -0.3420, -1.0763, -0.9473, -0.7343, -0.6052, -0.6601, -0.5311, -3.7524, -3.8814, -1.5733,  0.0741, -0.2457,  0.1060,  0.1084,  0.0965
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.4919, -0.3649, -1.0906,  0.4619,  0.5890,  0.5987,  0.7258, -0.4676, -1.0209, -0.8919, -0.5533, -0.4242, -0.4165, -0.2875, -3.9217, -4.0507, -1.6314,  0.1368, -0.3288,  0.0308,  0.1053,  0.0925
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.5918, -0.4647, -1.2570,  0.4438,  0.5708,  0.6652,  0.7923, -0.5469, -1.0465, -0.9175, -0.4996, -0.3705, -0.2781, -0.1491, -3.9953, -4.1243, -1.6884,  0.2215, -0.3928, -0.0410,  0.0995,  0.0861
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.6408, -0.5137, -1.3632,  0.4021,  0.5292,  0.7224,  0.8494, -0.5525, -1.0371, -0.9081, -0.4847, -0.3556, -0.1644, -0.0354, -3.9436, -4.0726, -1.7523,  0.3203, -0.3938, -0.0787,  0.0877,  0.0730
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.6445, -0.5175, -1.4057,  0.3487,  0.4758,  0.7612,  0.8882, -0.5026, -0.9320, -0.8029, -0.4294, -0.3003, -0.0169,  0.1121, -3.8422, -3.9712, -1.8115,  0.4124, -0.3263, -0.0685,  0.0660,  0.0488
