Sat 4 Jul 2015 12:00:55 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk70
Run: sph,two,LPk=7.0,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.3152, -0.1881, -0.5241, -0.5384, -0.4113,  0.2089,  0.3360,  0.6846, -0.2515, -0.1224, -0.9360, -0.8070, -0.1888, -0.0597, -2.4270, -2.5560, -1.8024,  0.7473,  0.7475,  0.3843, -0.0160, -0.0359
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.4175, -0.2904, -0.6977, -0.5874, -0.4604,  0.2802,  0.4072,  0.6314,  0.0642,  0.1933, -0.5672, -0.4382,  0.3004,  0.4295, -2.4472, -2.5762, -1.9545,  0.8676,  0.7664,  0.3532, -0.0182, -0.0384
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5531, -0.4260, -0.8828, -0.6286, -0.5015,  0.3298,  0.4568,  0.5374,  0.2814,  0.4105, -0.2560, -0.1269,  0.7024,  0.8314, -2.4808, -2.6098, -2.0665,  0.9584,  0.7796,  0.3206, -0.0213, -0.0422
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.6989, -0.5719, -1.0633, -0.6569, -0.5298,  0.3644,  0.4914,  0.4203,  0.4161,  0.5451, -0.0043,  0.1248,  1.0170,  1.1460, -2.5137, -2.6428, -2.1334,  1.0212,  0.7882,  0.2893, -0.0261, -0.0476
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.8322, -0.7051, -1.2206, -0.6756, -0.5485,  0.3884,  0.5155,  0.3062,  0.4989,  0.6279,  0.1927,  0.3217,  1.2567,  1.3858, -2.5341, -2.6631, -2.1583,  1.0640,  0.7973,  0.2640, -0.0338, -0.0561
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.9362, -0.8091, -1.3407, -0.6889, -0.5619,  0.4046,  0.5316,  0.2157,  0.5550,  0.6840,  0.3393,  0.4684,  1.4328,  1.5619, -2.5378, -2.6669, -2.1489,  1.0935,  0.8112,  0.2474, -0.0466, -0.0705
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.0283,  0.0988, -0.1633,  0.0719,  0.1990,  0.1350,  0.2621,  0.3705, -1.9366, -1.8076, -2.3072, -2.1781, -2.2441, -2.1150, -2.9011, -3.0301, -1.1263,  0.0631,  0.3734,  0.4606, -0.0523, -0.0807
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.0298,  0.0972, -0.2620,  0.0533,  0.1804,  0.2321,  0.3592,  0.3873, -1.4913, -1.3623, -1.8785, -1.7495, -1.6997, -1.5707, -2.8932, -3.0222, -1.3091,  0.1788,  0.3949,  0.4331, -0.0557, -0.0836
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.0481,  0.0790, -0.3815,  0.0302,  0.1573,  0.3334,  0.4605,  0.3919, -1.0617, -0.9327, -1.4536, -1.3245, -1.1504, -1.0214, -2.8885, -3.0176, -1.4953,  0.3032,  0.4120,  0.4077, -0.0586, -0.0861
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.0916,  0.0354, -0.5198, -0.0039,  0.1232,  0.4282,  0.5552,  0.3824, -0.6665, -0.5375, -1.0489, -0.9199, -0.6168, -0.4878, -2.8896, -3.0186, -1.6784,  0.4321,  0.4317,  0.3856, -0.0611, -0.0885
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.1680, -0.0409, -0.6752, -0.0467,  0.0804,  0.5073,  0.6343,  0.3489, -0.3374, -0.2084, -0.6863, -0.5573, -0.1323, -0.0033, -2.9081, -3.0371, -1.8416,  0.5540,  0.4552,  0.3645, -0.0639, -0.0917
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.2705, -0.1434, -0.8422, -0.0862,  0.0409,  0.5717,  0.6988,  0.2862, -0.1013,  0.0277, -0.3875, -0.2585,  0.2704,  0.3994, -2.9496, -3.0787, -1.9662,  0.6579,  0.4769,  0.3414, -0.0681, -0.0968
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.3780, -0.2510, -1.0052, -0.1170,  0.0101,  0.6272,  0.7543,  0.2098,  0.0492,  0.1782, -0.1606, -0.0316,  0.5835,  0.7126, -2.9968, -3.1258, -2.0485,  0.7442,  0.4953,  0.3183, -0.0756, -0.1053
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.4696, -0.3425, -1.1441, -0.1436, -0.0166,  0.6745,  0.8016,  0.1452,  0.1489,  0.2779,  0.0037,  0.1327,  0.8219,  0.9509, -3.0241, -3.1531, -2.0971,  0.8182,  0.5176,  0.3022, -0.0894, -0.1200
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.5334, -0.4063, -1.2466, -0.1696, -0.0425,  0.7132,  0.8403,  0.1072,  0.2306,  0.3596,  0.1234,  0.2524,  1.0062,  1.1352, -3.0174, -3.1465, -2.1207,  0.8828,  0.5525,  0.2995, -0.1127, -0.1444
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970,  0.0372,  0.1643, -0.2482,  0.4272,  0.5543,  0.2854,  0.4125,  0.0869, -2.1452, -2.0162, -2.2321, -2.1031, -2.3739, -2.2448,    -inf,    -inf, -0.9975, -0.1418,  0.0903,  0.3918, -0.0805, -0.1140
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970,  0.0336,  0.1607, -0.3430,  0.4129,  0.5399,  0.3767,  0.5037,  0.0973, -1.7146, -1.5856, -1.8119, -1.6828, -1.8481, -1.7191, -3.2527, -3.3818, -1.1740, -0.0362,  0.1062,  0.3695, -0.0843, -0.1178
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970,  0.0130,  0.1401, -0.4585,  0.3958,  0.5228,  0.4715,  0.5986,  0.0936, -1.3010, -1.1720, -1.3946, -1.2656, -1.3189, -1.1898, -3.2545, -3.3835, -1.3517,  0.0757,  0.1165,  0.3486, -0.0877, -0.1211
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.0301,  0.0969, -0.5914,  0.3695,  0.4965,  0.5612,  0.6883,  0.0767, -0.9210, -0.7920, -0.9978, -0.8687, -0.8060, -0.6770, -3.2616, -3.3907, -1.5226,  0.1918,  0.1318,  0.3307, -0.0907, -0.1243
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.1009,  0.0262, -0.7400,  0.3358,  0.4629,  0.6391,  0.7662,  0.0398, -0.6057, -0.4767, -0.6455, -0.5165, -0.3422, -0.2131, -3.2890, -3.4180, -1.6703,  0.3033,  0.1552,  0.3136, -0.0940, -0.1284
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.1909, -0.0639, -0.8987,  0.3043,  0.4313,  0.7078,  0.8348, -0.0185, -0.3821, -0.2531, -0.3636, -0.2346,  0.0399,  0.1689, -3.3429, -3.4719, -1.7821,  0.4035,  0.1809,  0.2949, -0.0991, -0.1348
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.2782, -0.1512, -1.0494,  0.2758,  0.4028,  0.7711,  0.8982, -0.0770, -0.2386, -0.1096, -0.1616, -0.0326,  0.3337,  0.4628, -3.3968, -3.5258, -1.8604,  0.4954,  0.2081,  0.2781, -0.1088, -0.1453
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.3431, -0.2160, -1.1703,  0.2426,  0.3697,  0.8272,  0.9543, -0.1087, -0.1316, -0.0026, -0.0229,  0.1061,  0.5617,  0.6907, -3.4108, -3.5399, -1.9149,  0.5846,  0.2486,  0.2729, -0.1264, -0.1634
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.3774, -0.2504, -1.2524,  0.2044,  0.3315,  0.8749,  1.0020, -0.1055, -0.0221,  0.1069,  0.0834,  0.2124,  0.7539,  0.8829, -3.3685, -3.4975, -1.9501,  0.6705,  0.3146,  0.2871, -0.1542, -0.1921
