Sat 4 Jul 2015 10:44:19 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk50
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
Resampled with pyqz 0.7.0 (sampling=2) 2015-08-17 17:27:23.995958
Original LogQ:[ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12:[ 7.459  8.061  8.362  8.76   9.061  9.237]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),[NII]/Ha(5),[NII]+/Ha(6),[SII]+/Ha(7),[NII]/[OII]+(8),[NII]+/[OII]+(9),[NII]/[SII]+(10),[NII]+/[SII]+(11),[OII]+/Hb(12),[OIII]/Hb(13),[OIII]+/Hb(14),[OIII]/[OII]+(15),[OIII]+/[OII]+(16),[OIII]/[SII]+(17),[OIII]+/[SII]+(18),4363/[OIII](19),4363/[OIII]+(20),[OI]/[OII]+(21),[OII]+/[SII]+(22),R23(23),S23(24),6716/6731(25),3729/3726(26)
7.5833,7.8603,7.7503,6.6203,5.1203,-1.5696,-1.4426,-1.1832,-1.4774,-1.3503,-0.3963,-0.2692,0.3616,0.2544,0.3834,-0.1040,0.0250,0.9783,1.1073,-1.7810,-1.9100,-1.9070,1.0850,0.6736,-0.1454,0.1573,0.1606
7.6667,7.8603,7.7503,6.6203,5.1203,-1.6042,-1.4772,-1.2161,-1.4845,-1.3573,-0.3968,-0.2697,0.3331,0.3086,0.4376,-0.0231,0.1060,1.0661,1.1951,-1.7724,-1.9014,-1.9131,1.0917,0.6889,-0.1467,0.1573,0.1606
7.7500,7.8603,7.7503,6.6203,5.1203,-1.6386,-1.5116,-1.2461,-1.4886,-1.3614,-0.3980,-0.2709,0.3060,0.3509,0.4799,0.0471,0.1762,1.1388,1.2678,-1.7644,-1.8935,-1.9141,1.0944,0.7021,-0.1480,0.1573,0.1606
7.8333,7.8603,7.7503,6.6203,5.1203,-1.6691,-1.5421,-1.2731,-1.4910,-1.3639,-0.3997,-0.2726,0.2807,0.3850,0.5140,0.1081,0.2372,1.2001,1.3292,-1.7571,-1.8861,-1.9120,1.0946,0.7136,-0.1494,0.1572,0.1606
7.9167,7.8603,7.7503,6.6203,5.1203,-1.6936,-1.5666,-1.2961,-1.4927,-1.3657,-0.4016,-0.2745,0.2569,0.4143,0.5433,0.1605,0.2895,1.2529,1.3820,-1.7505,-1.8795,-1.9094,1.0945,0.7236,-0.1508,0.1571,0.1607
8.0000,7.8603,7.7503,6.6203,5.1203,-1.7141,-1.5870,-1.3150,-1.4934,-1.3664,-0.4031,-0.2760,0.2352,0.4363,0.5653,0.2024,0.3315,1.2941,1.4232,-1.7445,-1.8735,-1.9058,1.0937,0.7316,-0.1524,0.1571,0.1607
8.0833,7.8603,7.7503,6.6203,5.1203,-1.7316,-1.6045,-1.3307,-1.4933,-1.3662,-0.4042,-0.2772,0.2171,0.4529,0.5819,0.2364,0.3654,1.3266,1.4557,-1.7394,-1.8684,-1.9011,1.0924,0.7381,-0.1542,0.1571,0.1607
8.1667,7.8603,7.7503,6.6203,5.1203,-1.7460,-1.6188,-1.3438,-1.4932,-1.3661,-0.4052,-0.2782,0.2028,0.4673,0.5963,0.2652,0.3943,1.3546,1.4836,-1.7349,-1.8639,-1.8962,1.0911,0.7438,-0.1562,0.1571,0.1607
8.2500,7.8603,7.7503,6.6203,5.1203,-1.7574,-1.6303,-1.3544,-1.4929,-1.3658,-0.4060,-0.2789,0.1912,0.4785,0.6075,0.2880,0.4171,1.3766,1.5056,-1.7310,-1.8600,-1.8918,1.0899,0.7483,-0.1580,0.1571,0.1607
8.3333,7.8603,7.7503,6.6203,5.1203,-1.7666,-1.6396,-1.3629,-1.4926,-1.3655,-0.4066,-0.2795,0.1814,0.4871,0.6161,0.3062,0.4353,1.3938,1.5228,-1.7278,-1.8568,-1.8883,1.0890,0.7519,-0.1598,0.1571,0.1606
8.4167,7.8603,7.7503,6.6203,5.1203,-1.7739,-1.6468,-1.3696,-1.4922,-1.3652,-0.4070,-0.2799,0.1738,0.4941,0.6231,0.3207,0.4498,1.4076,1.5366,-1.7251,-1.8541,-1.8852,1.0881,0.7549,-0.1616,0.1571,0.1606
8.5000,7.8603,7.7503,6.6203,5.1203,-1.7787,-1.6517,-1.3741,-1.4918,-1.3648,-0.4072,-0.2801,0.1687,0.4986,0.6275,0.3304,0.4594,1.4167,1.5457,-1.7230,-1.8520,-1.8826,1.0874,0.7571,-0.1634,0.1571,0.1606
6.5000,8.0610,7.9510,6.8210,5.3210,-1.0860,-0.9589,-0.5056,-1.1431,-1.0161,-0.5803,-0.4533,0.5210,-1.3641,-1.2350,-1.8851,-1.7561,-1.3223,-1.1933,nan,nan,-1.3305,0.5628,0.5286,0.1030,0.1589,0.1606
6.5833,8.0610,7.9510,6.8210,5.3210,-1.0795,-0.9524,-0.5378,-1.1589,-1.0318,-0.5415,-0.4144,0.5430,-1.1919,-1.0628,-1.7348,-1.6058,-1.1173,-0.9883,nan,nan,-1.3984,0.6176,0.5529,0.0920,0.1588,0.1606
6.6667,8.0610,7.9510,6.8210,5.3210,-1.0764,-0.9493,-0.5718,-1.1756,-1.0485,-0.5044,-0.3773,0.5624,-1.0236,-0.8945,-1.5859,-1.4569,-0.9143,-0.7853,nan,nan,-1.4645,0.6717,0.5770,0.0818,0.1586,0.1606
6.7500,8.0610,7.9510,6.8210,5.3210,-1.0762,-0.9491,-0.6079,-1.1937,-1.0666,-0.4683,-0.3412,0.5800,-0.8582,-0.7291,-1.4381,-1.3091,-0.7127,-0.5837,nan,nan,-1.5295,0.7254,0.6008,0.0723,0.1585,0.1606
6.8333,8.0610,7.9510,6.8210,5.3210,-1.0790,-0.9519,-0.6456,-1.2129,-1.0858,-0.4337,-0.3067,0.5952,-0.6968,-0.5677,-1.2919,-1.1628,-0.5134,-0.3844,nan,nan,-1.5927,0.7784,0.6243,0.0635,0.1584,0.1606
6.9167,8.0610,7.9510,6.8210,5.3210,-1.0860,-0.9590,-0.6847,-1.2327,-1.1056,-0.4015,-0.2745,0.6070,-0.5409,-0.4118,-1.1477,-1.0187,-0.3175,-0.1885,nan,nan,-1.6533,0.8302,0.6473,0.0555,0.1583,0.1606
7.0000,8.0610,7.9510,6.8210,5.3210,-1.0978,-0.9707,-0.7262,-1.2527,-1.1256,-0.3716,-0.2446,0.6158,-0.3895,-0.2604,-1.0053,-0.8762,-0.1242,0.0049,nan,nan,-1.7119,0.8811,0.6700,0.0482,0.1582,0.1606
7.0833,8.0610,7.9510,6.8210,5.3210,-1.1142,-0.9871,-0.7692,-1.2733,-1.1462,-0.3457,-0.2187,0.6201,-0.2475,-0.1184,-0.8675,-0.7384,0.0605,0.1896,nan,nan,-1.7658,0.9281,0.6919,0.0416,0.1581,0.1606
7.1667,8.0610,7.9510,6.8210,5.3210,-1.1361,-1.0090,-0.8125,-1.2943,-1.1672,-0.3252,-0.1982,0.6179,-0.1188,0.0102,-0.7363,-0.6072,0.2325,0.3616,nan,nan,-1.8126,0.9690,0.7127,0.0357,0.1580,0.1606
7.2500,8.0610,7.9510,6.8210,5.3210,-1.1655,-1.0384,-0.8556,-1.3149,-1.1878,-0.3099,-0.1829,0.6087,-0.0010,0.1280,-0.6097,-0.4806,0.3953,0.5243,-1.8927,-2.0217,-1.8536,1.0050,0.7327,0.0305,0.1579,0.1606
7.3333,8.0610,7.9510,6.8210,5.3210,-1.1996,-1.0726,-0.8985,-1.3334,-1.2064,-0.2983,-0.1712,0.5939,0.1049,0.2339,-0.4900,-0.3609,0.5459,0.6749,-1.8837,-2.0128,-1.8884,1.0359,0.7514,0.0259,0.1578,0.1606
7.4167,8.0610,7.9510,6.8210,5.3210,-1.2343,-1.1073,-0.9413,-1.3491,-1.2221,-0.2898,-0.1627,0.5747,0.1962,0.3252,-0.3799,-0.2508,0.6799,0.8089,-1.8761,-2.0051,-1.9150,1.0599,0.7682,0.0216,0.1577,0.1606
7.5000,8.0610,7.9510,6.8210,5.3210,-1.2694,-1.1424,-0.9840,-1.3622,-1.2352,-0.2855,-0.1584,0.5505,0.2728,0.4018,-0.2777,-0.1487,0.7990,0.9281,-1.8688,-1.9978,-1.9330,1.0768,0.7835,0.0178,0.1577,0.1606
7.5833,8.0610,7.9510,6.8210,5.3210,-1.3051,-1.1781,-1.0241,-1.3728,-1.2458,-0.2837,-0.1566,0.5224,0.3380,0.4670,-0.1842,-0.0552,0.9050,1.0341,-1.8624,-1.9914,-1.9450,1.0890,0.7972,0.0143,0.1577,0.1606
7.6667,8.0610,7.9510,6.8210,5.3210,-1.3412,-1.2142,-1.0603,-1.3807,-1.2536,-0.2826,-0.1555,0.4932,0.3934,0.5224,-0.1012,0.0279,0.9972,1.1262,-1.8573,-1.9863,-1.9529,1.0981,0.8092,0.0110,0.1576,0.1606
7.7500,8.0610,7.9510,6.8210,5.3210,-1.3767,-1.2497,-1.0939,-1.3855,-1.2584,-0.2828,-0.1557,0.4652,0.4366,0.5656,-0.0286,0.1005,1.0741,1.2031,-1.8525,-1.9815,-1.9547,1.1026,0.8193,0.0079,0.1576,0.1606
7.8333,8.0610,7.9510,6.8210,5.3210,-1.4086,-1.2816,-1.1243,-1.3886,-1.2616,-0.2840,-0.1569,0.4386,0.4714,0.6004,0.0350,0.1641,1.1394,1.2684,-1.8481,-1.9771,-1.9526,1.1044,0.8280,0.0050,0.1576,0.1606
7.9167,8.0610,7.9510,6.8210,5.3210,-1.4354,-1.3084,-1.1503,-1.3910,-1.2640,-0.2853,-0.1582,0.4131,0.5012,0.6302,0.0898,0.2188,1.1956,1.3247,-1.8447,-1.9737,-1.9500,1.1056,0.8356,0.0021,0.1575,0.1606
8.0000,8.0610,7.9510,6.8210,5.3210,-1.4584,-1.3313,-1.1720,-1.3920,-1.2650,-0.2864,-0.1593,0.3893,0.5235,0.6525,0.1342,0.2632,1.2398,1.3689,-1.8415,-1.9705,-1.9464,1.1056,0.8416,-0.0007,0.1575,0.1606
8.0833,8.0610,7.9510,6.8210,5.3210,-1.4781,-1.3509,-1.1903,-1.3922,-1.2652,-0.2874,-0.1603,0.3692,0.5403,0.6693,0.1705,0.2995,1.2750,1.4040,-1.8386,-1.9676,-1.9418,1.1047,0.8464,-0.0034,0.1575,0.1606
8.1667,8.0610,7.9510,6.8210,5.3210,-1.4942,-1.3671,-1.2056,-1.3924,-1.2653,-0.2884,-0.1613,0.3532,0.5549,0.6839,0.2013,0.3304,1.3052,1.4342,-1.8365,-1.9655,-1.9371,1.1038,0.8506,-0.0060,0.1575,0.1606
8.2500,8.0610,7.9510,6.8210,5.3210,-1.5073,-1.3802,-1.2180,-1.3923,-1.2652,-0.2893,-0.1622,0.3401,0.5662,0.6952,0.2260,0.3551,1.3291,1.4581,-1.8345,-1.9635,-1.9329,1.1030,0.8540,-0.0085,0.1575,0.1606
8.3333,8.0610,7.9510,6.8210,5.3210,-1.5180,-1.3909,-1.2281,-1.3921,-1.2650,-0.2900,-0.1629,0.3290,0.5749,0.7039,0.2457,0.3748,1.3479,1.4769,-1.8327,-1.9617,-1.9293,1.1022,0.8567,-0.0108,0.1575,0.1606
8.4167,8.0610,7.9510,6.8210,5.3210,-1.5265,-1.3994,-1.2361,-1.3919,-1.2648,-0.2905,-0.1634,0.3202,0.5819,0.7109,0.2616,0.3906,1.3630,1.4920,-1.8313,-1.9604,-1.9261,1.1015,0.8590,-0.0129,0.1575,0.1606
8.5000,8.0610,7.9510,6.8210,5.3210,-1.5323,-1.4053,-1.2416,-1.3915,-1.2645,-0.2908,-0.1637,0.3141,0.5864,0.7154,0.2723,0.4013,1.3731,1.5021,-1.8303,-1.9594,-1.9234,1.1008,0.8606,-0.0149,0.1575,0.1606
6.5000,8.1613,8.0513,6.9213,5.4213,-0.9537,-0.8266,-0.4213,-1.0824,-0.9554,-0.5286,-0.4016,0.5933,-1.3394,-1.2103,-1.9374,-1.8083,-1.3803,-1.2513,nan,nan,-1.3379,0.5518,0.6000,0.1857,0.1590,0.1606
6.5833,8.1613,8.0513,6.9213,5.4213,-0.9475,-0.8205,-0.4536,-1.0973,-0.9703,-0.4899,-0.3629,0.6141,-1.1686,-1.0395,-1.7871,-1.6581,-1.1765,-1.0475,nan,nan,-1.4053,0.6056,0.6230,0.1745,0.1589,0.1606
6.6667,8.1613,8.0513,6.9213,5.4213,-0.9448,-0.8177,-0.4879,-1.1132,-0.9862,-0.4527,-0.3256,0.6325,-1.0016,-0.8725,-1.6383,-1.5093,-0.9746,-0.8455,nan,nan,-1.4711,0.6589,0.6455,0.1639,0.1588,0.1606
6.7500,8.1613,8.0513,6.9213,5.4213,-0.9447,-0.8176,-0.5243,-1.1302,-1.0032,-0.4162,-0.2892,0.6491,-0.8373,-0.7082,-1.4905,-1.3615,-0.7738,-0.6447,nan,nan,-1.5358,0.7120,0.6676,0.1539,0.1586,0.1606
6.8333,8.1613,8.0513,6.9213,5.4213,-0.9476,-0.8205,-0.5624,-1.1483,-1.0213,-0.3811,-0.2541,0.6632,-0.6770,-0.5479,-1.3442,-1.2152,-0.5751,-0.4460,nan,nan,-1.5988,0.7645,0.6893,0.1446,0.1585,0.1606
6.9167,8.1613,8.0513,6.9213,5.4213,-0.9546,-0.8275,-0.6022,-1.1670,-1.0400,-0.3480,-0.2210,0.6741,-0.5220,-0.3929,-1.2000,-1.0710,-0.3794,-0.2504,nan,nan,-1.6594,0.8161,0.7103,0.1358,0.1584,0.1606
7.0000,8.1613,8.0513,6.9213,5.4213,-0.9661,-0.8390,-0.6447,-1.1861,-1.0590,-0.3169,-0.1899,0.6821,-0.3714,-0.2423,-1.0574,-0.9283,-0.1860,-0.0570,nan,nan,-1.7182,0.8670,0.7308,0.1277,0.1583,0.1606
7.0833,8.1613,8.0513,6.9213,5.4213,-0.9823,-0.8551,-0.6889,-1.2059,-1.0788,-0.2895,-0.1625,0.6858,-0.2299,-0.1008,-0.9194,-0.7903,-0.0008,0.1282,nan,nan,-1.7725,0.9143,0.7505,0.1202,0.1583,0.1606
7.1667,8.1613,8.0513,6.9213,5.4213,-1.0040,-0.8769,-0.7334,-1.2263,-1.0992,-0.2675,-0.1404,0.6831,-0.1013,0.0277,-0.7878,-0.6586,0.1723,0.3013,nan,nan,-1.8199,0.9559,0.7689,0.1131,0.1582,0.1606
7.2500,8.1613,8.0513,6.9213,5.4213,-1.0331,-0.9060,-0.7779,-1.2462,-1.1191,-0.2503,-0.1232,0.6736,0.0166,0.1456,-0.6605,-0.5314,0.3367,0.4657,-1.9302,-2.0592,-1.8620,0.9931,0.7862,0.1066,0.1581,0.1606
7.3333,8.1613,8.0513,6.9213,5.4213,-1.0669,-0.9399,-0.8226,-1.2642,-1.1372,-0.2367,-0.1096,0.6587,0.1229,0.2518,-0.5401,-0.4110,0.4892,0.6182,-1.9235,-2.0525,-1.8979,1.0254,0.8023,0.1005,0.1580,0.1606
7.4167,8.1613,8.0513,6.9213,5.4213,-1.1018,-0.9747,-0.8674,-1.2799,-1.1529,-0.2266,-0.0995,0.6393,0.2144,0.3434,-0.4292,-0.3001,0.6252,0.7543,-1.9183,-2.0473,-1.9257,1.0508,0.8165,0.0947,0.1580,0.1606
7.5000,8.1613,8.0513,6.9213,5.4213,-1.1373,-1.0103,-0.9121,-1.2933,-1.1663,-0.2209,-0.0938,0.6144,0.2914,0.4204,-0.3261,-0.1970,0.7468,0.8758,-1.9131,-2.0422,-1.9449,1.0693,0.8291,0.0892,0.1579,0.1606
7.5833,8.1613,8.0513,6.9213,5.4213,-1.1739,-1.0469,-0.9543,-1.3042,-1.1772,-0.2177,-0.0907,0.5856,0.3569,0.4859,-0.2315,-0.1024,0.8552,0.9842,-1.9087,-2.0377,-1.9583,1.0831,0.8402,0.0842,0.1579,0.1606
7.6667,8.1613,8.0513,6.9213,5.4213,-1.2110,-1.0840,-0.9928,-1.3123,-1.1852,-0.2156,-0.0885,0.5558,0.4125,0.5415,-0.1472,-0.0182,0.9496,1.0786,-1.9058,-2.0348,-1.9672,1.0935,0.8499,0.0793,0.1579,0.1606
7.7500,8.1613,8.0513,6.9213,5.4213,-1.2472,-1.1202,-1.0287,-1.3175,-1.1904,-0.2152,-0.0882,0.5270,0.4558,0.5848,-0.0732,0.0558,1.0286,1.1576,-1.9030,-2.0320,-1.9694,1.0992,0.8578,0.0748,0.1578,0.1606
7.8333,8.1613,8.0513,6.9213,5.4213,-1.2800,-1.1530,-1.0613,-1.3209,-1.1939,-0.2161,-0.0891,0.4995,0.4906,0.6196,-0.0081,0.1210,1.0959,1.2249,-1.9004,-2.0294,-1.9676,1.1019,0.8646,0.0706,0.1578,0.1606
7.9167,8.1613,8.0513,6.9213,5.4213,-1.3083,-1.1812,-1.0892,-1.3236,-1.1966,-0.2170,-0.0899,0.4729,0.5205,0.6495,0.0482,0.1773,1.1540,1.2831,-1.8985,-2.0275,-1.9651,1.1040,0.8705,0.0666,0.1578,0.1606
8.0000,8.1613,8.0513,6.9213,5.4213,-1.3328,-1.2057,-1.1128,-1.3248,-1.1979,-0.2180,-0.0909,0.4478,0.5427,0.6717,0.0941,0.2231,1.1999,1.3289,-1.8969,-2.0259,-1.9616,1.1045,0.8752,0.0629,0.1578,0.1606
8.0833,8.1613,8.0513,6.9213,5.4213,-1.3538,-1.2267,-1.1327,-1.3253,-1.1983,-0.2191,-0.0920,0.4265,0.5595,0.6885,0.1316,0.2607,1.2366,1.3656,-1.8956,-2.0246,-1.9571,1.1041,0.8789,0.0595,0.1578,0.1606
8.1667,8.1613,8.0513,6.9213,5.4213,-1.3711,-1.2440,-1.1494,-1.3256,-1.1986,-0.2202,-0.0931,0.4097,0.5741,0.7031,0.1636,0.2926,1.2681,1.3971,-1.8950,-2.0239,-1.9526,1.1036,0.8822,0.0564,0.1578,0.1606
8.2500,8.1613,8.0513,6.9213,5.4213,-1.3852,-1.2581,-1.1629,-1.3257,-1.1987,-0.2212,-0.0941,0.3957,0.5854,0.7144,0.1892,0.3183,1.2932,1.4221,-1.8944,-2.0234,-1.9485,1.1030,0.8849,0.0535,0.1578,0.1606
8.3333,8.1613,8.0513,6.9213,5.4213,-1.3968,-1.2697,-1.1740,-1.3257,-1.1986,-0.2220,-0.0949,0.3838,0.5941,0.7231,0.2098,0.3389,1.3130,1.4420,-1.8938,-2.0229,-1.9450,1.1024,0.8870,0.0508,0.1578,0.1606
8.4167,8.1613,8.0513,6.9213,5.4213,-1.4060,-1.2790,-1.1828,-1.3256,-1.1985,-0.2226,-0.0955,0.3745,0.6012,0.7302,0.2264,0.3555,1.3289,1.4579,-1.8937,-2.0228,-1.9417,1.1018,0.8889,0.0484,0.1578,0.1606
8.5000,8.1613,8.0513,6.9213,5.4213,-1.4124,-1.2854,-1.1889,-1.3253,-1.1983,-0.2231,-0.0961,0.3678,0.6057,0.7348,0.2378,0.3668,1.3396,1.4686,-1.8938,-2.0229,-1.9389,1.1012,0.8902,0.0463,0.1578,0.1606
6.5000,8.2617,8.1517,7.0217,5.5217,-0.8173,-0.6902,-0.3446,-1.0076,-0.8805,-0.4723,-0.3453,0.6511,-1.3340,-1.2049,-1.9905,-1.8614,-1.4496,-1.3206,nan,nan,-1.3421,0.5338,0.6571,0.2608,0.1592,0.1605
6.5833,8.2617,8.1517,7.0217,5.5217,-0.8119,-0.6848,-0.3771,-1.0216,-0.8945,-0.4340,-0.3070,0.6704,-1.1650,-1.0359,-1.8407,-1.7116,-1.2475,-1.1185,nan,nan,-1.4087,0.5862,0.6782,0.2493,0.1591,0.1605
6.6667,8.2617,8.1517,7.0217,5.5217,-0.8098,-0.6827,-0.4117,-1.0364,-0.9094,-0.3968,-0.2698,0.6872,-0.9998,-0.8707,-1.6921,-1.5631,-1.0470,-0.9180,nan,nan,-1.4738,0.6384,0.6987,0.2382,0.1589,0.1605
6.7500,8.2617,8.1517,7.0217,5.5217,-0.8103,-0.6832,-0.4487,-1.0522,-0.9252,-0.3602,-0.2332,0.7022,-0.8372,-0.7081,-1.5446,-1.4156,-0.8475,-0.7185,nan,nan,-1.5379,0.6903,0.7187,0.2276,0.1588,0.1605
6.8333,8.2617,8.1517,7.0217,5.5217,-0.8138,-0.6867,-0.4874,-1.0690,-0.9420,-0.3248,-0.1978,0.7149,-0.6785,-0.5494,-1.3985,-1.2695,-0.6499,-0.5208,nan,nan,-1.6005,0.7419,0.7380,0.2174,0.1587,0.1605
6.9167,8.2617,8.1517,7.0217,5.5217,-0.8212,-0.6941,-0.5281,-1.0865,-0.9595,-0.2911,-0.1641,0.7244,-0.5249,-0.3958,-1.2543,-1.1253,-0.4548,-0.3258,nan,nan,-1.6609,0.7930,0.7565,0.2077,0.1586,0.1605
7.0000,8.2617,8.1517,7.0217,5.5217,-0.8330,-0.7059,-0.5715,-1.1044,-0.9774,-0.2589,-0.1320,0.7311,-0.3755,-0.2465,-1.1117,-0.9826,-0.2618,-0.1327,nan,nan,-1.7196,0.8435,0.7744,0.1985,0.1585,0.1605
7.0833,8.2617,8.1517,7.0217,5.5217,-0.8493,-0.7222,-0.6170,-1.1232,-0.9962,-0.2303,-0.1033,0.7336,-0.2350,-0.1060,-0.9735,-0.8444,-0.0764,0.0526,nan,nan,-1.7740,0.8908,0.7913,0.1898,0.1585,0.1605
7.1667,8.2617,8.1517,7.0217,5.5217,-0.8713,-0.7442,-0.6629,-1.1427,-1.0156,-0.2068,-0.0798,0.7300,-0.1070,0.0220,-0.8415,-0.7124,0.0974,0.2264,nan,nan,-1.8221,0.9329,0.8069,0.1814,0.1584,0.1605
7.2500,8.2617,8.1517,7.0217,5.5217,-0.9005,-0.7734,-0.7091,-1.1617,-1.0347,-0.1878,-0.0607,0.7199,0.0109,0.1399,-0.7137,-0.5846,0.2633,0.3923,-1.9740,-2.1030,-1.8652,0.9712,0.8212,0.1733,0.1584,0.1605
7.3333,8.2617,8.1517,7.0217,5.5217,-0.9345,-0.8074,-0.7558,-1.1791,-1.0521,-0.1724,-0.0453,0.7047,0.1172,0.2462,-0.5927,-0.4636,0.4176,0.5466,-1.9710,-2.1000,-1.9023,1.0047,0.8342,0.1655,0.1583,0.1605
7.4167,8.2617,8.1517,7.0217,5.5217,-0.9698,-0.8428,-0.8030,-1.1946,-1.0676,-0.1606,-0.0335,0.6847,0.2089,0.3379,-0.4810,-0.3519,0.5557,0.6847,-1.9701,-2.0992,-1.9315,1.0316,0.8455,0.1580,0.1583,0.1605
7.5000,8.2617,8.1517,7.0217,5.5217,-1.0062,-0.8792,-0.8497,-1.2082,-1.0812,-0.1532,-0.0261,0.6592,0.2862,0.4151,-0.3769,-0.2478,0.6797,0.8087,-1.9686,-2.0976,-1.9524,1.0518,0.8550,0.1507,0.1582,0.1605
7.5833,8.2617,8.1517,7.0217,5.5217,-1.0439,-0.9169,-0.8940,-1.2194,-1.0924,-0.1485,-0.0215,0.6295,0.3520,0.4810,-0.2813,-0.1522,0.7906,0.9196,-1.9672,-2.0963,-1.9675,1.0673,0.8632,0.1438,0.1582,0.1605
7.6667,8.2617,8.1517,7.0217,5.5217,-1.0824,-0.9553,-0.9350,-1.2276,-1.1006,-0.1451,-0.0181,0.5989,0.4078,0.5367,-0.1960,-0.0669,0.8873,1.0163,-1.9677,-2.0967,-1.9777,1.0793,0.8703,0.1373,0.1582,0.1605
7.7500,8.2617,8.1517,7.0217,5.5217,-1.1198,-0.9928,-0.9736,-1.2331,-1.1061,-0.1438,-0.0168,0.5693,0.4511,0.5801,-0.1206,0.0084,0.9687,1.0977,-1.9678,-2.0968,-1.9813,1.0863,0.8758,0.1311,0.1582,0.1605
7.8333,8.2617,8.1517,7.0217,5.5217,-1.1539,-1.0268,-1.0086,-1.2369,-1.1099,-0.1439,-0.0169,0.5408,0.4860,0.6150,-0.0540,0.0750,1.0383,1.1673,-1.9675,-2.0965,-1.9806,1.0903,0.8804,0.1254,0.1581,0.1605
7.9167,8.2617,8.1517,7.0217,5.5217,-1.1838,-1.0567,-1.0387,-1.2399,-1.1129,-0.1442,-0.0171,0.5131,0.5159,0.6449,0.0036,0.1326,1.0985,1.2276,-1.9675,-2.0965,-1.9791,1.0934,0.8845,0.1202,0.1581,0.1605
8.0000,8.2617,8.1517,7.0217,5.5217,-1.2101,-1.0831,-1.0643,-1.2414,-1.1144,-0.1448,-0.0177,0.4868,0.5381,0.6672,0.0508,0.1798,1.1463,1.2754,-1.9678,-2.0968,-1.9760,1.0947,0.8876,0.1154,0.1581,0.1605
8.0833,8.2617,8.1517,7.0217,5.5217,-1.2327,-1.1056,-1.0861,-1.2421,-1.1151,-0.1457,-0.0186,0.4643,0.5549,0.6839,0.0895,0.2185,1.1848,1.3138,-1.9683,-2.0973,-1.9716,1.0948,0.8901,0.1111,0.1581,0.1605
8.1667,8.2617,8.1517,7.0217,5.5217,-1.2513,-1.1242,-1.1044,-1.2427,-1.1157,-0.1467,-0.0196,0.4465,0.5695,0.6986,0.1224,0.2514,1.2179,1.3470,-1.9690,-2.0980,-1.9671,1.0949,0.8923,0.1072,0.1581,0.1605
8.2500,8.2617,8.1517,7.0217,5.5217,-1.2666,-1.1395,-1.1193,-1.2431,-1.1160,-0.1475,-0.0204,0.4316,0.5809,0.7099,0.1489,0.2779,1.2444,1.3733,-1.9697,-2.0987,-1.9630,1.0948,0.8942,0.1038,0.1581,0.1605
8.3333,8.2617,8.1517,7.0217,5.5217,-1.2793,-1.1522,-1.1315,-1.2432,-1.1162,-0.1482,-0.0211,0.4189,0.5896,0.7186,0.1704,0.2994,1.2654,1.3944,-1.9705,-2.0995,-1.9594,1.0945,0.8957,0.1007,0.1581,0.1605
8.4167,8.2617,8.1517,7.0217,5.5217,-1.2894,-1.1623,-1.1412,-1.2433,-1.1163,-0.1489,-0.0218,0.4089,0.5968,0.7258,0.1877,0.3168,1.2824,1.4114,-1.9714,-2.1005,-1.9559,1.0942,0.8970,0.0980,0.1581,0.1605
8.5000,8.2617,8.1517,7.0217,5.5217,-1.2965,-1.1695,-1.1480,-1.2433,-1.1162,-0.1494,-0.0224,0.4018,0.6014,0.7305,0.1999,0.3289,1.2940,1.4230,-1.9725,-2.1016,-1.9527,1.0937,0.8981,0.0957,0.1581,0.1605
6.5000,8.3620,8.2520,7.1220,5.6220,-0.6827,-0.5557,-0.2719,-0.9223,-0.7952,-0.4108,-0.2838,0.7007,-1.3431,-1.2140,-2.0438,-1.9147,-1.5323,-1.4033,nan,nan,-1.3443,0.5114,0.7059,0.3317,0.1594,0.1605
6.5833,8.3620,8.2520,7.1220,5.6220,-0.6780,-0.5509,-0.3048,-0.9351,-0.8080,-0.3730,-0.2460,0.7179,-1.1767,-1.0476,-1.8945,-1.7655,-1.3324,-1.2034,nan,nan,-1.4098,0.5621,0.7248,0.3196,0.1593,0.1605
6.6667,8.3620,8.2520,7.1220,5.6220,-0.6764,-0.5493,-0.3399,-0.9487,-0.8217,-0.3362,-0.2092,0.7327,-1.0138,-0.8847,-1.7464,-1.6174,-1.1338,-1.0047,nan,nan,-1.4740,0.6128,0.7428,0.3078,0.1592,0.1605
6.7500,8.3620,8.2520,7.1220,5.6220,-0.6773,-0.5502,-0.3775,-0.9631,-0.8361,-0.2998,-0.1728,0.7458,-0.8535,-0.7244,-1.5992,-1.4702,-0.9360,-0.8069,nan,nan,-1.5373,0.6633,0.7602,0.2964,0.1591,0.1605
6.8333,8.3620,8.2520,7.1220,5.6220,-0.6811,-0.5540,-0.4171,-0.9783,-0.8513,-0.2643,-0.1373,0.7565,-0.6969,-0.5678,-1.4534,-1.3244,-0.7397,-0.6106,nan,nan,-1.5992,0.7137,0.7768,0.2852,0.1590,0.1605
