Sat 4 Jul 2015 10:52:57 AEST
MAPPINGS V HII +X Region Grid: ZQ Pk55
Run: sph,two,LPk=5.5,dep=Depln_Fe_1.50.txt,kap=inf,SF=cont,a03,isp,#11,P6,Mv5.0.13,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
   6.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.0912, -0.9642, -0.5066, -1.1485, -1.0215, -0.5846, -0.4576,  0.5208, -1.3625, -1.2335, -1.8833, -1.7543, -1.3194, -1.1903, -2.0193, -2.1483, -1.3308,  0.5639,  0.5284,  0.1022,  0.1552,  0.1563
   6.7500,  8.0610,  7.9510,  6.8210,  5.3210, -1.0815, -0.9544, -0.6097, -1.1994, -1.0723, -0.4718, -0.3447,  0.5800, -0.8552, -0.7262, -1.4352, -1.3061, -0.7076, -0.5786, -1.9696, -2.0986, -1.5312,  0.7275,  0.6009,  0.0715,  0.1548,  0.1564
   7.0000,  8.0610,  7.9510,  6.8210,  5.3210, -1.1035, -0.9764, -0.7300, -1.2591, -1.1320, -0.3735, -0.2464,  0.6161, -0.3833, -0.2543, -0.9994, -0.8704, -0.1138,  0.0152, -1.9261, -2.0551, -1.7168,  0.8856,  0.6710,  0.0471,  0.1545,  0.1566
   7.2500,  8.0610,  7.9510,  6.8210,  5.3210, -1.1740, -1.0469, -0.8647, -1.3234, -1.1963, -0.3093, -0.1822,  0.6082,  0.0111,  0.1402, -0.5970, -0.4680,  0.4170,  0.5461, -1.8918, -2.0208, -1.8650,  1.0141,  0.7354,  0.0290,  0.1543,  0.1567
   7.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.2873, -1.1602, -1.0047, -1.3747, -1.2476, -0.2826, -0.1555,  0.5445,  0.2943,  0.4234, -0.2502, -0.1212,  0.8419,  0.9709, -1.8673, -1.9963, -1.9537,  1.0921,  0.7892,  0.0157,  0.1541,  0.1568
   7.7500,  8.0610,  7.9510,  6.8210,  5.3210, -1.4144, -1.2874, -1.1347, -1.4026, -1.2755, -0.2798, -0.1527,  0.4439,  0.4693,  0.5984,  0.0254,  0.1544,  1.1482,  1.2772, -1.8499, -1.9790, -1.9832,  1.1228,  0.8290,  0.0047,  0.1540,  0.1569
   8.0000,  8.0610,  7.9510,  6.8210,  5.3210, -1.5225, -1.3954, -1.2374, -1.4121, -1.2850, -0.2851, -0.1580,  0.3444,  0.5662,  0.6952,  0.2219,  0.3509,  1.3489,  1.4779, -1.8374, -1.9664, -1.9759,  1.1270,  0.8553, -0.0059,  0.1539,  0.1568
   8.2500,  8.0610,  7.9510,  6.8210,  5.3210, -1.5947, -1.4676, -1.3048, -1.4132, -1.2861, -0.2900, -0.1629,  0.2726,  0.6160,  0.7450,  0.3434,  0.4724,  1.4666,  1.5957, -1.8288, -1.9578, -1.9579,  1.1232,  0.8712, -0.0166,  0.1539,  0.1568
   8.5000,  8.0610,  7.9510,  6.8210,  5.3210, -1.6348, -1.5077, -1.3421, -1.4123, -1.2852, -0.2926, -0.1656,  0.2313,  0.6405,  0.7695,  0.4092,  0.5382,  1.5288,  1.6578, -1.8233, -1.9524, -1.9435,  1.1196,  0.8800, -0.0263,  0.1538,  0.1567
c
   6.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.6871, -0.5600, -0.2719, -0.9286, -0.8015, -0.4152, -0.2881,  0.7022, -1.3398, -1.2107, -2.0420, -1.9130, -1.5286, -1.3996, -2.1261, -2.2552, -1.3449,  0.5134,  0.7075,  0.3318,  0.1551,  0.1557
   6.7500,  8.3620,  8.2520,  7.1220,  5.6220, -0.6817, -0.5546, -0.3782, -0.9696, -0.8425, -0.3035, -0.1764,  0.7474, -0.8490, -0.7200, -1.5964, -1.4674, -0.9303, -0.8013, -2.0928, -2.2219, -1.5392,  0.6661,  0.7619,  0.2964,  0.1548,  0.1558
   7.0000,  8.3620,  8.2520,  7.1220,  5.6220, -0.7054, -0.5783, -0.5060, -1.0179, -0.8909, -0.1994, -0.0723,  0.7709, -0.3906, -0.2616, -1.1614, -1.0324, -0.3429, -0.2139, -2.0694, -2.1984, -1.7225,  0.8185,  0.8094,  0.2636,  0.1546,  0.1558
   7.2500,  8.3620,  8.2520,  7.1220,  5.6220, -0.7753, -0.6482, -0.6533, -1.0734, -0.9463, -0.1220,  0.0051,  0.7554, -0.0015,  0.1276, -0.7569, -0.6278,  0.1945,  0.3236, -2.0600, -2.1891, -1.8761,  0.9514,  0.8473,  0.2330,  0.1544,  0.1558
   7.5000,  8.3620,  8.2520,  7.1220,  5.6220, -0.8908, -0.7637, -0.8117, -1.1225, -0.9954, -0.0791,  0.0480,  0.6884,  0.2827,  0.4117, -0.4057, -0.2767,  0.6377,  0.7667, -2.0654, -2.1944, -1.9781,  1.0434,  0.8727,  0.2033,  0.1543,  0.1558
   7.7500,  8.3620,  8.2520,  7.1220,  5.6220, -1.0258, -0.8988, -0.9630, -1.1529, -1.0258, -0.0628,  0.0642,  0.5835,  0.4588,  0.5878, -0.1247,  0.0044,  0.9653,  1.0944, -2.0772, -2.2062, -2.0218,  1.0900,  0.8867,  0.1757,  0.1542,  0.1557
   8.0000,  8.3620,  8.2520,  7.1220,  5.6220, -1.1467, -1.0196, -1.0865, -1.1663, -1.0392, -0.0601,  0.0669,  0.4760,  0.5559,  0.6850,  0.0800,  0.2090,  1.1861,  1.3151, -2.0867, -2.2158, -2.0235,  1.1061,  0.8940,  0.1525,  0.1542,  0.1556
   8.2500,  8.3620,  8.2520,  7.1220,  5.6220, -1.2326, -1.1055, -1.1711, -1.1706, -1.0435, -0.0615,  0.0656,  0.3943,  0.6063,  0.7354,  0.2120,  0.3410,  1.3211,  1.4502, -2.0913, -2.2204, -2.0084,  1.1091,  0.8985,  0.1348,  0.1540,  0.1555
   8.5000,  8.3620,  8.2520,  7.1220,  5.6220, -1.2833, -1.1563, -1.2202, -1.1720, -1.0449, -0.0632,  0.0639,  0.3449,  0.6321,  0.7612,  0.2872,  0.4162,  1.3960,  1.5250, -2.0923, -2.2213, -1.9931,  1.1088,  0.9022,  0.1221,  0.1539,  0.1554
c
   6.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.2838, -0.1568, -0.1327, -0.4472, -0.3201, -0.1512, -0.0241,  0.6288, -1.6318, -1.5027, -2.2605, -2.1315, -1.9645, -1.8355, -2.5107, -2.6398, -1.2936,  0.2960,  0.6320,  0.4696,  0.1547,  0.1532
   6.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.2847, -0.1576, -0.2360, -0.4739, -0.3468, -0.0487,  0.0784,  0.6541, -1.1703, -1.0412, -1.8244, -1.6953, -1.3992, -1.2702, -2.4967, -2.6258, -1.4755,  0.4252,  0.6628,  0.4324,  0.1544,  0.1531
   7.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.3074, -0.1804, -0.3626, -0.5059, -0.3788,  0.0551,  0.1822,  0.6630, -0.7312, -0.6021, -1.3942, -1.2651, -0.8332, -0.7042, -2.4908, -2.6199, -1.6559,  0.5610,  0.6860,  0.3949,  0.1542,  0.1530
   7.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.3663, -0.2393, -0.5116, -0.5470, -0.4200,  0.1452,  0.2723,  0.6452, -0.3439, -0.2149, -0.9891, -0.8601, -0.2969, -0.1678, -2.5003, -2.6294, -1.8236,  0.6923,  0.7013,  0.3573,  0.1540,  0.1528
   7.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.4683, -0.3412, -0.6787, -0.5898, -0.4628,  0.2104,  0.3375,  0.5864, -0.0477,  0.0813, -0.6341, -0.5051,  0.1661,  0.2952, -2.5343, -2.6634, -1.9589,  0.8002,  0.7045,  0.3169,  0.1538,  0.1526
   7.7500,  8.7600,  8.6500,  7.5200,  6.0200, -0.5972, -0.4701, -0.8490, -0.6211, -0.4941,  0.2518,  0.3789,  0.4895,  0.1389,  0.2679, -0.3507, -0.2216,  0.5223,  0.6513, -2.5874, -2.7164, -2.0449,  0.8730,  0.6937,  0.2735,  0.1536,  0.1523
   8.0000,  8.7600,  8.6500,  7.5200,  6.0200, -0.7219, -0.5948, -0.9986, -0.6388, -0.5117,  0.2767,  0.4037,  0.3834,  0.2382,  0.3672, -0.1452, -0.0161,  0.7703,  0.8993, -2.6390, -2.7680, -2.0832,  0.9155,  0.6764,  0.2327,  0.1532,  0.1518
   8.2500,  8.7600,  8.6500,  7.5200,  6.0200, -0.8182, -0.6911, -1.1089, -0.6490, -0.5219,  0.2907,  0.4178,  0.2981,  0.2886,  0.4176, -0.0095,  0.1195,  0.9302,  1.0593, -2.6739, -2.8030, -2.0895,  0.9397,  0.6630,  0.2015,  0.1527,  0.1512
   8.5000,  8.7600,  8.6500,  7.5200,  6.0200, -0.8801, -0.7531, -1.1778, -0.6571, -0.5300,  0.2977,  0.4247,  0.2446,  0.3174,  0.4465,  0.0729,  0.2019,  1.0276,  1.1567, -2.6903, -2.8193, -2.0813,  0.9548,  0.6582,  0.1820,  0.1519,  0.1503
c
   6.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2037, -0.0766, -0.2707,  0.1197,  0.2468,  0.0670,  0.1941,  0.1546, -2.1651, -2.0360, -2.3197, -2.1906, -2.3724, -2.2433, -3.1069, -3.2359, -1.1571, -0.0527,  0.1574,  0.3472,  0.1519,  0.1481
   6.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.1984, -0.0713, -0.3558,  0.0982,  0.2253,  0.1574,  0.2845,  0.1805, -1.7197, -1.5907, -1.9003, -1.7712, -1.8411, -1.7120, -3.0980, -3.2270, -1.3328,  0.0592,  0.1878,  0.3249,  0.1516,  0.1479
   7.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.2154, -0.0884, -0.4677,  0.0755,  0.2026,  0.2523,  0.3794,  0.1858, -1.2968, -1.1678, -1.4826, -1.3536, -1.3058, -1.1768, -3.1000, -3.2290, -1.5092,  0.1768,  0.2046,  0.2975,  0.1514,  0.1476
   7.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.2647, -0.1377, -0.6051,  0.0479,  0.1750,  0.3404,  0.4674,  0.1641, -0.9235, -0.7945, -1.0876, -0.9585, -0.7951, -0.6661, -3.1248, -3.2538, -1.6762,  0.2925,  0.2094,  0.2656,  0.1511,  0.1472
   7.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.3550, -0.2280, -0.7663,  0.0214,  0.1485,  0.4113,  0.5384,  0.1008, -0.6455, -0.5165, -0.7463, -0.6172, -0.3564, -0.2273, -3.1951, -3.3241, -1.8107,  0.3899,  0.1947,  0.2245,  0.1507,  0.1466
   7.7500,  9.0610,  8.9510,  7.8210,  6.3210, -0.4753, -0.3482, -0.9417,  0.0061,  0.1331,  0.4664,  0.5935, -0.0029, -0.4988, -0.3698, -0.4959, -0.3669, -0.0356,  0.0934, -3.3116, -3.4406, -1.8932,  0.4603,  0.1523,  0.1695,  0.1500,  0.1456
   8.0000,  9.0610,  8.9510,  7.8210,  6.3210, -0.5929, -0.4658, -1.1051, -0.0045,  0.1226,  0.5122,  0.6393, -0.1081, -0.4638, -0.3347, -0.3557, -0.2266,  0.1610,  0.2901, -3.4198, -3.5488, -1.9350,  0.5167,  0.0942,  0.1066,  0.1488,  0.1442
   8.2500,  9.0610,  8.9510,  7.8210,  6.3210, -0.6794, -0.5523, -1.2277, -0.0229,  0.1041,  0.5483,  0.6754, -0.1743, -0.4739, -0.3448, -0.2995, -0.1705,  0.2717,  0.4007, -3.4617, -3.5907, -1.9618,  0.5712,  0.0498,  0.0532,  0.1465,  0.1417
   8.5000,  9.0610,  8.9510,  7.8210,  6.3210, -0.7285, -0.6014, -1.3007, -0.0493,  0.0777,  0.5723,  0.6993, -0.1958, -0.4697, -0.3407, -0.2739, -0.1449,  0.3477,  0.4767, -3.4463, -3.5754, -1.9841,  0.6216,  0.0388,  0.0234,  0.1425,  0.1372
c
   6.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.3348, -0.2078, -0.5410,  0.5879,  0.7150,  0.2062,  0.3332, -0.4326, -2.6145, -2.4855, -2.1819, -2.0528, -2.5636, -2.4346,    -inf,    -inf, -0.9788, -0.3817, -0.4288,  0.1073,  0.1467,  0.1419
   6.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.3261, -0.1990, -0.6126,  0.5713,  0.6983,  0.2866,  0.4136, -0.4090, -2.1879, -2.0589, -1.7790, -1.6499, -2.0636, -1.9346,    -inf,    -inf, -1.1410, -0.2847, -0.3994,  0.1001,  0.1463,  0.1414
   7.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.3514, -0.2244, -0.7218,  0.5615,  0.6886,  0.3704,  0.4974, -0.4253, -1.8016, -1.6726, -1.3764, -1.2473, -1.5675, -1.4384,    -inf,    -inf, -1.2953, -0.1911, -0.4014,  0.0769,  0.1458,  0.1407
   7.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.4205, -0.2934, -0.8676,  0.5595,  0.6866,  0.4471,  0.5742, -0.4922, -1.4958, -1.3667, -1.0036, -0.8746, -1.1160, -0.9869,    -inf,    -inf, -1.4240, -0.1124, -0.4377,  0.0361,  0.1451,  0.1397
   7.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.5397, -0.4126, -1.0497,  0.5709,  0.6980,  0.5100,  0.6371, -0.6215, -1.3393, -1.2102, -0.7177, -0.5887, -0.7786, -0.6496,    -inf,    -inf, -1.4987, -0.0609, -0.5219, -0.0319,  0.1442,  0.1382
   7.7500,  9.2370,  9.1270,  7.9970,  6.4970, -0.6775, -0.5504, -1.2472,  0.5782,  0.7053,  0.5698,  0.6968, -0.7639, -1.3592, -1.2302, -0.5953, -0.4663, -0.6037, -0.4747,    -inf,    -inf, -1.5356, -0.0084, -0.6362, -0.1261,  0.1428,  0.1364
   8.0000,  9.2370,  9.1270,  7.9970,  6.4970, -0.7727, -0.6457, -1.4083,  0.5497,  0.6768,  0.6356,  0.7627, -0.8272, -1.4477, -1.3187, -0.6205, -0.4915, -0.5346, -0.4056,    -inf,    -inf, -1.5919,  0.0859, -0.7058, -0.2120,  0.1401,  0.1336
   8.2500,  9.2370,  9.1270,  7.9970,  6.4970, -0.8030, -0.6759, -1.4958,  0.4948,  0.6219,  0.6928,  0.8199, -0.7998, -1.4588, -1.3298, -0.6590, -0.5300, -0.4610, -0.3320,    -inf,    -inf, -1.6647,  0.1980, -0.6875, -0.2501,  0.1343,  0.1269
   8.5000,  9.2370,  9.1270,  7.9970,  6.4970, -0.7876, -0.6605, -1.5184,  0.4337,  0.5607,  0.7308,  0.8578, -0.7224, -1.3620, -1.2330, -0.6396, -0.5106, -0.3425, -0.2135,    -inf,    -inf, -1.7296,  0.2971, -0.6056, -0.2366,  0.1229,  0.1138
